@relation fri_c0_1000_50

@attribute oz1 numeric
@attribute oz2 numeric
@attribute oz3 numeric
@attribute oz4 numeric
@attribute oz5 numeric
@attribute oz6 numeric
@attribute oz7 numeric
@attribute oz8 numeric
@attribute oz9 numeric
@attribute oz10 numeric
@attribute oz11 numeric
@attribute oz12 numeric
@attribute oz13 numeric
@attribute oz14 numeric
@attribute oz15 numeric
@attribute oz16 numeric
@attribute oz17 numeric
@attribute oz18 numeric
@attribute oz19 numeric
@attribute oz20 numeric
@attribute oz21 numeric
@attribute oz22 numeric
@attribute oz23 numeric
@attribute oz24 numeric
@attribute oz25 numeric
@attribute oz26 numeric
@attribute oz27 numeric
@attribute oz28 numeric
@attribute oz29 numeric
@attribute oz30 numeric
@attribute oz31 numeric
@attribute oz32 numeric
@attribute oz33 numeric
@attribute oz34 numeric
@attribute oz35 numeric
@attribute oz36 numeric
@attribute oz37 numeric
@attribute oz38 numeric
@attribute oz39 numeric
@attribute oz40 numeric
@attribute oz41 numeric
@attribute oz42 numeric
@attribute oz43 numeric
@attribute oz44 numeric
@attribute oz45 numeric
@attribute oz46 numeric
@attribute oz47 numeric
@attribute oz48 numeric
@attribute oz49 numeric
@attribute oz50 numeric
@attribute binaryClass {P,N}

@data
0.946224,1.19667,1.513727,-0.615442,-0.016573,-1.65014,-1.082475,-0.756109,0.817584,1.606393,-1.251798,0.607999,-0.276502,-0.91214,-0.155663,1.263667,1.543865,0.640666,-1.299938,1.440831,0.691552,1.413229,-0.022936,1.562853,0.991835,1.40386,-1.390901,0.499355,-1.487292,1.146721,-0.298811,1.552089,-1.231305,-1.570078,1.080578,0.807002,1.074042,0.078698,-1.439692,1.481537,1.389866,-1.283474,0.597717,-0.91105,0.612799,-0.485306,-1.467598,0.520903,-1.687011,-0.048103,N
0.775769,0.557926,-1.681444,-0.794477,1.151491,-1.381762,0.654366,-1.611274,-1.068522,0.160856,-0.736474,0.128847,1.337656,-0.16274,-0.051187,1.694888,-0.870211,1.306507,-0.865104,-0.43398,-0.323906,0.756794,-0.149209,-1.296763,1.628947,1.584335,-1.189646,0.891583,0.988692,1.512501,1.561593,-0.244411,-1.14026,-0.221572,-1.492736,-0.221901,0.295188,0.305085,0.679923,0.800359,0.613392,0.588132,1.189747,1.538356,-1.187335,-0.385735,-0.49169,1.57216,-1.174046,0.907124,N
-1.457426,1.203196,0.676752,0.441757,0.141743,-1.218287,0.89956,0.279773,0.419784,-1.284439,-0.626839,-0.647279,-0.583637,-0.802104,-1.689583,1.49679,0.746952,0.198978,-0.806868,-1.315668,-1.37416,-1.448376,1.658394,-1.617791,-1.632322,-1.132189,0.445991,1.075853,-0.486576,-1.351417,0.497521,-0.044705,-1.575019,-1.455462,0.25979,0.578967,1.500516,1.078726,0.715461,0.090534,-0.897758,-0.325846,1.306149,-1.215421,-0.911748,-0.347481,1.371062,-0.195724,-1.590098,0.268938,P
-0.909679,1.670806,-0.558496,-0.057444,-0.028671,0.935914,-0.958265,-0.737366,-0.032588,-1.187876,1.047671,0.999478,-1.241269,-1.351986,0.325829,-0.670417,-0.27337,-1.425644,-0.94419,-0.419927,-0.24211,1.614113,0.270499,1.441603,1.134836,0.579253,0.890975,-0.094639,-1.129602,0.904419,-0.39462,1.444424,-1.655011,0.058564,-1.283534,0.72405,-0.191642,-1.513737,1.560753,1.494049,0.11314,-1.167236,0.613969,0.6556,-1.331082,1.239657,1.18675,-0.899703,-0.91035,1.303314,N
0.845864,0.711006,0.037079,0.794419,-0.295112,-0.858004,-0.021672,-0.983609,0.950964,0.467921,-1.623695,-1.415929,-1.690686,1.121666,-0.30989,-1.53436,1.289403,-0.606809,0.078829,-0.138936,-1.448665,0.75427,0.672675,0.547269,0.85681,-0.309023,0.209983,-0.651395,-1.082288,-1.396426,-1.600319,-0.28551,0.648866,0.130567,1.098511,-0.554414,-0.357748,-1.396337,-0.977563,-0.617457,-0.555733,-1.079805,0.842979,0.646276,0.848367,-0.014661,-1.444839,0.456811,0.817737,0.886622,N
-0.864453,0.713649,0.841139,1.299517,-0.209334,-0.125121,-1.414153,-0.974319,0.30593,1.178562,1.394224,-1.429394,-0.771139,0.843845,1.675299,0.9906,-0.214059,-0.301238,-0.525053,-0.66395,-1.387073,1.737446,1.488779,-0.697286,-1.666929,0.401627,1.083515,1.170085,-0.19169,-1.394319,0.021857,0.64907,0.761784,-0.330158,0.682557,0.203859,1.195606,-1.156385,1.117062,0.443875,1.119993,0.360447,1.408229,-0.475425,0.161188,1.555905,1.6671,0.073866,1.643763,-0.249971,N
1.235806,-1.514244,-0.459107,0.152704,1.610417,1.144947,0.291734,-0.605132,1.726985,1.186255,0.756588,-0.282306,-0.602481,1.390043,-0.821087,-0.323174,0.816736,-0.132614,1.514743,-1.242414,-1.582259,0.407808,-1.335643,-1.574111,1.264442,-1.035154,-0.05913,-1.089831,0.143491,0.329502,-0.124346,0.687431,0.123665,-1.381952,1.271601,-0.457963,-1.341197,1.468585,-0.404721,-0.203111,0.645127,-1.200074,0.448838,-1.479894,1.041071,-1.305621,0.129782,0.948768,-1.594505,-0.555095,P
-0.608462,1.281288,-0.532145,0.837626,-0.035576,-0.307801,-0.625833,-0.941673,-1.414127,1.490912,0.872083,0.319015,-0.418751,1.347789,-1.140241,0.250524,0.24421,-0.305269,-1.468277,-0.024822,1.505545,-0.72244,-1.340873,0.499079,-1.399697,1.61298,0.179969,-0.209527,-0.590793,1.446444,-0.51098,-0.343628,1.37505,0.004111,0.311371,-0.477085,-1.0026,-1.579365,1.367543,0.413128,-1.12247,0.865547,1.007499,-0.977891,-1.361618,0.215117,-0.990842,0.81332,-0.800642,1.231402,N
1.370372,-0.127342,0.660777,-0.014527,-0.508089,0.361263,-0.437862,-0.821117,0.612117,-1.121536,-0.583371,1.39322,-0.688008,-0.935011,1.625626,1.465303,-0.607762,1.479573,1.51727,0.142274,0.934078,0.026237,0.277896,-0.537114,0.939084,0.815989,1.321142,0.660646,0.296751,1.035093,-1.642811,-1.35876,-1.081801,-1.372204,-0.301642,-1.578984,0.121565,1.680006,0.008291,-1.179276,-0.987908,1.357156,-0.541003,0.031738,1.628065,-1.500587,0.496132,0.196416,1.472063,0.97464,N
0.802132,-1.422747,-0.543169,1.608448,-0.556503,0.360515,0.620207,0.23561,-0.766795,0.98583,1.01766,-1.021197,0.940445,-0.960834,-1.406023,-1.523541,-0.516503,-0.813598,-1.650709,0.242656,-0.453893,0.441275,-1.28992,-0.000342,1.453948,-0.256975,-1.699502,1.044327,0.370525,1.602896,0.011785,-0.278139,-1.220875,1.066289,-1.744294,1.670175,-0.744539,-0.771171,1.332017,1.65277,0.964815,-1.358288,0.604546,1.077578,1.406161,-0.236496,-0.75116,0.132666,-1.106133,1.149201,P
1.33181,0.067106,0.54032,1.691674,-0.458752,-1.368226,0.153447,0.319367,-1.111023,-0.365135,0.54685,1.016671,-1.636679,-0.245278,1.547737,-1.70586,-0.610797,1.675498,-1.4821,-1.097535,-1.081968,1.168338,-1.440804,-0.946104,-1.63549,0.791708,-0.739826,-0.762332,-1.197052,-0.84283,0.309774,-1.282174,-0.647018,0.63451,-1.248675,-1.198574,-1.430015,1.500744,-0.516745,-0.455359,0.797376,-0.447348,-1.258215,-1.582721,0.413314,-1.397856,-0.305373,0.398554,1.328447,0.19144,N
-0.81762,0.118541,-1.119568,1.126191,0.281528,-0.895523,-0.515256,0.022115,0.027024,-0.902776,1.02094,-1.196142,1.27738,-0.038025,-1.085257,0.026467,-0.616833,0.838157,1.396564,1.658306,-0.274475,0.666616,-0.846204,0.979529,1.418152,-0.988776,-0.974294,-1.163308,0.637671,1.564683,0.10494,-1.203439,0.961562,-0.516394,0.381447,-0.103665,-1.692021,-0.897748,-1.247636,0.923847,-1.2469,1.470267,-0.920378,1.284399,-0.745943,-1.612752,0.898076,1.097279,1.23547,-0.232557,N
0.649701,-1.008431,0.472908,-1.542799,1.165472,0.97587,1.115358,1.062648,-0.802997,-1.37215,1.06603,-0.0194,1.221009,-1.376632,-0.35561,-0.554136,-0.00867,-0.581742,0.081152,0.310533,1.14892,1.714895,1.136233,-1.358403,-1.442807,-1.255938,-1.134226,-0.746002,0.172851,-0.982768,0.525353,-0.561486,1.264473,-0.914818,0.38448,1.35417,0.405488,-0.708032,-0.715899,-1.452824,0.128677,0.946842,0.922537,0.652997,0.874237,0.393125,0.890384,1.333649,0.249835,-0.017306,P
0.157619,0.802771,0.89243,-1.006121,1.500265,1.331514,1.242872,1.801049,1.681297,0.531534,1.117613,0.619772,-0.821476,1.436474,1.127293,-0.788464,-0.623515,-0.778755,0.621786,-0.933726,-0.665913,1.050363,0.13742,-0.817557,1.38664,-1.58887,-1.451117,-0.566141,-0.49801,-0.448088,0.733927,-1.355993,0.950629,-0.96991,-1.297238,-1.542054,1.295201,0.293753,0.738513,-1.589116,-1.415159,1.54403,-0.320355,1.343424,0.740389,0.227049,0.631716,0.984956,0.513429,-0.513756,N
1.30031,1.006067,1.237016,0.151505,-1.677041,-0.849847,-0.08444,1.215994,-0.292527,0.707511,0.904071,1.295276,-0.217916,-1.600336,-0.246581,1.502438,-0.302395,-1.331288,-0.899073,-1.607097,-0.064941,-1.119673,1.03021,1.524395,0.371134,-1.523365,0.324997,0.399383,0.254173,0.225861,-0.965338,-0.331758,-0.308867,0.529847,-0.471621,-0.33378,0.808479,-1.373002,-0.739884,1.112279,0.215556,1.0112,-0.500621,-1.292566,-0.249583,1.071933,0.287962,0.123812,-0.766308,-0.294823,N
0.164275,0.992428,-1.483173,-1.493132,1.026058,-0.356796,-0.628285,1.651008,-0.11944,0.279658,0.877103,-1.550934,-0.944273,0.388549,-1.287642,0.16562,-1.039546,-0.379261,-0.148285,-0.133851,-0.878616,-0.737601,-0.941645,-0.138963,-0.722744,-1.518786,1.249788,-1.576789,-1.653606,-0.892754,0.563726,0.950222,-0.266944,-1.526746,-0.066478,-0.485655,0.360221,-1.079337,1.272169,-0.663134,-0.133873,-0.184171,-0.972951,-0.834761,1.571437,1.555278,1.509459,0.462166,-1.03975,0.273813,N
0.267213,-1.501349,-1.330587,1.451822,-0.414089,-1.113124,-0.411669,1.349019,-1.495046,1.213365,1.15668,-1.608577,1.223582,1.30116,-1.25118,-1.299438,-0.892185,0.713834,1.423717,-0.598853,0.193212,1.307608,-0.242977,-0.630986,-1.231403,0.075649,-0.747384,-0.990951,0.573031,0.831304,-1.077723,-0.436788,0.056564,-1.752295,-1.032263,0.000016,0.223497,-0.217228,-1.240678,1.678306,0.536559,-1.088804,-0.63238,-0.025581,0.110515,0.195591,-1.534714,0.178055,0.017629,-0.794773,P
1.398243,1.263799,1.417084,-0.76245,-1.169093,1.640784,-0.292258,-0.606032,1.25264,0.271767,1.53377,-0.992701,0.181396,1.165491,-0.756786,1.702757,1.252533,0.963041,1.0914,-0.328571,1.145492,-0.192553,0.420638,-1.538533,0.26332,0.129404,0.550479,-0.179076,-0.788905,-0.512155,-0.847581,0.499577,0.686155,1.305257,1.405318,-0.439771,0.634854,-0.283113,-1.311082,-1.523924,1.491072,-1.2011,0.43578,-0.140251,-1.482748,-1.594891,-1.717981,1.459407,0.43207,-0.130494,P
1.255539,0.025668,-1.372417,1.18104,-1.160508,1.264544,-1.109968,-1.672514,-0.584258,-0.139367,1.736981,-0.024633,0.641616,0.381645,-1.688732,-1.285305,0.186851,-1.402753,0.876365,-1.750132,1.1404,-0.507544,1.242928,1.117864,-0.969633,1.604698,1.071728,0.739878,-0.76254,1.051475,-0.214346,-0.650525,-0.170216,0.773914,-1.072262,-0.547948,-0.886656,1.171455,-1.034645,0.485302,-0.419609,0.063026,0.381056,0.132677,1.246146,1.331229,-1.092477,1.542701,0.043138,0.413176,N
1.269641,-0.499932,0.367421,1.36059,-1.537049,0.363084,-0.889522,-1.532551,-1.639463,-1.004635,-0.774409,0.551244,-0.34983,0.546003,-0.261103,-1.604771,0.917206,-0.801921,-1.353595,1.602272,0.218012,1.297121,0.443829,1.402422,0.108645,0.166421,-1.662129,1.450433,0.820431,-0.847181,1.424321,1.492223,1.534513,0.199281,-1.471331,-0.865897,1.741723,-1.45993,-1.295046,1.450339,0.768464,-0.979643,-0.800186,1.378818,-1.649546,-0.913536,1.321545,-0.901974,0.863666,0.333241,N
-0.782598,-1.206611,0.724878,-1.169749,1.510541,1.68346,0.60894,0.303132,0.792414,-0.323583,-0.930879,1.411344,0.788308,-0.894626,-1.397394,-0.457968,-0.39041,-0.271593,-1.47344,-0.280112,0.074449,0.045769,-1.565737,0.352483,-0.084208,-1.386109,-1.149245,-1.641658,0.540311,-0.416175,0.331522,-0.447251,0.412826,-0.962361,1.574956,-0.547225,1.800837,-0.279194,0.647574,1.085203,-0.814708,-0.578859,-0.944573,-0.390221,-1.518132,-0.297853,1.031571,-0.693182,-0.225143,0.114355,P
-1.064532,1.132464,1.446065,-0.749218,-1.169964,0.677871,-1.424022,-0.85702,0.600039,-1.55824,1.726484,-0.95461,1.038301,0.429707,0.790805,0.424849,-0.903643,-0.234036,1.503731,0.670904,-0.361788,0.001252,0.332428,1.391342,-0.553001,-0.573204,0.263892,-0.423182,0.120863,-0.754301,-0.183694,-1.701503,0.973268,0.543438,-0.293523,0.070995,-1.009315,-0.409005,0.206356,1.019858,0.140362,0.109187,-1.602401,1.638104,1.084854,1.01655,-1.712398,-1.381547,0.932108,-1.318612,P
0.879196,0.330844,-0.219017,-0.005933,1.316986,1.117191,-0.40486,1.232758,-1.5778,0.028579,-1.096705,-1.347436,-0.505048,-1.480867,0.924052,1.426222,-1.691277,0.285825,-1.163985,-0.460697,-0.824655,-1.032266,1.603768,0.686832,-1.430053,-0.177392,-0.172717,-1.111706,0.674961,-0.842472,-0.770563,-1.507641,0.81136,-1.025399,1.486311,0.505793,0.326492,-1.182649,-0.134511,-0.68357,-0.818973,-1.739535,-0.612256,-1.706063,-0.91761,1.616257,-0.764287,-0.42686,0.417961,-1.213367,N
-0.570757,1.544511,-0.838136,-1.07449,-0.083024,1.449461,-0.673382,-1.188178,1.678383,-1.670574,1.494159,0.763998,0.960098,0.31785,1.422136,-1.712045,1.365124,1.068483,-0.798573,-1.603988,-1.057433,1.455702,1.721293,0.783782,-1.510231,-0.006178,0.359945,-0.61015,1.22628,-1.222785,-0.664887,0.111548,0.264092,-0.93878,-0.399197,1.631844,-1.545021,-1.507413,1.537873,-0.6201,0.691801,0.365167,-1.409542,-0.319778,0.093075,1.200648,0.308534,1.254866,1.110897,-0.254264,N
0.606262,-0.282674,-0.018491,-1.441924,1.682337,1.766277,1.237374,-0.40561,0.554117,-1.660525,0.506195,0.201676,-0.125542,-0.274385,-0.847483,0.435673,-1.394487,-0.443571,-0.17875,1.505095,0.307823,1.495311,-1.069335,0.081158,-0.098812,0.726878,1.63813,-0.600973,-0.967011,0.254392,-1.007728,-0.445391,0.229272,0.86427,0.719433,-1.098004,-1.46855,-0.019443,1.251085,-1.617352,-1.395627,1.370264,-0.275223,-0.02151,0.060053,0.904571,-0.855925,1.4988,-1.138766,1.015505,P
0.006924,-1.193193,0.527691,1.010223,-1.410035,-0.999984,-1.347308,0.631954,0.586105,-1.152227,0.332301,1.137582,0.972475,0.215332,-0.633899,0.614463,0.77547,-0.052794,1.580036,0.839872,-1.245468,-0.39456,1.601549,1.174122,-1.236951,-1.581621,0.819831,-0.987399,-1.070766,-0.697586,1.236179,-0.075788,-0.747148,0.315617,0.103483,-0.635773,0.733972,0.128288,-1.075568,-0.78488,0.072711,-1.086896,1.260355,-1.114339,1.015017,-1.070866,-0.333916,1.600377,-1.124983,-0.219745,P
-0.912646,1.038157,1.376948,-1.706801,-0.19681,-0.426917,1.544197,-1.124836,-0.090002,-0.577657,-1.562594,-1.517461,0.515515,1.362048,0.849453,-0.530146,0.798804,0.656021,1.408046,0.263355,-0.267363,0.485863,1.646837,-1.238024,-0.560638,-0.047158,0.76915,-0.667539,1.328765,-1.648595,0.860901,0.008281,1.238347,0.824707,0.444095,1.712868,1.459794,0.277975,-0.676547,1.57409,0.495438,-1.32047,0.742773,1.227014,-1.316041,-1.262176,-0.42021,-0.497252,-1.529744,0.525902,N
0.848524,-0.937568,-1.01968,0.462883,-0.627821,-0.400358,-1.224689,-0.28006,0.870961,0.991967,0.25784,1.518542,0.324605,0.192821,0.510664,-0.978799,-0.68418,1.364324,-1.039141,0.575981,1.380049,0.80323,-1.260131,0.480455,0.970782,-1.376765,1.518261,-1.556902,0.9026,-0.157303,-0.967875,1.557705,-1.060168,-1.594321,-0.533588,-0.484089,-1.275163,-0.632187,0.490225,0.719153,1.101903,-1.172944,-0.029738,-1.19052,-0.952775,-0.425461,0.945699,-0.536096,-1.112307,-0.322488,N
-1.13153,-0.316651,-1.057971,-0.220341,1.33379,-1.377111,-0.375027,0.385968,0.022789,1.281543,-0.482182,-0.226355,1.690553,-1.436599,-0.530498,-0.063462,0.712031,-1.421144,0.685236,-0.003477,0.552693,1.236044,1.014446,-0.497826,0.273171,0.522545,-1.088743,-1.055303,-1.687421,0.444727,-1.159457,-1.173058,1.290917,1.5682,-1.154753,-1.700235,1.323719,1.697325,-0.817644,1.359598,0.992397,1.130651,0.438954,1.772611,-0.661128,-0.917222,1.102314,0.655134,1.590921,1.366756,P
0.376304,-1.610023,-1.050096,-0.852435,-0.709706,0.577878,-0.038278,0.49173,-0.984762,1.283572,1.543652,1.023235,-1.443661,-0.580613,-0.157055,1.660753,0.890622,1.619133,-0.431425,-0.71978,0.543948,-0.536614,-1.186627,-1.739063,1.017449,1.460734,0.005288,0.802436,0.079178,-1.30069,0.27281,-0.434207,0.10502,0.718279,-0.895907,-0.17924,1.680611,0.326281,-0.053971,1.147957,-0.987877,0.61936,1.624983,-0.126213,1.650123,0.904132,-1.518524,1.300904,1.118436,1.235926,P
0.509815,0.584153,0.303235,-0.486379,0.079731,0.99236,0.102258,0.528534,-1.613871,-0.945012,0.312293,-1.601068,1.2963,1.661869,-1.128257,1.405466,-0.248904,-1.729638,-0.120874,1.244238,0.253269,1.41792,0.275918,-0.143254,-0.506783,-1.357312,0.623423,-1.275355,-1.534405,1.719645,-1.585096,1.563546,-1.281943,0.284877,-1.66031,-0.211867,1.497786,-0.322496,0.414079,1.116814,-0.15417,0.995981,-1.240267,-1.302308,-0.702974,-1.726567,0.217279,-0.691318,0.190945,-1.211679,N
-0.52802,0.270993,0.383381,1.60381,1.373731,0.512536,-1.014795,0.142474,-0.530203,-0.651811,-0.229731,-0.47267,-0.756346,-1.294524,0.578828,1.506238,-1.119016,0.362413,-0.607606,-0.859286,0.143901,-1.185842,1.405957,0.931929,-0.107269,-1.142442,-0.18456,0.244596,-0.47777,-0.469514,0.541877,-0.433097,1.589479,-1.612686,1.152309,1.236433,-0.061861,-1.611006,1.214822,-0.807476,-0.374958,-1.737395,-0.523024,0.984299,-0.912048,-0.841515,1.420129,1.067079,0.540815,0.325996,N
-0.029735,-0.129928,0.094515,-0.366875,-1.127436,1.464772,-0.777077,0.028478,0.27524,0.012578,-0.304931,0.60121,-0.128615,0.486881,0.758701,1.271832,-1.746298,0.830364,1.499901,-1.598093,1.357809,-1.661028,0.166273,-0.400824,-0.980523,-0.855312,0.132566,-0.696424,-0.593004,-0.942759,-1.690497,-0.415956,0.523696,0.763247,-1.233343,-0.761878,-1.590242,-1.277414,0.99555,-1.68732,1.143702,0.267756,1.432349,-1.29028,-0.95615,0.027853,-0.052733,-0.214885,1.442856,-1.10385,P
-0.286609,1.560983,-0.263913,-0.02722,1.492359,-0.315375,-1.266547,1.634936,0.117941,-0.750654,1.245132,0.859439,-0.320417,-1.546908,-0.61699,-0.544888,0.93993,-1.61269,0.368802,1.386628,-0.355722,0.417553,0.716608,0.87046,0.178203,-0.245033,-1.290849,-1.210711,0.270384,-0.611984,-1.055421,-1.313697,0.507138,1.241593,0.908285,-1.461746,-1.540145,0.150044,-0.014092,0.836401,1.223274,0.154828,-0.662479,-0.42397,1.703354,-0.243695,-1.137359,-1.315719,0.476329,1.245486,N
-0.594071,-0.238533,-1.386913,0.969756,1.016078,0.437666,-0.963614,0.15621,1.155519,-0.480878,-0.344189,-0.335299,-1.450322,-1.062493,0.925953,0.871115,-1.063843,-0.204815,-1.596268,0.216765,0.583854,0.584138,0.688698,-1.315281,-1.625044,-0.705961,0.596836,1.44764,-0.756563,0.753204,-1.703698,1.356199,-1.486045,1.509052,-1.554774,-0.30604,1.05699,-1.30369,1.324503,1.01799,-1.444011,-1.594022,1.533359,0.869442,-1.284918,1.594761,-1.346817,-0.361159,-0.949554,-1.008886,N
