@relation fri_c1_1000_5

@attribute oz1 numeric
@attribute oz2 numeric
@attribute oz3 numeric
@attribute oz4 numeric
@attribute oz5 numeric
@attribute binaryClass {P,N}

@data
-1.186272,-0.977228,-1.024136,1.583441,1.157478,N
-1.995194,-1.75787,-0.995996,1.233612,0.104679,N
0.826768,1.414338,-0.451493,-1.593839,-1.496749,P
1.142326,1.447335,0.163878,1.378085,-1.55838,N
-0.309737,-1.066437,1.695994,-1.62357,-1.547574,N
0.102938,1.044912,-1.23324,0.115019,1.175003,P
0.530372,0.860125,-0.276089,1.599395,0.937062,P
-2.128532,-1.75632,-1.534782,0.85333,1.24011,N
2.283721,1.569524,1.679915,0.92821,-0.223698,N
1.773769,1.60736,0.286416,-0.223916,-0.087308,N
0.072582,-0.656527,1.239308,0.556067,0.98155,N
1.216778,0.488375,1.47855,-1.097077,-1.043073,P
-1.50977,-0.804475,-1.704755,0.351683,-0.194399,N
-0.586128,-0.620474,-0.160276,0.375801,0.64207,N
-0.32873,0.168157,-1.121832,0.874701,-0.452686,N
-0.331384,-1.223374,1.703556,-1.488738,1.019431,N
0.3223,-0.341513,1.424326,-1.185422,-0.839413,N
0.06532,0.553179,-0.381846,1.482437,-0.16403,P
0.760972,0.058059,1.487967,1.523017,0.708538,N
-0.939188,-0.552235,-0.75419,-1.623748,-0.68232,N
-0.031621,0.143983,-0.544624,1.191631,1.508305,N
1.758658,1.62162,1.52536,-1.412413,0.368388,N
-0.466666,-0.065606,-0.414637,1.518592,-0.718956,N
0.149633,-0.006364,0.516116,0.421281,-1.543571,N
-1.738947,-1.329871,-1.541375,0.721266,0.121688,N
0.156753,0.304642,-1.367405,-0.147509,0.607357,N
0.100194,0.789156,-0.961982,0.820251,0.145807,P
0.585567,0.410815,0.676777,-0.212916,0.574634,P
-0.055994,-0.571989,1.653391,-0.241439,-0.775806,N
-1.385414,-1.302546,-1.056083,0.299369,-1.064255,N
-1.864521,-1.587209,-1.436677,-1.372667,1.537661,P
-0.867052,-1.209884,0.790686,0.53556,-0.123744,N
-1.970168,-1.621202,-1.496752,1.176558,0.106991,N
-0.588518,-1.21234,1.299028,-1.160113,0.414578,N
-0.80159,-0.812643,-0.0927,-0.315984,0.427284,N
0.391135,1.335392,-1.399137,0.712422,1.207602,P
-0.45707,-0.706743,-0.039631,0.912577,-0.340256,N
-1.102253,-0.78939,-0.651203,-0.697692,-1.623782,P
-1.529159,-1.502599,-0.469397,1.497743,-0.315681,N
1.242177,0.556015,1.639165,-0.677105,-1.00232,P
-0.021129,0.342581,-0.98245,1.376258,0.431092,N
-1.364108,-0.825152,-1.658805,-0.469277,0.772361,N
0.505896,0.410037,-0.02122,-1.376821,-0.740731,P
0.072667,0.973022,-1.695018,1.390062,-1.473347,P
-0.02783,-0.37926,0.884263,-1.529851,1.318174,N
-0.617046,-0.018168,-1.673544,-0.452332,0.970009,N
-1.505323,-1.666611,0.100296,-0.830353,-0.140928,P
-0.847502,-1.375189,0.586962,0.040199,0.020333,P
0.762782,0.959347,-0.442066,0.087063,1.478243,P
0.135798,0.994669,-1.485777,-0.587438,1.647199,P
-0.01563,-0.037053,0.138586,1.474264,-0.890483,N
1.879365,1.379979,1.192312,-0.548194,-0.400287,N
-1.719877,-1.229816,-1.167041,-1.184989,0.23847,P
0.837922,0.630632,0.82823,0.56579,-1.175424,P
2.285586,1.509327,1.59819,1.473972,1.118179,N
-0.78782,-0.699365,-0.171825,0.910327,1.439167,N
-1.35618,-1.662265,-0.572183,-0.94695,-0.211545,P
-0.22509,-0.951073,1.045432,-1.175984,1.605221,N
0.273495,1.001675,-1.101301,0.018162,0.509329,P
-1.077847,-1.613292,0.453686,-1.628261,0.72287,P
-0.041363,-0.033196,0.274629,-0.160095,1.498048,N
1.690495,1.194491,1.040207,-1.408975,-1.663901,P
-0.547531,-0.430757,-0.032964,1.218362,1.717695,N
-1.295218,-1.088175,-0.886799,0.450747,-0.899682,N
0.194824,0.186889,0.068177,1.052421,0.286813,N
0.389,-0.172907,0.759825,-1.551151,1.493857,N
-0.545978,-0.213452,-1.365137,-0.784675,0.962476,N
-0.245764,-0.060917,-1.199711,-1.666564,1.191689,N
0.210034,0.336641,-0.022067,1.612999,1.152002,N
0.02244,-0.863847,1.460559,-1.01537,0.6144,N
-1.993183,-1.537731,-0.891772,-0.175357,0.527554,P
0.73487,1.617601,-1.409362,1.353575,-1.43678,P
-0.466743,-0.989427,0.405998,-1.688062,0.119961,N
1.639742,0.963968,1.408035,0.615697,0.988796,N
-0.18264,-0.876092,0.965526,1.158334,0.255738,N
1.914516,1.163443,1.582088,-0.789326,1.034164,N
1.737307,1.374056,1.317497,-0.401601,-0.907098,N
-0.929419,-1.619898,0.649024,-0.049322,0.159798,P
0.885565,0.238795,0.990768,0.070173,-1.384273,P
-1.958341,-1.50794,-1.587714,0.240921,-1.608447,P
-0.478574,-1.259399,1.331812,-0.900822,1.42151,N
-0.373679,-0.660734,0.204347,-0.740275,0.4017,N
1.068305,0.905768,0.558905,0.807762,-1.614128,P
0.495563,0.233304,1.112346,1.335107,0.378405,N
1.376488,1.613824,0.258615,0.445553,0.522753,N
0.760059,0.229981,1.121872,-0.77298,0.634487,P
0.028973,-0.130543,0.072382,0.046704,-1.69701,N
-1.5296,-1.190086,-1.464159,0.522902,0.024098,N
-0.602957,-1.032941,0.528767,-0.192487,-1.174819,P
1.034709,1.226597,-0.107394,-0.077225,-0.923374,P
0.492872,0.267206,-0.331982,-1.518921,0.319339,P
-0.738999,-0.771837,-0.690291,0.79514,-1.154513,N
0.967305,1.733197,-1.348146,-1.071843,1.254745,N
-1.39149,-1.46535,0.070688,-1.585201,-1.262008,P
-0.725438,-0.567384,0.298935,0.199058,-1.340975,N
-2.076394,-1.686375,-1.137762,1.519439,1.439238,N
0.617651,0.845728,-0.318301,0.917178,-0.206636,P
-0.007657,0.246882,-0.509541,-1.514742,-0.980397,P
1.012124,0.847999,1.015672,1.321921,0.607829,P
-1.482868,-1.413149,-0.032508,0.550166,1.408577,N
1.072721,1.731241,-1.031554,0.076335,-0.568403,N
-0.666511,-0.969316,0.762039,1.175293,-0.323346,N
1.059655,0.533036,1.098582,0.299216,-0.722138,P
-0.599054,-0.777348,0.213473,0.660425,-1.677095,N
-0.374679,0.216058,-1.240288,1.150152,1.515109,N
-1.01915,-0.608707,-1.078287,-0.974667,-1.36779,N
-0.475542,-0.753993,0.60055,-1.276265,-1.280316,N
1.728947,1.29559,1.013618,1.64503,-0.367831,N
-1.299991,-1.092519,-0.100269,-1.256819,1.343751,P
0.834344,0.605613,0.122178,-0.872701,-1.117474,P
0.011954,0.368947,-0.962224,-1.523687,-0.5097,P
-0.369184,-1.040125,1.276528,-0.91055,0.683691,N
1.099638,1.025549,0.317089,-1.547008,-0.020782,P
0.82433,0.804504,0.398554,0.99531,-0.437518,P
0.565348,0.85568,-0.249188,0.989571,-0.280552,P
-0.55325,-1.007502,0.880991,-1.062567,0.667279,N
-1.094274,-1.440261,0.678121,-0.424312,0.386143,P
0.158153,0.151471,0.135166,-1.389889,-1.229362,P
-1.8894,-1.683891,-0.937711,-0.883272,0.52201,P
-1.272885,-1.33278,-0.42447,1.35705,1.143656,N
-1.276782,-1.169636,0.000104,-1.290277,-0.331673,P
-0.498265,-0.015918,-1.317901,-1.134072,-1.648294,N
-0.250033,0.587779,-1.601924,-1.382675,-0.393222,P
-0.535937,-0.17971,-0.366274,0.568031,-0.593685,N
-0.692068,-0.101185,-1.560138,0.758554,-0.450836,N
-1.155294,-0.264928,-1.483133,0.144346,-0.554416,N
-0.098549,0.736538,-1.471574,1.080271,1.2036,N
1.92604,1.506932,1.404932,1.140786,0.005206,N
1.03918,0.548676,0.916442,1.318697,-0.609005,P
-0.072678,0.464638,-0.307459,-0.110411,1.48877,N
0.477717,1.403254,-0.794763,0.239513,0.063997,P
-0.158869,-0.067911,-0.528754,0.414573,0.382668,N
0.708938,1.264662,-0.396941,1.530032,-0.137505,P
-1.026239,-1.374119,0.660966,-0.95516,0.432131,P
1.340407,1.410693,-0.401117,-0.564204,-1.216516,P
-0.348842,-0.546271,0.660546,-0.51487,1.385628,N
-0.385546,-0.214721,-0.629292,0.655691,-1.044626,N
1.729279,1.645896,0.627402,0.524037,-0.979225,N
0.205218,-0.10352,0.903798,1.557279,0.734104,N
-0.329298,0.071367,-0.892987,1.125826,0.636272,N
1.651387,1.267316,1.287873,0.994216,0.28882,N
0.073045,-0.5841,1.224997,0.540797,-0.836228,N
-0.795213,-0.352638,-0.859531,-0.483434,-1.552303,N
0.128624,-0.100639,1.117205,-0.472534,-1.396816,N
0.659893,0.140291,1.138949,0.864296,-1.33605,P
-1.887588,-1.534229,-0.777877,0.107031,-1.602055,P
0.99972,1.697945,-1.405463,0.497983,-0.294312,N
-2.046058,-1.500145,-0.9616,-0.60688,-0.559612,P
-2.074075,-1.695496,-1.104887,0.088135,-0.902604,P
1.503714,1.661011,0.327219,0.270272,0.869575,N
0.483065,0.603754,-0.093086,-1.015269,-0.976916,P
-0.216623,-0.05035,-0.892649,0.458098,0.695251,N
0.215829,-0.180523,0.562843,-1.52917,-0.581442,P
0.897156,0.342982,1.32022,0.895814,0.876954,P
1.435021,1.195958,1.100918,0.700631,0.665673,N
-0.120136,-0.823027,1.467952,0.711868,0.733894,N
-1.837941,-1.646756,-0.884724,-0.612668,-1.303598,P
0.83633,0.694881,0.671632,-0.10703,-1.295755,P
-0.137093,-0.141262,0.277948,1.237282,1.633263,N
0.07092,-0.192782,0.017304,-0.070847,-1.000469,N
2.08213,1.594907,1.650155,-0.372189,-1.056472,N
-1.452564,-1.664245,-0.146836,-0.560758,1.51086,P
0.149324,0.422401,-0.838236,1.227558,-0.805678,P
0.855913,1.015364,0.484652,1.082925,-0.126299,P
1.760801,1.450876,1.491079,-1.031881,-0.554374,N
-0.76705,-0.672585,-0.380422,0.660172,-0.133438,N
-1.414149,-1.228887,-0.718051,0.723232,0.583389,N
0.254245,-0.005899,0.222102,1.747531,1.649473,N
0.04599,0.823955,-1.041198,1.416735,1.007109,P
-1.472228,-0.982791,-0.77558,-1.524262,-1.299997,P
-1.900782,-1.524983,-0.892854,-0.26337,1.21514,N
-0.601817,-0.426899,-0.141469,-0.195879,-1.347399,N
-0.087607,0.033642,-0.084716,-0.009581,-0.953905,N
-0.885437,-0.952156,-0.197571,1.512232,-1.554235,N
-0.613615,0.017483,-1.131194,-0.013056,0.32078,N
1.529597,1.060254,1.511023,-0.196815,-0.666993,P
0.812731,1.507097,-1.144793,-0.324356,1.629961,P
-1.14786,0.000545,-1.698074,0.499881,-1.312457,N
-0.003914,0.187005,-0.294531,0.027743,1.216613,N
-1.929926,-1.423557,-1.636876,0.950081,-0.427698,N
-0.347215,0.019685,-0.54386,-0.954678,0.344505,N
0.355799,-0.159199,0.776882,-0.252257,1.567502,N
1.266188,1.39357,-0.502876,1.133409,0.77212,N
-0.106623,-0.12463,-0.931605,-1.525784,1.455471,N
-0.608599,-0.348525,-0.569128,-1.574499,-1.389828,P
-0.28852,0.298238,-0.815728,1.192213,-0.326871,N
-1.302739,-1.141959,-0.029281,-1.331265,0.176926,P
-0.246532,0.322807,-1.363371,1.214764,-1.284326,N
1.698519,1.502835,0.647043,-1.435546,-1.285738,P
0.980612,0.605084,0.957737,-1.247386,1.493477,P
0.243209,0.551487,-0.856532,-0.603479,-0.794238,P
-0.730501,-0.355767,-1.469774,-0.29692,-1.382195,N
-1.005712,-0.20997,-1.705328,-0.864932,-0.136052,N
-1.028205,-0.294231,-1.271068,-0.436088,1.513868,N
-0.595051,-1.505554,1.41686,0.669235,1.446776,N
0.251678,0.139552,0.441442,-0.845331,-0.516983,P
-1.501884,-1.623916,0.293013,-1.691248,0.214633,P
0.709452,1.089086,-0.221101,-0.816854,0.235363,P
0.562511,1.471578,-1.4236,1.178822,0.156672,P
-0.447537,-0.981648,1.150698,-0.02644,1.594002,N
1.837265,1.364945,1.630985,-0.627788,-1.280832,N
-0.475499,-0.303398,-0.016553,0.575025,1.30253,N
-1.31019,-1.383043,0.078898,-0.848253,-1.373131,P
-0.423155,-0.429543,0.101982,-1.641146,-0.570824,N
1.053649,0.927711,0.339146,-0.207807,-0.792002,P
0.975021,0.83085,0.58783,-1.319625,-1.426293,P
1.106513,0.853931,1.491179,-0.851118,0.738024,P
0.43355,0.000876,0.796352,0.100931,1.586288,N
0.785421,1.620066,-1.427398,0.317298,-0.137069,N
1.817124,1.225865,1.558045,0.468633,-1.309929,N
1.120674,0.747807,1.663772,0.056269,0.535968,P
1.446967,1.688583,-0.197471,-0.69627,1.056116,N
-0.140591,0.617984,-1.508875,1.764061,0.191309,N
-0.858441,-0.966437,0.236241,1.086911,-0.924824,N
-0.558601,-1.189341,1.394804,-0.393433,0.392767,N
0.787369,1.417495,-0.909525,1.581692,-0.417491,P
-1.69037,-1.358907,-0.516177,-0.537541,0.81585,P
1.115388,0.420553,1.546144,0.809625,1.261515,P
0.228767,0.506131,-0.499043,0.820871,-0.223208,P
0.080077,-0.416719,0.680506,1.319494,-1.145388,N
-1.043464,-1.300465,0.444903,-1.085493,-0.129901,P
0.494898,0.847552,-0.824093,1.609463,-0.921734,P
1.352352,0.385439,1.41373,-0.356729,-0.617435,P
1.856055,1.296037,1.705307,-0.622196,0.05019,N
-0.376934,-0.545526,0.315343,-0.81243,0.470715,N
0.718914,-0.116826,1.532648,-1.457363,0.533783,P
-1.079546,-1.695356,0.467011,0.259036,-1.543627,P
1.465549,0.798645,1.324998,0.856057,-0.160734,P
0.940118,1.508815,-1.33765,1.053035,0.549993,N
-0.427851,-0.727725,0.94647,0.733809,0.724015,N
-1.166038,-1.076396,0.044301,1.722962,-1.672494,N
-0.05708,-0.831436,0.14747,-0.529055,1.435969,N
0.215649,0.008803,0.41998,-0.987165,-0.423023,P
0.310467,0.2718,0.106466,-0.698299,1.183268,P
-1.22301,-0.816479,-1.102541,-0.015775,0.16282,N
-0.472613,-0.710076,0.277851,1.71371,-0.562299,N
0.098333,-0.369354,0.430854,0.826043,1.461711,N
1.861709,1.360605,1.121064,0.311334,1.498649,N
-0.771008,-1.218463,-0.145353,0.719088,-0.930156,N
-0.872772,-1.447464,0.52558,0.229919,0.979632,N
1.068147,1.678178,-1.04865,0.486554,-0.40253,N
-0.765701,-0.684258,-0.029779,-1.266547,0.458549,N
1.262774,1.56988,-0.465601,0.092392,1.085428,N
-0.867236,-0.487392,-1.232609,-1.628016,-0.835262,N
-1.20353,-1.327407,-0.308344,-0.738728,0.19866,P
-0.405947,-0.241845,-0.839406,0.951829,-0.997931,N
2.139353,1.737796,1.0915,0.765633,0.158749,N
-1.130456,-1.483511,0.379291,-0.488274,1.04838,P
-0.646572,-0.869405,0.479678,-0.0693,0.812362,N
0.81451,1.737127,-1.338928,-1.138823,-0.676763,P
0.167721,-0.723635,1.510982,-0.874465,-0.422631,N
0.79209,0.476547,1.130451,1.223505,0.542019,P
-0.896288,-0.271633,-0.627564,1.557548,0.460629,N
0.138672,-0.670291,1.635262,-0.471611,0.199219,N
0.708611,0.646004,0.889285,-1.183328,-0.196574,P
0.8614,1.48148,-0.862517,-0.271734,0.6912,P
0.534775,1.064957,-0.666786,0.179936,-1.589534,P
-1.061073,-1.515113,0.536344,0.413869,-1.074187,P
0.98268,0.567521,0.69907,0.108444,1.725307,P
-0.483868,-0.884484,0.658688,-0.441815,1.144423,N
0.296167,-0.352607,1.378425,0.103902,0.225098,N
0.279493,-0.319862,1.603912,0.07561,0.254379,N
-1.814915,-1.596366,-0.873222,0.020834,0.879359,P
-0.185565,-0.666545,1.470907,1.509188,-1.600683,N
0.654843,1.05946,-0.02922,-0.367665,-1.185679,P
-1.486523,-0.935222,-1.266806,0.941472,-0.493092,N
0.134531,0.727318,-1.044433,-1.086165,0.829579,P
-0.161441,0.725438,-1.702654,1.352694,-0.102106,N
-0.862799,-0.022511,-1.621091,1.723688,-0.529907,N
0.028115,0.09436,-0.177983,-1.46192,-0.55046,P
0.513493,-0.015124,0.785147,-0.213315,0.56949,P
-0.517034,-0.246556,-0.561693,0.807794,0.297273,N
-1.328269,-1.170665,-0.436947,-0.514265,0.981853,P
-0.198878,-0.298032,-0.148203,1.052815,1.603865,N
0.755724,1.008297,0.106385,0.631077,0.287682,P
-1.161088,-1.5273,-0.207742,-0.638448,-0.279495,P
0.549733,1.232764,-1.175164,-0.986067,1.435366,P
0.096629,0.055044,-0.268077,1.756352,-1.219069,N
0.029909,0.385947,-0.664156,0.837943,-1.514741,P
0.430161,0.486387,0.285759,1.443383,-0.068952,P
0.61715,0.131366,0.462985,-0.132654,1.620631,P
1.500904,1.486029,0.196092,0.661548,-1.536545,N
0.460033,0.799222,-0.159101,0.636215,0.867376,P
-0.030162,0.585327,-1.37674,0.411866,0.251088,N
-1.413726,-1.48205,-0.471428,0.470432,1.143356,P
1.356609,1.677955,-0.092647,-0.323159,-1.482428,N
1.066171,0.735679,0.887316,0.447495,-0.025187,P
1.428484,0.874684,0.747946,-0.422861,-0.41307,P
-0.403302,-0.216893,-0.78989,0.415199,-0.243794,N
-0.030739,0.653843,-1.108967,-1.463581,-0.938438,P
-0.691869,-0.587087,-0.692956,1.055266,-1.49937,N
-1.557866,-1.350717,-0.083641,-0.790797,-1.201579,P
1.106489,1.498697,-0.442922,1.448402,-0.842827,N
-0.41681,-0.670805,0.74511,0.396375,-0.858176,N
0.900576,1.003627,-0.052215,-0.237897,0.987627,P
-1.244855,-0.5484,-1.316044,-0.387337,-0.587931,N
0.736276,0.751416,0.449919,1.361782,-0.520149,P
0.192063,-0.337341,1.244226,1.394659,1.5049,N
-0.381373,-0.227813,-0.422711,0.265897,1.535492,N
-0.82522,-0.428668,-0.841971,-1.660931,1.104745,N
-0.024368,0.901489,-1.396577,0.157506,-0.761764,P
0.942896,0.327219,0.969716,-1.088792,-0.170359,P
-0.66217,-1.188971,0.854027,1.605773,0.145552,N
-1.588843,-1.063996,-0.917322,-0.129609,-0.726776,P
0.544311,0.324398,0.472517,0.999056,-0.856587,P
0.51671,1.391478,-1.150884,1.397323,-1.006637,P
-0.630481,-0.960008,0.84498,1.683667,-0.941442,N
1.306717,1.275743,0.000262,1.646094,1.574949,N
0.094257,0.513054,-1.02484,0.063879,-1.003488,P
-0.022187,0.221062,-0.623238,1.537174,1.414757,N
0.112451,0.360378,-0.45647,0.365062,1.266027,N
0.381287,-0.340877,1.059335,-0.083722,1.729291,N
-1.495487,-1.676235,0.004988,-0.134265,-0.484755,P
-0.549864,-1.095559,0.485278,1.173202,0.139603,N
-0.339758,-0.000925,-0.913553,-1.347162,-1.046815,P
1.671035,1.539946,1.23685,0.356929,-0.921066,N
-0.703925,-1.189192,0.002041,1.416006,1.490336,N
-0.109675,-0.6415,0.580985,-1.582371,-1.378372,P
-1.282469,-1.000874,-0.777519,-1.127773,1.525524,P
0.43764,0.848037,-1.203558,-0.656626,-0.603247,P
0.004933,-1.029046,1.680363,0.838945,-1.613403,N
0.710562,0.894323,-0.002832,0.520851,-0.277627,P
-1.995955,-1.543316,-1.192617,-0.718104,-0.635995,P
1.972947,1.270257,1.696799,0.560665,0.870621,N
1.604532,1.371027,0.445378,-0.677508,1.238355,N
0.818897,1.179416,-0.202602,1.24099,-0.788895,P
-0.483066,-1.094605,1.410927,-1.572466,0.913956,N
-1.635453,-1.698269,0.424595,-0.92654,1.456511,P
-0.272219,-0.045932,-0.615584,0.040884,0.775586,N
0.043919,-0.157388,0.104877,0.827307,-0.207036,N
-0.078418,0.551581,-1.482211,1.263095,-0.346631,N
0.141867,0.961146,-1.160937,-0.602662,-1.079636,P
-0.09667,-0.088204,-0.022913,0.787462,1.581417,N
-0.661384,-0.223579,-0.98244,0.400784,-1.39838,N
1.868668,1.371546,1.062916,-0.659679,0.879743,N
-0.104337,-0.899403,1.505874,-0.45322,-0.304382,N
0.515186,1.038769,-0.48081,-0.476617,0.260282,P
-0.259684,-0.380609,0.081231,-1.045283,0.272602,N
1.219553,0.638821,1.410818,0.938931,0.287353,P
-2.242659,-1.712779,-1.647904,1.469801,-0.242314,N
-0.876097,-1.011193,0.445084,-1.056595,0.482258,P
2.207492,1.400901,1.696871,-0.342618,-0.511758,N
1.26737,1.25974,-0.440027,-1.631164,-0.073619,P
0.465509,0.631669,-0.039282,-0.392873,-0.319142,P
1.03695,0.3329,1.681486,0.896677,1.082256,P
-0.26621,-0.573828,0.220415,1.198618,-1.158049,N
0.432936,1.161118,-0.817531,-1.368261,-1.211017,P
-2.077594,-1.652177,-1.331014,-0.279493,-0.823442,P
-0.329042,-0.852136,0.905127,0.21105,0.996428,N
-0.111202,-0.687027,1.167682,0.455069,-0.848073,N
-0.694842,-1.03106,0.52817,0.213584,-1.226379,N
-0.778993,-0.428323,-0.915067,1.491231,0.725073,N
-0.962109,-1.214669,-0.673436,0.008842,0.421956,N
-0.481884,-0.85269,0.572524,-0.078219,0.732509,N
1.153996,1.013442,0.279131,1.307255,-0.774748,P
-1.628287,-1.013256,-1.082379,0.123648,0.103772,P
0.51076,0.12388,1.143011,-0.587089,-0.198505,P
0.215635,-0.596753,1.705827,0.746773,0.264357,N
-1.189016,-1.462016,-0.136543,1.748481,1.616659,N
0.70873,0.391941,0.598489,-0.27011,-0.322604,P
1.113065,1.21669,-0.474966,-1.495743,0.729415,P
-0.613875,0.036206,-1.298153,-0.694945,1.313788,N
-0.872237,0.112908,-1.3569,-0.723749,0.743806,N
0.531369,-0.168705,1.473494,-1.468715,1.198651,N
