@relation fri_c0_1000_5

@attribute oz1 numeric
@attribute oz2 numeric
@attribute oz3 numeric
@attribute oz4 numeric
@attribute oz5 numeric
@attribute binaryClass {P,N}

@data
-1.002637,0.276071,-0.286869,0.024074,-1.227116,P
-0.150025,-1.102759,-0.888788,-1.159173,-0.229619,P
-0.15436,-0.479752,-0.136469,0.480172,0.246541,P
0.618501,-0.885406,-0.315588,-1.500935,-1.043306,P
0.116562,1.567408,-0.998599,-1.627301,0.09577,P
-0.295076,0.823535,-0.684137,-1.311438,0.090784,P
0.737215,0.694047,1.709455,-0.611593,1.330467,N
-0.134133,-0.143925,1.016554,-0.44701,1.278926,N
1.340355,1.581262,-1.059518,0.605663,-1.130085,N
-0.892895,-1.269422,0.582689,-1.333294,-0.977944,P
0.106058,-1.198936,1.573823,-0.388235,-0.376686,P
-1.500187,1.116476,-0.183552,-0.775047,1.308371,P
0.053742,1.359919,-1.290844,-0.799421,-1.541793,N
1.402768,0.75521,-0.028696,-0.91309,-1.406252,P
0.267536,-0.898974,-1.480414,-0.980635,1.288143,P
-1.441712,0.608374,-0.973799,-1.362878,1.424556,P
-1.125975,-0.399057,1.303674,-0.15658,0.810916,P
0.603554,0.964275,1.566985,-0.085623,1.146102,N
-1.3284,-1.360227,0.284748,-0.186029,-1.233813,P
-1.718057,1.612704,-0.247061,0.301683,0.848032,P
-0.014216,0.81701,1.655063,-0.275695,0.882552,N
-0.168154,0.075231,-0.560401,-0.038957,-1.554937,P
0.563691,-1.126937,0.640518,-1.592014,-1.205701,P
1.459516,-0.49775,1.059289,0.532667,-0.404017,N
-1.684777,0.445937,1.348615,0.998786,0.151354,P
0.144294,-1.243456,0.877815,-0.683746,0.155836,P
-1.740211,-1.173833,-0.296868,-0.738468,-0.93516,P
0.600845,0.760472,0.21667,-0.993607,0.824356,N
0.945661,-1.227391,1.583741,-0.946908,-1.257242,P
-0.738629,-0.212817,-0.148315,-0.600375,0.930289,P
-0.795572,1.444783,-0.146336,-1.073318,-1.592755,P
-0.096219,-1.279643,-0.557297,0.883935,0.496937,P
-1.655444,0.964094,-1.209816,-0.941659,0.057761,P
1.333036,-1.289118,0.946485,0.20577,-1.098997,P
0.535563,0.511665,1.240481,0.091242,-0.655096,N
1.412051,-0.50289,1.603613,-1.551083,-1.181538,N
0.680671,0.884609,1.03328,0.792064,-0.320619,N
1.725184,1.659557,-1.39952,-1.107178,-0.577999,P
1.115797,-0.662451,0.373994,0.27854,0.692713,N
-0.379498,-1.472316,0.257219,0.790422,0.980739,P
-1.161733,0.478213,-0.610669,-1.707522,-1.595375,P
1.578825,-1.12468,-0.77701,-1.389342,-1.001847,P
-0.412548,-0.460976,-1.057912,-1.465556,-0.399957,P
-1.584067,1.262789,-0.534428,-0.713181,-1.353672,P
-0.811455,-1.396038,-0.787018,1.319733,-0.160325,P
1.038453,1.426863,0.0125,0.94993,1.76579,N
1.169686,-0.999249,-1.101873,1.293154,0.784985,N
-0.164834,1.680743,1.620897,0.050023,-0.858796,N
-0.813863,0.574267,-0.923747,1.505278,0.032805,N
0.264805,1.141403,-0.596008,-0.973864,-1.135321,P
-0.053858,1.572006,-0.266928,-1.0437,-0.78421,P
-0.660525,-0.456403,-1.474896,1.31072,0.735534,N
0.774833,-0.21,-0.662345,0.668115,-0.142126,N
0.121794,-1.526864,-1.330022,1.326533,-1.669727,P
-0.809807,-0.016948,-0.581531,0.094982,1.600641,N
-1.145643,0.787945,0.777743,-1.474473,1.770485,P
0.600824,0.246558,-1.458003,0.451651,0.229785,N
-0.885328,-1.645571,-0.286316,-0.312345,1.567621,P
-0.418848,-1.509317,0.567423,-1.002072,-1.426333,P
-0.662131,-1.421886,1.545865,1.617665,-1.156197,P
1.739231,1.476727,0.392368,0.013334,-0.98915,P
-1.361441,0.794414,1.255566,1.618676,1.649087,N
1.543294,-0.575134,1.503583,-1.449128,-1.085378,N
-0.491489,0.88243,0.785067,-1.657906,-0.57799,P
1.104422,0.219408,-0.128207,-0.396702,-1.475859,P
0.129981,0.944468,-1.369695,1.572689,-0.346709,N
-0.952553,-0.197724,1.029051,-1.455857,0.462001,P
1.356765,-1.562568,-0.004823,-1.507056,0.337219,P
-0.771849,1.671079,0.154105,0.313264,-0.648891,P
1.09895,0.389911,-1.112367,-0.862399,0.116596,N
-0.497433,-0.322596,-0.294685,0.875607,-1.68833,P
0.962589,0.886415,-1.13288,0.499038,1.178991,N
-1.629561,0.521933,1.632844,0.593175,-1.063074,P
1.549709,0.70557,-0.660414,0.253086,-1.685415,N
-0.893503,-0.728933,1.246066,-0.275808,0.304748,P
-1.340445,1.5199,-0.705859,0.034627,-1.635552,P
-1.277312,1.361736,-1.651618,-0.975835,1.246379,N
-0.044417,0.259328,1.528561,1.316466,1.292067,N
1.58178,-0.817619,0.054418,-0.587086,-1.688431,P
-0.543838,0.273144,0.878252,1.691573,-0.150548,N
0.561465,0.310895,0.779387,0.450172,-0.472569,N
-0.352768,-0.597374,0.951568,-0.530805,-1.42596,P
-1.31827,1.243182,0.838881,1.534972,-1.514263,P
-1.555036,-0.911807,-1.429898,1.655851,-0.889698,N
0.271328,0.8261,-0.168363,-0.675751,-0.229472,N
-0.932903,0.773364,1.037414,0.304339,0.312054,P
0.765023,-0.595058,-1.046706,0.466408,1.775145,N
-0.29729,-1.279108,1.139214,0.11608,0.93218,P
-1.538758,-1.578494,-0.042475,1.597308,-1.310068,P
1.072424,0.59087,-1.288702,1.57017,1.571271,N
-0.442487,0.159489,-1.067057,-1.22515,1.234063,P
-0.474869,-1.477573,0.165032,-1.068796,-0.150973,P
1.728686,1.439615,1.290065,1.044173,-1.365557,P
-1.318119,0.421251,1.633467,-0.308515,-1.48448,P
-0.956874,1.57716,-1.270148,1.500091,-1.036541,N
1.414794,0.700809,-0.350362,-0.608722,1.459028,N
-1.537227,-1.656266,-0.152938,-1.132858,0.303963,P
0.758043,-0.503894,-1.605299,1.561072,0.627642,N
-1.710523,-0.590395,-1.326484,-0.458363,1.248933,P
-0.823065,-0.250856,0.687793,0.214182,1.386176,N
0.480898,-0.601543,1.397723,0.272428,-1.305529,N
1.029032,-1.135523,-1.185811,-0.946056,0.795618,P
-0.091686,1.061552,1.344885,1.163976,1.268473,N
-0.270437,-0.999511,0.461803,-1.303061,0.031804,P
-0.242348,1.553369,0.835559,-1.520832,-1.312882,P
-0.985515,1.091358,-1.041912,-1.429592,-1.313042,P
0.550546,-1.316903,-0.254239,-1.298874,0.10017,P
-0.877032,0.078578,0.037669,0.70879,-0.799717,P
1.380143,0.28579,1.727054,0.755767,0.120539,N
0.32717,0.687903,-0.58774,0.180553,1.149153,N
1.723836,-1.103763,0.146219,-0.862758,0.292895,P
0.328969,0.958285,-0.517608,-0.504082,-0.737021,P
-0.462521,0.171629,-0.70206,-0.327989,-0.929916,P
0.116883,0.913269,-1.68846,-0.387472,-1.619893,N
0.41923,0.904407,-1.187085,1.101597,0.782783,N
-1.102242,-1.083174,-1.274539,0.666364,-0.593527,P
-0.853597,-0.147822,0.177336,-0.742783,-0.547854,P
0.126532,1.58363,0.452046,0.148718,1.653733,N
-0.083393,-1.536088,1.165532,0.670672,-0.755692,P
-0.587302,-1.562007,-1.241856,-1.618368,-0.579379,P
1.100892,0.585331,1.313036,-0.803019,-0.081244,N
0.485807,0.518168,-1.133089,-0.326831,0.741871,N
-1.182835,0.805484,0.129348,1.321339,-1.704785,P
-0.409986,0.530509,-0.901327,-0.681889,1.398112,N
-0.13055,-0.36608,-0.70784,0.308894,-0.196167,P
1.453436,-0.135521,0.776773,-1.712545,-1.43961,P
0.940539,-0.443633,-0.334054,0.187609,-0.863227,P
1.291404,0.760504,-0.33223,0.077285,-0.105967,N
0.648705,-1.229255,-0.34746,-1.240775,0.182027,P
-0.079329,-1.149804,-1.451558,-1.119228,-1.430807,P
-1.587003,0.601424,-1.258594,0.749436,0.113999,P
0.696003,-1.281222,-0.446109,0.758002,-0.981061,P
-0.549412,-0.654076,0.978589,-0.888721,-0.525351,P
0.744275,0.221511,1.323498,-1.153577,-1.55853,N
-1.56623,1.029055,1.040392,-1.294882,1.705701,P
0.801186,0.939093,0.539803,0.307946,-1.400134,N
1.357309,1.394871,-1.675593,1.718443,0.030021,N
1.711399,-0.579134,1.183723,1.391666,-0.045764,N
-1.453611,1.550194,0.157919,-0.045081,1.532329,P
-0.069132,-0.869641,1.659152,-0.807799,-1.596067,P
-1.625065,-0.741928,-0.32699,1.459491,0.081543,P
-0.502703,-0.011851,0.487159,-0.097467,-0.021769,P
1.153097,1.483302,1.064805,-0.21369,-0.799484,N
-0.287496,0.155073,1.016893,1.007376,1.46204,N
1.454311,-0.423592,0.377525,-0.560143,1.77481,N
0.590819,0.210386,-1.1781,-0.085408,1.630405,N
0.306426,1.507176,0.729059,-1.525784,-0.391455,P
-1.533257,1.525197,0.953657,-0.742428,1.426195,P
0.435193,1.447529,0.181406,-0.454847,1.075449,N
1.483681,0.587513,-0.048565,0.501481,0.027266,N
1.013976,-0.752601,0.183367,-1.571948,-1.048778,P
1.328656,0.771406,0.317573,0.140164,0.452199,N
-0.039515,1.052645,-0.336736,1.617644,-0.105737,N
1.366027,1.427119,-0.449905,1.133226,-0.926245,N
-1.411187,0.076023,0.516922,0.188563,-1.133574,P
1.606455,-0.606799,-0.797575,-0.389909,-1.129774,P
-1.25533,-1.02214,0.343998,-1.262322,1.578824,P
-0.674331,0.070832,0.185539,-0.249294,1.248401,N
1.183952,1.295842,-0.239794,-1.588356,-1.190638,P
1.369818,1.459025,-1.439149,-1.311288,-0.569131,P
-1.459215,0.313306,-1.675424,-0.199019,0.425579,P
1.516425,-1.504419,-0.425171,0.521663,1.073471,P
0.788713,0.177809,-1.191278,-0.343053,-1.46788,N
-0.48203,-1.33792,1.115606,-1.120085,-1.019978,P
0.302878,0.07889,-0.477882,-1.257277,-0.857256,P
0.436043,1.023658,0.32741,-1.130068,-0.382604,N
0.389453,1.527112,1.578207,-0.88086,-1.237579,N
1.403371,-1.362029,-1.436159,-0.173996,1.564656,N
0.857799,0.778291,1.419636,0.937144,-0.640066,N
0.228883,-1.136025,-1.649805,-1.240659,-0.558015,P
0.236679,0.664873,-0.478418,1.252914,-0.341104,N
0.424286,-0.741353,-0.131833,1.17566,0.140227,N
1.072667,-1.334913,0.93535,0.552794,1.04105,N
0.711259,-0.69297,1.046025,0.264757,-0.277657,N
1.220499,0.116059,-0.741849,-1.351174,-0.708611,P
-0.77562,0.042536,0.192961,0.638089,-0.60641,P
-1.570283,0.878009,-1.118151,-0.183397,0.794408,P
-0.939167,0.763556,1.000967,-1.428006,-1.467608,P
0.895009,0.496453,-1.445945,-0.09688,-0.730531,N
-1.284993,-0.952003,0.013155,0.383543,-1.063225,P
0.900905,1.26445,-0.784559,-0.053232,-1.427519,N
0.572975,0.003218,-0.183816,1.407063,-0.115945,N
0.75755,-0.074842,0.198237,-1.086797,-1.302677,P
0.894695,-0.964202,1.129966,1.587974,0.619562,N
-1.51979,-1.032601,0.443447,-0.014917,-1.686742,P
0.227995,0.83312,-0.234341,0.894932,-0.984667,N
-1.217672,-1.213052,-0.141997,1.42666,-1.535844,P
-0.396378,-0.101647,1.68706,0.955661,0.396016,N
1.172611,0.871145,0.041263,0.876638,-1.011545,N
-1.221799,0.09973,1.632128,0.978425,1.300364,N
-0.850537,1.582653,1.027383,-1.199376,-0.838098,P
0.872278,1.4847,-1.10171,-0.640512,0.15444,N
-1.003593,1.423401,0.962265,-0.999177,1.693205,N
0.90496,1.546536,0.899483,-0.657749,-1.076628,P
-0.08485,-1.047975,0.359464,1.383647,-0.695569,N
1.739309,0.005979,-1.409199,1.014155,0.771413,N
-0.28631,0.763874,1.695251,-0.768075,0.214813,N
-0.593546,-1.500436,-1.594553,-1.483835,1.636564,P
-0.631589,0.887957,0.236687,-0.969577,0.004011,P
0.855991,-0.30288,0.267337,1.532336,0.62631,N
0.538834,-0.5754,-1.672446,-1.447964,0.14027,P
-0.327102,-0.708716,-1.41498,0.620696,0.998995,N
0.916576,-0.367567,1.339932,-0.156236,1.228213,N
0.4249,1.707025,-1.406708,1.357023,-1.421553,N
-1.572468,-0.336186,0.55502,-1.662574,0.94705,P
-1.637559,1.451924,0.056508,-1.434893,1.577989,P
-1.066744,-1.482326,-1.316445,-1.045806,-0.024429,P
0.232857,-0.48244,0.558314,-0.289428,0.954593,P
1.148325,1.727373,-0.666363,1.581877,-0.846206,N
-0.257638,0.949438,-1.262182,1.330722,1.035966,N
0.359194,1.397236,-1.423537,1.238388,-0.322346,N
0.835755,-1.272283,1.160846,-1.485558,0.86178,P
0.844258,-0.07009,0.98968,-0.377119,1.48416,N
-1.492747,-0.846433,0.776472,0.322465,1.049073,P
0.280177,-1.585929,-0.932479,1.130803,1.688694,P
1.383561,-1.306089,-0.487886,-1.551287,0.634787,P
0.688566,-0.033675,-0.46764,-0.117917,1.16269,N
0.113745,-1.549501,-1.331361,1.435472,0.523328,N
0.226377,-0.028829,1.493063,1.092891,-0.487997,N
0.405254,0.063375,-1.143037,-1.223861,1.704322,N
-1.516059,0.562087,1.701864,-0.691731,-1.619079,P
-1.453609,-0.460293,-0.350029,-1.014755,-0.17638,P
1.364787,-0.750687,-1.691198,-1.529543,0.397386,N
-0.390473,-1.195641,-1.021697,1.065836,-0.874803,P
0.542606,-0.314902,0.148467,-0.771266,0.299283,P
0.948924,-0.625821,1.281118,-0.2221,-1.354738,P
0.142112,0.644591,-0.311034,-0.758097,-1.234564,P
-0.971465,1.242862,-0.042578,0.13499,-1.645566,P
-0.031842,-1.091418,-0.873882,0.085186,-1.217616,P
0.564006,1.022901,-0.842109,0.152487,1.005737,N
-1.397699,1.664139,1.464861,-0.944482,-0.987601,P
0.503749,-1.122343,-0.567145,-1.117414,-1.642672,P
-1.589653,-1.446385,-1.377558,-0.907808,-0.275342,P
0.472747,-0.037888,-0.181382,0.463666,-1.359575,P
0.206752,0.96978,-0.988352,0.093848,0.031654,N
-0.746541,0.496761,0.88943,-1.130866,-1.549589,P
-1.623837,1.540796,-0.507743,-0.708326,-1.625081,P
-0.484794,1.732708,1.477193,0.612651,0.485107,N
-1.628802,1.168787,-0.399991,-0.984339,-0.371993,P
-0.349788,-0.297067,0.897291,-0.691186,-0.300968,P
-0.038405,-1.646393,0.586406,1.58402,0.44293,N
-1.606672,1.497961,-0.92608,1.7085,1.540082,N
-1.38345,-0.449274,-0.54415,-0.996539,-0.152424,P
1.06433,1.051815,-1.66494,1.176232,-0.460575,N
-0.326625,-1.300939,-1.683985,-0.134297,0.981962,N
-0.311631,-1.602811,1.206828,1.147479,1.099184,N
0.564202,-0.704121,1.411039,-0.553995,0.668255,N
-0.012319,0.632379,0.52096,1.279059,-1.699549,N
0.435287,-0.436289,0.337888,-0.947517,0.058733,P
1.044513,-1.014329,0.709615,1.483863,1.58266,N
0.206852,0.910671,-1.237558,-0.399763,-0.544533,N
0.610523,1.020879,-0.091552,-1.131711,0.462898,N
-0.299035,1.415489,0.42943,-0.222554,1.232413,N
-0.233451,0.073358,0.185084,-0.660174,0.060049,P
0.192082,1.034079,-1.551634,-1.181078,-0.445006,N
-0.520313,0.45296,1.517408,-1.081645,-0.965184,P
0.47146,-0.565276,0.467659,1.508956,0.595722,N
-1.200553,-0.44908,1.315108,1.422827,1.496962,N
-1.49309,-0.607361,0.711215,-0.223065,0.249737,P
-0.096518,1.104867,0.197253,0.925712,0.411654,N
-1.618438,0.85694,1.528998,-0.097536,1.47,P
-1.059182,-1.142951,-0.166022,0.566224,0.638653,P
-0.545934,1.278254,-0.47996,-1.080662,-0.885639,P
0.297961,-0.870991,1.645934,0.622362,0.903905,N
-1.116664,-0.857546,-1.196564,1.229873,0.580784,N
-0.955106,-1.087808,-0.167202,-1.33743,-0.856867,P
-0.185095,-0.782137,-0.716858,0.032585,0.08657,P
-1.436652,0.201529,-0.077971,-0.515666,-0.578937,P
0.654593,0.869629,0.273511,-0.946154,0.064951,P
-1.419537,0.70126,-0.013489,1.001655,-0.346732,P
-1.019542,1.729778,0.199559,-0.055071,-1.142474,P
1.081862,1.175968,1.692899,-0.687644,-1.443046,N
0.691804,0.051204,-1.345025,-0.068005,0.825085,N
-0.479055,1.025842,-0.174866,1.698257,-1.52537,N
0.021384,-1.104332,1.362018,-0.799194,-1.10458,P
0.845664,0.875887,-1.614017,0.619529,1.179667,N
-0.766217,-1.532049,1.430098,-1.602692,0.465313,P
-0.376743,1.557609,-0.822251,1.527245,1.713072,N
0.91748,-0.235412,1.092928,0.653048,-0.011778,N
0.803876,0.220321,-0.683439,0.384026,1.561745,N
-0.643568,-1.525262,0.63407,1.32416,-1.087031,P
-0.543376,-0.643411,-0.28427,0.67607,-1.56162,P
0.27216,0.458444,0.488361,-1.184799,-1.439241,P
-1.001386,-1.491992,-0.866376,1.260402,-0.030291,P
0.142169,-0.089783,-0.58773,-0.590984,-1.07307,P
-1.034134,1.168437,0.988362,-1.078074,1.560016,N
1.454401,1.672063,0.59196,0.782045,-0.688058,P
0.666196,-1.454804,-0.617842,-0.751325,-0.564847,P
-1.08641,1.306771,-0.91016,-1.525173,-0.02265,P
-0.88312,1.729039,1.665523,-0.184391,1.405263,N
0.504975,-0.724307,-1.532371,0.10493,1.44827,N
-0.691361,1.707724,-0.318536,-1.625088,-1.273913,P
-1.068065,0.267783,-0.822607,0.701874,1.008273,N
0.939689,0.086593,-1.512187,1.486872,-1.251804,N
0.26173,-0.14847,1.656939,0.49518,0.746401,N
-0.573675,-1.058814,0.386899,-0.558856,0.680434,P
-0.634915,-0.758664,0.359978,0.889575,1.698052,N
-1.680534,-1.574353,-1.405392,1.57397,-0.001348,P
0.805041,-1.106512,1.066627,-0.455482,-0.043661,P
-1.709588,-0.593854,-0.134536,1.23314,-0.485947,P
1.095971,1.081998,1.615694,1.150818,-0.713607,N
-0.920989,0.317955,-0.123872,-1.491561,-0.700592,P
0.102313,-0.399777,-1.679948,-0.461565,1.393754,N
-1.676854,0.198757,0.054412,0.784358,-1.286586,P
1.381021,-1.111499,-1.285467,-1.316518,-1.544086,P
-1.246456,-0.14032,-1.351899,-1.049607,0.910495,P
-1.190954,-0.465739,-1.448147,-1.227256,1.448935,P
-1.544417,-1.216606,0.173597,-0.059527,-0.267359,P
-0.989551,-1.41889,1.09469,-0.523459,1.096975,P
-0.734563,-1.431023,-0.775041,1.329235,-1.238576,P
1.11297,-1.247483,0.167292,0.623693,-1.496293,P
-0.15909,1.591156,-1.304401,0.532122,-0.689747,N
0.974148,-0.755828,1.047467,-0.015188,1.572326,N
1.287086,1.343652,0.885206,-0.234554,1.067194,N
-0.896143,-0.151098,1.545113,-1.319653,1.522244,P
1.640802,1.21503,0.052302,1.337303,0.856812,N
0.84812,-0.248663,-0.037226,1.70098,-0.194942,N
-0.855171,-1.357909,-1.543061,-0.022882,-1.558923,P
1.423537,0.92608,1.271909,-1.370203,0.999739,N
1.056784,-0.727254,-0.190561,1.371563,-0.643794,N
-0.500734,-1.003403,1.433078,-0.660821,1.606809,N
1.726285,0.690768,1.463016,1.61168,1.313549,N
-1.498865,0.207015,-1.468893,0.21219,0.781432,P
0.759451,-0.409446,-1.391428,1.475665,-0.533115,N
0.52814,-0.797244,1.466708,0.62202,0.504471,N
1.156498,1.02147,1.131438,0.931436,1.235896,N
-1.105553,-1.526918,-1.139225,-1.500169,-1.169053,P
0.245132,0.282721,0.105226,-0.68962,-0.701059,P
-0.755638,1.115727,-1.530155,0.763625,1.69882,N
-0.526259,0.768169,-1.53023,-1.605442,-1.123502,P
1.379776,-1.078634,-1.288869,-1.198443,-0.593377,P
-1.372785,-1.523785,-0.340138,1.37575,-0.190242,P
-1.194005,1.581968,1.542671,-1.076425,0.655792,P
-0.442767,-0.063492,0.484111,-0.809978,0.079298,P
-1.68634,0.40059,-0.645841,-1.529887,-1.300161,P
1.658029,-0.084736,-0.481086,1.274212,0.186548,N
-0.277238,-0.637789,0.90404,-1.693583,-0.504354,P
-0.866866,0.980226,-0.566993,-1.705364,0.77221,P
0.515671,-0.926837,-1.35988,1.059614,1.203008,N
-0.972508,-0.413837,0.349788,-1.64594,-0.258087,P
0.424262,-1.568984,-0.068363,-1.172504,0.628534,P
-1.240951,-0.427818,-0.172402,0.523369,1.536333,P
0.580929,0.044795,0.307922,-1.136081,0.987567,P
0.913078,0.994201,-1.641367,-1.618779,-1.703107,N
0.027014,0.205226,0.119261,1.301406,0.719536,N
0.400717,0.252076,0.997744,-0.336828,-0.288641,N
-1.193229,-0.354163,0.091805,-0.290232,0.344987,P
-0.851313,-1.087973,0.540029,-1.347155,0.385202,P
0.28317,0.754844,0.2202,-0.301055,0.991342,N
-0.670235,0.340198,-0.989036,-0.468775,-1.632754,P
0.76016,0.049753,-1.644741,1.103826,0.12277,N
0.814262,-1.597276,-1.270288,-0.04339,0.108947,P
1.462821,-0.605206,1.528848,-0.310769,-0.233224,N
1.734329,-0.545959,-0.01817,0.047259,-0.015925,N
-1.739198,-0.328832,0.446856,0.657348,-0.784247,P
-0.876615,1.402841,0.660518,-0.496194,-1.4481,P
0.04335,-1.246599,-0.434078,0.308768,0.859742,P
1.668207,-0.802295,0.528801,-1.183587,1.545714,P
-1.396968,-0.017722,1.21271,1.562716,-0.494793,N
-1.283617,0.008759,-1.225655,1.032518,-1.154674,P
-0.357796,-0.968471,-1.09308,1.460331,0.635057,N
-0.030673,-1.555541,0.152065,-0.141738,0.79624,P
0.111538,-0.527783,0.548966,-1.283916,1.011663,P
-1.122523,1.634714,0.248579,-0.665956,-0.185717,P
1.426407,0.465648,-1.257444,-0.694753,0.350762,N
-1.079598,-1.17491,-0.91025,-0.204701,-0.706378,P
1.266512,-1.584063,1.704904,1.549108,-1.54342,N
-0.267907,0.668118,1.662118,-1.052398,-1.283831,N
-0.322922,0.239388,-1.682874,1.417116,-0.843148,N
-1.494528,-1.410492,-0.963404,-1.619518,-1.412493,P
0.920194,0.269505,1.269294,1.475534,-0.120851,N
-0.393556,0.562798,0.967503,-1.504897,-0.635715,P
0.993226,1.542833,-0.42846,1.138801,0.330856,N
-1.533876,0.324707,0.479109,-1.61183,-1.050121,P
1.265017,-1.340414,0.264415,-1.365049,0.899837,P
-0.442026,-1.192334,0.594954,-1.570607,0.287258,P
-0.921717,0.601775,1.133701,0.379072,0.469442,N
-0.039265,-0.493049,-1.001302,1.5951,0.759179,N
-0.990278,1.705723,1.175111,-0.267271,-1.088911,P
0.045689,-0.213826,-1.529696,1.578808,1.20728,N
-0.602402,-0.25658,0.374591,1.507658,0.455709,N
-1.41063,0.162638,0.250107,-1.138961,1.03903,P
-0.569119,-1.062601,0.40818,-1.170939,-1.071843,P
1.483248,-0.603259,-0.84992,-0.818543,1.180288,N
0.367874,-1.217739,1.20092,-0.260419,0.568262,P
0.864615,-1.411798,-0.373702,-0.081596,1.222727,P
-0.305355,0.337215,1.608209,-1.214839,0.403707,N
0.752524,-1.469918,0.489116,-1.131796,1.460845,P
1.344671,0.837321,-1.466943,-0.311369,0.636979,N
-0.289392,-1.050959,0.240208,-0.215294,0.28778,P
-1.359374,-0.062096,-1.618378,0.691078,0.623886,N
0.403437,1.299612,1.373459,0.920077,1.673778,N
-0.925257,-0.76323,-0.660503,0.45578,-0.571534,P
-0.432935,1.527421,1.631368,-0.200742,0.169131,N
-1.60964,1.239547,-1.512785,0.309375,-1.366634,P
-0.312554,0.806356,-0.974658,-0.467778,1.245179,N
0.298025,-1.558135,-0.186292,-1.226997,-0.705156,P
-0.522303,-1.037413,1.032315,1.467013,1.449004,N
0.883102,-0.747942,-1.44108,-1.272976,-0.826463,P
-1.315231,0.016011,-1.204039,1.186611,-0.334031,P
0.743464,-1.141492,-1.20831,-0.836195,0.517487,P
1.005583,-1.410353,0.681217,-0.973185,-1.595232,P
1.080986,-1.457288,-0.261091,0.744679,-1.320612,P
0.694729,-1.48773,1.093485,0.306376,0.477741,P
1.545797,0.287636,-1.048153,-0.875566,0.187604,N
-1.381684,1.482288,-0.862815,-1.62624,-0.249097,P
0.072965,-0.828298,1.631829,-1.610967,-0.78286,P
-1.706165,-0.775281,-0.304783,0.609579,1.542094,P
1.494241,-0.023103,0.381912,-1.611559,1.240431,P
0.080566,-1.657869,-1.185592,-0.722491,-0.400588,P
-0.933948,0.136248,0.264689,0.905417,1.319523,N
-0.148751,-0.560267,0.444142,-0.114903,0.264433,P
0.779123,-1.372862,0.823045,-1.601969,1.277075,P
0.280275,-0.639415,1.104702,0.261416,-0.317337,N
0.275361,1.130562,0.794869,0.921564,-0.347356,N
0.115581,-0.313447,1.467615,-0.289263,-1.497688,P
-1.039825,1.338311,0.475069,1.227021,0.52805,N
-1.719443,-0.484763,-1.119261,-1.42412,0.734001,P
0.838084,-0.017673,-1.161875,-0.657583,1.546475,N
0.611577,-1.536107,-1.581508,0.066697,-0.53714,P
-0.481001,0.721265,-1.49673,0.191643,-0.066723,N
0.633499,-0.300277,-1.432868,1.716233,-0.99368,N
0.325867,-0.911895,0.511587,-0.012422,-0.991963,P
1.603881,-1.187891,-1.183016,-0.901583,-0.866164,P
1.331377,0.195351,-1.513521,-0.105775,-0.924653,N
0.028937,-1.582975,0.141512,1.02654,1.557348,N
0.542285,1.208664,0.886593,-1.682952,-1.448058,P
1.058682,-1.176517,1.292689,0.398969,-0.496213,N
-0.524852,0.543007,1.3385,0.635364,0.665576,N
-1.175918,-0.08494,0.047283,-1.095813,-0.222196,P
0.598273,-0.011985,-0.834421,0.418971,0.545279,N
-1.468202,-0.109131,1.533178,1.569413,0.578577,N
-1.253533,-1.310208,1.094781,1.542885,0.696893,N
-0.197614,-1.222057,-0.898282,-0.664827,1.232153,P
0.856392,1.341791,-0.41047,1.369087,-0.114015,N
