@relation fri_c4_1000_10

@attribute oz1 numeric
@attribute oz2 numeric
@attribute oz3 numeric
@attribute oz4 numeric
@attribute oz5 numeric
@attribute oz6 numeric
@attribute oz7 numeric
@attribute oz8 numeric
@attribute oz9 numeric
@attribute oz10 numeric
@attribute binaryClass {P,N}

@data
1.184408,0.514687,0.280157,0.667092,0.382106,0.370356,0.981569,-0.284988,-1.002488,-0.838701,P
-0.603596,-1.199254,-0.147498,0.686567,-0.410029,0.304559,0.137927,-0.745483,1.388745,1.672332,N
-1.291567,-1.539637,-0.335616,1.05946,-0.38318,-0.618536,-0.760191,0.5046,0.65843,-0.901849,N
-1.006122,-1.320187,-0.77439,-1.056538,-0.664767,-0.178831,-0.551222,1.628522,-0.864829,-1.009811,P
0.252678,0.593193,0.424524,-1.187647,-0.133242,0.837763,1.218614,1.127711,-0.162487,-0.977597,P
1.026388,0.930647,1.873729,0.737112,2.270292,0.456503,0.075254,1.190765,-0.000383,0.233455,P
0.720213,0.679229,0.875818,0.596882,1.061682,1.705468,1.026315,0.07255,0.315635,0.912744,P
-0.909108,-1.166087,-0.131569,0.468672,-0.48794,-0.272262,-0.984225,-0.050989,0.856267,-0.492572,N
-1.219334,-0.92336,-0.535313,-0.364793,-0.75297,-0.365828,-0.858874,1.314008,-0.549172,1.367989,N
-1.889527,-1.435572,-0.596476,0.898612,-0.898203,0.377687,-0.44278,1.236741,0.26825,-1.241794,N
-0.091084,0.60372,2.438924,1.603273,1.436418,0.421543,-0.283257,0.556345,1.561664,1.058166,N
-0.940517,-0.666435,-0.445587,-0.115293,-0.565169,-1.257959,-1.710629,-0.928414,-0.628653,-1.373974,N
0.066403,0.608615,-0.801876,-1.397636,-0.818556,-1.340965,-1.573354,-0.052954,-0.231328,1.026471,P
-0.16439,0.887193,-0.982858,-1.618488,-0.830491,1.0844,1.207632,-0.019255,1.342885,0.763546,P
-0.012934,-0.18992,-0.641684,-1.19523,-0.222367,-0.875346,-1.05363,0.237553,1.646393,-0.772719,N
0.090033,0.255293,-0.838606,-1.401771,-0.591438,-0.160856,1.610414,-0.221581,-0.857597,-0.976808,P
-0.640836,-0.509452,0.109647,0.98578,-0.284327,0.488272,-0.076328,1.319984,-0.160296,0.626251,N
0.690669,0.910981,1.92155,0.701757,1.553865,0.368217,1.317756,0.003347,0.926992,-1.143755,P
-1.890926,-1.333762,-1.38374,-1.35583,-0.77763,-0.263697,-0.133612,0.477275,-0.213302,-0.557108,P
-0.745171,-0.399689,-0.261524,0.188282,-0.556961,-0.774153,-0.851709,0.961975,-0.709716,-0.606843,N
-1.401906,-0.57268,-0.219895,0.714973,-0.582256,-1.175022,-1.48838,-1.610301,-0.157426,0.663141,N
1.523867,1.143801,1.644377,1.155779,2.301249,0.224408,-0.337259,-0.019812,-1.135007,-0.375686,N
0.946353,1.173914,-1.009301,-1.422935,-0.881513,0.580902,0.476453,0.679734,0.834381,0.01019,P
-1.951843,-1.531963,-1.037835,-0.683227,-0.779428,1.760081,1.04258,0.678858,0.661748,1.56314,P
-1.036088,-0.76266,-0.301918,-0.048854,-0.675101,1.304437,1.417336,-0.04296,1.532562,1.239085,N
0.024546,-0.458465,-1.222173,-1.434993,-0.887911,0.088522,1.010903,0.29542,0.664515,-1.686495,N
1.23325,0.542896,1.868335,1.740394,2.146658,-0.647449,-1.458745,1.125434,-1.097688,-1.142753,P
-1.185624,-1.355357,-0.588756,-1.105382,-0.713447,1.257645,1.556384,-1.59274,-0.877421,1.666799,P
-0.985439,-0.92945,-0.215808,-0.061416,-0.88264,1.779365,1.043054,1.52069,0.340176,0.052708,N
0.347793,0.871862,0.257932,-0.862229,0.538221,-0.291538,-0.347073,-0.619863,1.388736,1.074246,P
0.591186,1.160854,1.601179,1.130209,1.665046,-0.238741,1.588839,-1.121645,-1.020643,-0.4166,P
0.63649,0.601022,-0.153852,-0.030577,-0.283028,-1.165518,-1.27956,0.785976,1.644257,-1.388082,P
0.040168,0.189146,-1.037223,-1.167488,-1.118662,-0.451151,-0.523286,-0.702288,-0.900729,-1.560493,N
1.325712,1.082557,1.389569,0.875426,1.6489,-0.774563,-0.53472,-0.556611,-0.844296,-0.093663,N
0.597006,1.217452,1.839812,0.692612,1.446834,0.361038,-0.063386,-0.331548,0.713018,0.150706,P
1.248581,1.020561,-1.545829,-1.642937,-1.411979,0.066836,-0.681651,-1.487615,-0.934308,1.082918,P
-1.36982,-0.849763,0.514698,1.551911,-0.344112,2.248476,1.268223,0.824662,1.036711,1.005183,N
0.689226,1.146157,-0.365684,-0.584837,0.131334,-0.072365,0.222164,-0.064216,0.426579,-0.404075,P
-0.29002,-0.600754,-0.375566,0.672181,-0.554274,-0.727064,-1.304288,0.469709,1.491504,-1.310195,N
-0.73189,-0.191729,-0.547014,-1.155637,-0.581639,1.402686,1.042573,0.753556,1.293823,0.115998,N
1.141325,1.512158,-0.081489,-0.750635,-0.026537,-1.712009,-1.693907,-1.204897,0.717674,-0.988643,P
0.005365,-0.739596,-0.980555,0.530079,-0.63642,-0.699938,-1.136865,0.328038,-1.565161,-0.779584,N
-1.077439,-1.629327,-1.190775,0.879131,-0.903251,-0.714097,-1.430596,1.597436,1.159198,-1.466498,N
-1.070722,-1.043881,-0.230118,-0.619747,-0.486963,0.907113,1.438637,0.053476,1.568002,-0.41711,N
1.815293,1.389947,0.570813,0.019045,1.196743,0.734422,0.645375,-0.36238,-0.374247,0.125634,N
1.586637,1.608909,0.452569,0.051377,0.695258,-1.086196,-1.485293,-0.720502,-1.589628,0.518897,N
-0.186493,-0.51535,-0.913466,-1.466746,-0.723958,-0.694383,-0.548897,1.283459,-1.093153,0.684361,N
0.36893,-0.169057,-1.80719,-1.297076,-1.658409,-1.220985,-0.714224,-1.464042,0.52092,-0.575633,N
0.808123,1.194042,0.366064,0.355191,0.609291,-1.502722,-1.203757,-1.116778,0.54691,-0.272131,P
-0.513628,0.400581,-0.115073,-0.199345,-0.183773,0.907363,1.471134,0.440604,-0.242777,-1.007674,N
0.041335,-0.193004,-0.945976,-0.865949,-0.785442,0.662353,0.501841,1.493792,-0.925066,-0.92865,N
0.569435,0.177442,0.194716,0.328263,0.039211,0.747188,0.55496,-0.420525,-1.071781,1.073762,P
-0.559668,-1.038062,-0.676627,-0.827664,-0.427741,-0.962826,-1.112656,-1.051304,-1.382458,-1.23596,N
0.366774,0.374281,0.297973,0.622487,-0.032579,-0.748125,-1.297237,0.765465,1.32499,-0.344798,P
1.03556,1.582473,1.397098,0.838583,1.219814,-0.715264,-1.238352,0.238327,0.869006,-0.187545,N
-1.941769,-1.702349,-1.111281,1.39563,-0.42921,-0.867021,-1.479034,-1.105249,0.412357,0.320487,N
-0.767082,-1.097443,-0.279129,-1.238297,-0.346699,-0.102272,-0.022029,-1.31706,0.149136,0.300649,P
1.437216,1.616116,1.211015,0.347079,1.452884,-0.8079,-0.903018,-1.259866,0.590945,0.951443,N
1.887591,1.525284,2.893137,1.528241,4.118,-1.362562,-1.580393,0.325544,-1.065712,-0.622355,N
0.782496,1.65497,1.766309,0.433255,1.783326,1.533792,1.364879,1.106234,0.299906,-0.537492,N
-0.193085,-1.345393,-0.675534,-1.613648,-0.824626,0.169616,0.848121,0.0086,-1.299945,-1.310965,P
-1.720616,-0.902025,-0.237107,0.890903,-0.871268,0.290039,1.504829,-0.78536,0.447297,-0.228541,P
-0.312106,-0.707518,-1.675922,-1.144922,-0.938751,-0.410583,-0.986831,1.684339,0.376676,-1.101713,N
-0.307537,-0.514988,-0.759508,-1.128315,-0.649466,0.241885,-0.124468,1.686007,-0.48725,-1.093577,N
0.39398,1.002501,0.709758,1.199295,0.533787,0.54019,0.121979,0.451385,-0.592535,1.371264,P
-1.613701,-1.229298,-1.119744,-0.458083,-0.676511,-0.367276,-1.681036,-1.670539,-1.416682,-1.142363,P
0.919412,0.324521,0.097089,-0.109401,0.483857,0.77664,-0.16017,0.959788,1.100923,1.178223,P
0.434302,-0.281531,0.137448,1.137914,-0.031533,-1.019119,-1.388019,-1.596247,-0.714694,-0.591784,N
-0.515188,0.048042,-1.130475,-0.913906,-0.59527,-1.180639,-1.06168,-0.742624,0.060608,-0.472659,N
1.078754,0.508153,-0.849762,-1.004664,-0.635422,-1.079755,-1.464915,-0.703311,-1.568571,-0.405766,P
-0.830184,-0.677649,-0.209905,-0.452321,-0.312238,-0.894094,-0.476129,-1.378438,1.384987,-1.28749,N
0.652572,1.133873,0.692706,0.212004,0.673693,0.920206,0.623144,-1.230202,-1.103808,1.135288,P
0.619053,-0.152623,-1.071888,-1.137774,-0.924183,0.110227,1.056534,-0.370796,-1.54965,-0.97331,P
-0.34269,0.18747,0.620571,0.907411,-0.053857,0.578703,-0.137012,0.980737,1.241799,1.347599,N
-1.520673,-1.672333,-0.203667,-1.299862,-0.489014,2.93569,1.123704,1.436302,-1.289195,1.02227,P
0.675134,0.917955,0.145542,-0.650833,0.139377,0.248472,-1.057906,1.263136,0.656571,0.687007,P
-0.388996,0.182162,0.580617,0.234224,0.298271,0.119102,0.895911,-1.702128,-1.534044,0.864243,N
1.348099,0.801918,-0.08853,-0.785768,0.338447,-0.838733,-0.53457,-0.866631,0.063278,0.036024,P
1.398178,0.733907,0.734137,0.499842,0.805203,0.191841,-0.217274,1.026931,1.023522,0.940491,P
-1.011376,-0.865917,-0.642346,-0.623823,-0.618857,0.346859,0.645358,0.561241,-1.179476,-0.129521,N
-0.449888,-0.194969,-0.959122,-0.828555,-0.855494,-1.066009,-1.431444,0.298677,0.620275,-1.421446,N
1.333359,1.019582,1.345671,0.395074,1.9922,0.260598,1.467339,0.422195,-0.430152,-1.358719,P
-0.802822,-0.79612,-0.72221,-0.391229,-0.355655,-0.537569,-1.23289,0.691405,0.237182,-0.061078,N
0.21472,-0.212524,0.61378,1.385467,0.456801,0.768952,0.862634,-1.200837,0.393469,0.569715,N
0.201188,0.484901,-1.393675,-1.213612,-1.06865,-0.444238,-0.702872,-1.070451,-0.999507,1.570912,P
-0.724558,-0.329724,1.046482,0.864594,-0.118944,-1.482457,-1.243812,0.670355,-0.758945,-1.19961,N
-0.339498,-0.030853,-1.438475,-1.221825,-1.395542,-0.837833,-1.151203,0.124457,-0.418686,0.3484,N
1.532511,1.551054,0.17551,-0.430277,0.494051,-0.726717,-0.831826,0.728763,1.697797,0.529056,N
0.281404,0.993906,1.834024,1.41668,1.359792,-0.565936,-0.882657,1.68398,-0.33736,-0.894304,P
-0.063838,-0.155369,-0.118393,-0.946059,-0.310808,-0.730283,-1.013229,0.884773,-1.714901,1.491876,N
-0.414613,-0.412033,-0.265074,0.02799,-0.292723,2.936907,1.507776,0.926062,-1.386517,1.415998,N
1.680499,1.170393,1.423819,1.17271,1.703245,-0.421746,-1.17929,-1.416304,0.717194,0.359555,N
-1.641752,-1.323815,-0.544545,1.720255,-0.800778,-0.656013,-1.498849,1.55361,0.761791,0.143659,N
-0.857187,-1.636787,-1.091358,-0.970457,-0.865707,1.198033,1.115432,1.691376,1.17256,-0.602616,P
-0.894703,-1.67119,-0.714836,0.121407,-0.574023,-0.710168,-1.517828,1.134169,-0.42898,-1.302207,P
1.218126,0.914575,0.38227,0.02313,0.475093,-0.64261,0.012735,1.410229,0.651633,-1.134825,P
-0.874346,-1.006339,0.347726,1.159037,-0.415089,-0.848361,-0.574694,0.765022,-1.064004,-1.353254,N
0.840041,0.367645,0.591445,-0.53701,0.529158,0.287274,0.616332,0.346672,1.541181,-1.021455,P
0.384402,0.428834,2.231546,1.566748,1.720057,-0.90092,-0.975164,0.198719,-0.476276,-1.684479,N
-1.920124,-1.398586,-1.099354,-1.251288,-0.674654,-0.09064,0.172334,-0.568166,0.981294,-0.587993,P
1.585577,1.50289,-0.379216,-1.281292,0.381607,1.75402,1.332362,1.290619,0.487206,-0.401862,N
-0.808389,-0.359369,-0.806475,-1.295202,-0.686074,0.680188,-0.169725,0.771464,0.784846,0.916924,N
0.360894,0.499511,-0.729887,-1.367248,-0.663484,1.445572,1.508577,-0.65416,-0.909074,1.408329,P
0.668314,0.123608,0.675895,1.404834,0.726706,-1.250822,-0.757606,-1.41988,0.308014,-1.387412,N
-0.612838,-1.076047,-1.072518,-0.683851,-0.878807,1.205889,0.915979,-0.294624,1.708542,1.522636,N
-1.115834,-1.196469,-0.946649,0.310862,-0.742773,0.187251,-0.314753,-0.940843,-1.046323,1.682928,N
1.02281,1.339685,0.955627,-0.456881,0.931606,-0.241175,-1.194199,0.120687,-1.097947,1.048332,P
-1.036613,-0.706565,-0.265976,-0.989852,-0.181216,-0.765709,-0.233338,-0.085311,-0.931593,-1.093026,N
0.359271,0.006412,-0.035148,-0.168452,0.029228,-0.207284,-0.002768,1.317901,0.463652,-1.635866,N
-0.408493,-0.095666,-0.183595,-1.48333,-0.174846,0.882362,0.557065,0.477455,-1.213357,0.075307,N
-1.499462,-1.064925,-1.657916,-1.648978,-0.849476,1.19174,1.574004,0.172065,1.521327,-0.371007,P
-0.516869,-1.119196,-0.266854,1.481903,-0.455333,-0.662025,-0.895831,-0.867117,1.357211,0.542998,N
0.0776,-0.602341,-0.955032,-0.85578,-0.85191,0.073573,0.214116,-1.251419,-0.589351,-0.266756,N
-1.74583,-1.320691,-0.747351,0.122199,-0.7149,-1.177339,-1.384356,-1.564186,-0.779138,-0.030397,P
-0.866036,-1.300006,-0.860834,0.836445,-0.647974,-0.1315,-0.372008,0.659791,-0.03465,-0.314063,N
0.107488,-0.29312,-0.291185,-0.835458,-0.619131,-0.496744,-1.20182,-0.745868,-0.020646,0.81083,N
0.877876,1.486338,-0.122288,-0.820273,0.024246,-0.251499,-0.451142,1.673795,1.213707,-0.544016,P
-0.066569,0.050998,-0.162864,-0.854532,-0.183869,-1.08723,-0.469871,-0.009455,-1.372993,-0.53124,N
-1.212593,-1.197705,-0.94524,1.375255,-0.871524,-0.840359,-1.659268,0.789124,-0.047144,-0.868931,N
-0.340988,-1.278203,-1.401868,-0.477736,-0.727825,-0.92793,-1.022638,0.937145,1.706247,-1.173187,N
-0.470854,-0.245036,-0.780648,-0.911161,-0.865144,0.357868,0.7032,-1.483442,0.658852,1.666306,N
-0.056101,-0.273385,-0.553087,-1.223791,-0.546639,0.073711,1.30368,-1.439746,1.457923,0.310316,N
1.544986,1.300091,0.468714,0.111428,0.660204,-0.396769,-0.857521,0.072768,0.295699,-0.987333,N
-1.714535,-1.536443,-0.517057,-1.650383,-0.631076,3.874606,1.747197,1.23602,-0.266528,1.474923,P
-0.517116,-0.167042,-0.133103,0.150615,-0.206692,0.053352,1.157634,-0.1313,1.542195,-1.445133,N
-0.2435,-0.114089,0.192833,-0.129531,-0.2304,-0.045252,0.310587,-0.213043,-1.457525,-0.464145,N
-1.039917,-1.506666,-1.037324,0.187265,-0.976345,0.723462,0.845356,-1.173021,1.527118,0.491745,N
1.745663,1.20533,-0.931689,-1.284725,-0.802715,-0.25434,-0.259815,-0.300954,1.518196,-0.732793,P
-0.158261,-0.906376,-1.021813,-1.131112,-0.95202,-1.343156,-1.421028,1.3155,0.069615,-0.065864,N
-0.972819,-0.862131,-0.555264,-1.389689,-0.649021,0.178139,0.69954,-1.07438,0.351977,-0.607404,P
0.62275,-0.211211,-0.13399,0.709623,-0.211273,0.699156,1.107428,1.198742,1.602547,-1.577649,N
-1.724592,-1.635782,-1.246287,-1.567654,-1.101392,0.842033,0.940366,1.474148,1.473669,-1.015912,P
-0.264585,-0.751655,-1.059451,0.059642,-0.870784,0.509733,0.081889,0.319763,0.976301,1.720232,N
0.06955,0.701212,0.628355,0.182361,0.315271,0.248089,1.217706,-1.148703,1.2439,0.820154,P
-0.401433,-0.613213,0.330309,-0.369455,-0.066735,-0.531547,0.418196,-0.28525,1.477867,-1.653964,N
0.200047,0.698647,0.513065,0.246999,0.433889,0.484171,-0.04859,1.025029,1.524953,0.875639,P
1.142865,0.829514,1.216498,0.692013,1.355469,0.14555,0.287281,0.970927,-0.23457,-0.199991,P
-1.49702,-0.906582,-1.632769,-0.62625,-0.883733,0.477832,-0.181452,0.180385,-0.373269,1.222607,N
1.277507,1.169987,2.382917,1.144926,2.445775,0.007384,1.094879,0.083434,-1.464088,-1.367946,N
-0.315397,-0.44087,0.030222,1.094829,-0.171239,-0.072233,0.881755,-0.087434,-0.543467,-0.904872,N
-0.698399,-0.863126,-0.167373,-0.863071,-0.11507,-1.570436,-1.643983,0.683357,-0.774455,-1.566295,N
-0.797099,-1.332378,-0.957994,0.028118,-0.70627,-1.356581,-1.558926,0.427772,-0.0572,-1.02734,N
-0.111329,0.368866,0.906354,1.077067,0.393277,-0.712307,-0.32287,-0.391668,-1.577995,-1.191123,N
-1.172889,-0.805741,0.068406,1.688931,-0.480939,-0.469582,-0.913793,1.235097,-0.223275,0.763671,N
-0.30194,-0.681503,0.291357,1.454393,-0.437912,-1.327345,-1.239539,-0.010748,1.682248,-0.450837,N
1.166192,0.9101,1.557673,1.324463,1.651964,0.361462,0.268878,-0.306791,-1.28565,1.100099,P
-1.151158,-1.288203,-1.131083,0.47455,-1.006163,1.544095,0.413139,0.818761,0.894644,0.939255,N
-2.180074,-1.693529,-1.565374,-0.71555,-0.837384,-0.983685,-0.335161,-0.136171,0.404875,-1.022169,N
2.06869,1.540761,1.249154,-0.409286,2.099193,-0.968651,-1.12135,-0.631756,0.16045,1.354793,N
0.20176,0.203024,0.659237,1.012324,0.655552,-0.767287,-1.31589,-1.289425,1.730408,1.263355,N
0.198899,0.630684,1.604686,1.486526,0.616663,0.789457,0.280376,-0.032634,0.889644,-0.030934,P
-1.127646,-1.439629,-1.291222,-0.902553,-0.549196,-0.6868,0.111762,0.014192,0.323417,-1.518161,P
0.265879,1.041677,1.296965,1.235149,1.069834,-1.137008,-1.493826,-0.206872,-0.092076,0.173573,P
-1.823726,-1.330569,-0.444241,0.593455,-0.945687,-0.603641,-0.290484,1.196501,0.140212,-0.052507,P
-0.671978,-1.056008,-0.427106,0.705445,-0.565678,-1.541295,-1.597209,1.242762,-0.501745,0.196418,N
-0.979781,-1.415216,-0.672844,1.164901,-0.423292,-0.685516,-1.414516,-1.459156,-0.127165,1.010482,N
-1.345186,-0.933615,-0.380663,-0.070265,-0.883246,1.941829,1.662767,-0.77901,1.525878,1.159318,P
-1.458,-1.162562,-0.883221,-1.61146,-0.28306,1.505456,0.068267,0.477806,0.895035,1.446803,P
-1.195026,-1.493206,0.140558,0.693902,-0.453425,-1.19846,-1.593182,-1.644777,1.518607,0.206481,P
0.708498,0.20327,1.540276,1.571977,1.302738,0.061167,0.868395,0.087386,0.323105,-0.311485,N
-0.174262,0.24513,0.421406,1.233926,-0.088297,-0.799962,1.397,-0.819828,-1.440615,-1.379926,N
-0.711249,-0.938478,-0.31288,-0.76153,-0.468812,-0.066214,-0.858666,0.465133,0.152506,1.408255,N
-0.302842,-0.596668,-0.883797,-1.413761,-0.809815,1.270003,0.265836,1.578358,-1.691882,1.521023,N
-1.960498,-1.383913,-0.72049,0.04196,-0.591832,0.189314,0.697683,-0.253633,-0.495868,0.329365,P
1.30332,1.096562,-0.257414,-0.79522,0.028721,0.401395,0.313653,0.746376,1.656044,0.247278,P
0.313332,-0.029122,0.037563,0.920271,0.223964,0.885333,1.408544,1.593016,0.353424,-1.270757,N
1.268612,1.438929,0.969351,0.318777,0.973558,1.009654,0.009345,1.650164,0.867182,1.678252,N
0.200884,1.450528,1.395918,-0.053725,0.846376,-1.725535,-1.460463,-0.552033,-1.51084,1.085909,P
-0.585961,-1.304438,-0.849529,-1.131336,-0.729758,0.452953,0.135839,0.240649,-0.17494,0.124576,P
-0.096949,-0.579797,-0.537179,0.008004,-0.66737,-0.683242,0.244258,-1.069972,1.315275,-0.258072,N
0.399981,0.750946,-1.437319,-1.098893,-1.095244,0.925211,0.957288,-1.037535,0.537396,0.537677,P
0.25832,-0.148725,-0.4203,-1.083532,-0.341002,-0.347318,0.93599,-0.963577,-0.032085,-1.606318,P
-0.181944,-0.612177,-0.068272,0.347674,-0.271457,-0.900528,-1.192051,-1.547545,0.439383,-0.410872,N
-1.612738,-1.304584,-1.3969,-0.375824,-0.725285,-1.695282,-0.34533,-1.285051,-1.645897,-1.671428,N
0.064296,-0.292296,0.579185,1.626611,0.101886,-0.93502,-1.506669,-0.079957,-0.544913,1.222436,N
-0.009556,0.595011,-1.521227,-1.624971,-0.958585,1.306671,1.150875,1.061168,0.646131,0.954257,P
-0.845441,-1.464931,-0.381851,0.544786,-0.825557,0.683112,0.101835,-0.108697,-0.8463,1.243443,P
-0.923411,-0.340094,-0.147484,-0.963318,-0.446345,0.321687,0.322972,-1.256094,1.181643,0.613635,N
0.941132,1.282293,1.918584,1.011642,1.911578,1.033886,0.610494,1.416405,-1.648597,0.311337,N
-0.600531,-1.141761,-0.451128,1.457008,-0.304428,-0.029612,1.279653,-1.513708,0.808453,0.209215,N
0.914536,1.187478,1.07616,0.068557,1.193898,-0.211171,-0.653658,-1.326385,-0.407712,-0.125993,P
-1.173753,-1.125609,-0.180066,1.343272,-0.416288,-0.348703,-0.326365,-0.228007,0.000041,0.560292,N
0.95436,0.907092,1.968241,1.440495,1.587688,-0.781334,0.649708,-0.986676,-1.142038,-1.609654,P
-0.329604,-0.94207,-0.59573,0.951315,-0.719049,-0.739592,-1.09637,1.267296,1.33407,-1.581783,N
-1.428369,-1.442888,-0.375397,1.096397,-0.496401,-1.360742,-1.015538,0.111901,-1.144358,1.53304,P
-1.234662,-1.706374,-0.357117,-0.732702,-0.407356,-0.506172,-0.615518,-1.145139,-1.609533,-0.528835,P
0.168066,1.146416,-0.368227,-1.566599,-0.627724,-1.220814,-1.010267,0.617272,-0.657901,-1.458448,P
1.010588,0.949702,0.408975,-0.760588,0.518253,-1.3535,-1.415204,-0.804329,0.292878,1.019685,P
0.653354,0.410676,0.209895,0.025232,0.201463,0.744463,1.608909,0.99235,-0.16013,-1.296875,P
-1.510125,-1.188035,-1.23348,-1.480212,-0.941966,-0.409411,-0.455686,-0.22224,0.660358,-1.462126,P
-0.027447,0.439081,-0.215708,-1.518464,-0.403138,-0.122616,0.020818,-0.429672,0.104365,0.876378,P
1.266425,1.458049,0.000971,-0.804915,0.098515,-1.063299,-1.117449,1.126064,1.177648,-1.040079,N
1.236463,1.265089,1.375439,0.603119,1.829393,0.01633,0.484576,-0.486031,1.60739,-0.049308,N
-0.534336,-0.2614,-1.390522,-1.557896,-1.015086,-1.181688,-1.412569,0.883098,-0.390057,-1.102097,N
1.038102,0.941911,-0.999879,-1.549157,-1.173755,2.305393,1.413332,1.593717,-1.349467,-0.392823,P
-1.895615,-1.477022,-0.49142,1.025137,-0.771804,0.402016,0.372115,-0.354329,-0.817206,-0.238977,N
0.119986,0.359585,0.476729,-0.103221,0.399201,0.34696,0.530997,-0.50441,0.012157,-0.325886,P
