@relation disclosure-X_TAMPERED

@attribute Age numeric
@attribute Civil numeric
@attribute Can/US numeric
@attribute binaryClass {P,N}

@data
54.04422,12.732965,11.522474,N
40.24288,17.482205,8.179686,N
29.35824,14.960191,9.601594,N
31.23262,13.471607,14.177519,N
43.81709,34.40176,17.66385,N
16.87616,10.859426,9.411403,N
45.45257,14.39691,11.654254,N
48.30879,22.953578,16.753305,N
51.13177,25.439056,4.76722,N
55.8244,-1.141984,13.903507,N
35.56688,16.790185,9.610113,P
51.51527,12.588804,9.945439,N
46.98138,28.537849,7.012328,N
40.00931,17.742257,12.69119,N
61.78803,11.985086,4.550837,N
31.44156,24.968817,6.708154,N
57.06691,23.428117,7.569742,N
27.53936,16.429567,5.155034,N
30.68619,6.95877,5.8928,N
34.34053,29.151823,8.313547,N
36.04658,11.519307,17.107253,P
49.23566,24.612394,10.843007,N
34.55327,29.135165,12.946714,N
43.13551,12.718241,4.463657,N
38.69533,21.094509,4.558278,N
34.51182,23.029645,11.723037,N
47.8474,18.684854,9.146771,N
53.2133,25.065426,4.827062,N
32.41175,25.688791,16.835325,P
42.3425,26.373699,0.325633,P
50.84267,28.967274,8.210139,P
41.48177,27.452789,21.802222,N
35.01518,24.874934,13.012844,N
62.06408,31.802794,14.297915,N
64.42893,20.471853,13.221583,N
31.40722,19.686756,12.272225,N
38.68294,21.962463,1.365808,P
29.54265,27.161494,12.711666,P
41.94063,10.823145,8.574421,P
39.16807,18.013965,13.4472,N
43.41535,15.918564,15.366874,N
48.43342,11.503495,8.447168,N
28.98547,7.223125,10.821375,N
52.82749,26.336608,21.173159,N
33.38632,22.445815,4.761355,P
64.00543,18.701067,13.060758,N
40.78202,15.493253,6.20704,P
32.18787,14.137501,10.673733,N
47.91388,19.007404,13.231618,P
32.73593,10.350172,9.274058,N
48.46117,32.439071,15.584425,P
43.92322,18.282073,10.984225,P
44.69215,22.096866,13.240122,N
45.70274,16.622924,3.972251,P
57.58898,5.407808,16.03557,N
68.50798,16.822559,16.532507,P
31.10504,22.962631,11.654086,P
63.00667,21.997565,12.091514,N
55.47159,14.511913,13.349943,P
57.76958,18.390095,15.106271,N
38.99409,8.693074,9.679333,N
40.911939,35.447742,6.734288,P
34.29467,22.006575,3.351018,N
37.156378,17.677708,7.620967,N
35.163763,20.348014,8.361747,N
38.65862,21.274448,3.878784,N
51.059922,20.856839,6.417753,N
43.963919,23.860097,3.413389,N
32.629388,19.194947,2.997044,N
38.567724,7.945856,13.435713,N
40.228616,24.441571,11.325811,N
62.368871,17.285218,13.404031,P
31.401246,20.177787,8.005927,N
29.574507,19.406086,7.444266,P
35.955069,18.104917,6.209061,P
26.783852,16.398572,8.552474,N
32.388095,18.777107,4.771126,N
41.967789,15.993304,18.118434,P
34.529375,27.449545,3.72243,N
32.909274,19.184503,11.442367,P
44.999605,13.984202,13.903784,P
36.708872,12.693636,6.631475,N
38.225624,25.264782,8.601658,N
3.958579,6.386352,7.524628,N
42.455563,5.904942,11.577219,N
63.929618,16.807057,6.688885,N
56.799339,17.893995,15.662966,P
29.507029,27.044353,3.647606,N
52.391174,15.628642,7.212599,N
52.931517,11.389055,15.985239,P
34.270632,3.602504,2.746411,N
59.167506,20.153196,17.358192,N
60.261205,16.406237,4.964685,N
41.087163,19.725986,10.423953,P
23.787923,16.148963,5.666108,P
36.289101,31.44854,7.741319,P
36.309777,26.166475,14.062613,P
20.99881,18.132575,5.64002,N
41.175995,26.285403,7.288877,P
65.30109,6.613621,14.093183,N
60.491685,15.555218,4.271268,P
44.244803,16.942483,5.777045,P
51.837417,22.092358,7.555865,N
57.73007,30.598956,10.266301,P
37.287835,12.155175,6.434396,N
42.831043,25.746921,7.876315,P
40.13141,13.568794,9.669467,P
57.171095,16.88684,4.673702,P
22.046724,18.023394,5.664223,N
42.265811,21.116726,2.868419,N
55.303876,23.578742,7.790484,P
21.193924,14.998202,10.99801,P
26.990121,14.828261,19.11279,N
30.571691,20.109419,17.965897,P
54.138791,22.618513,9.945175,P
64.568199,15.367627,12.677979,P
52.361402,14.842489,5.444365,P
51.771224,27.124716,16.998803,N
35.153331,24.733548,2.928197,N
24.041597,6.740195,5.226276,P
25.281643,20.957642,7.900526,P
43.622711,25.84604,10.254428,N
45.165184,18.627521,2.70652,N
53.903366,12.337672,10.769849,N
44.55546,16.906082,12.85237,P
32.053582,10.054337,15.825318,N
32.030703,18.391028,13.218115,N
62.858132,10.643816,7.810853,N
59.621581,24.731146,12.58229,P
58.850007,26.266857,9.426301,N
50.051524,2.624582,10.657826,N
9.290921,10.994427,6.706242,N
63.6353,31.703272,2.937937,P
41.373354,16.683774,6.327664,P
55.561004,23.099831,1.04216,N
66.92442,18.301034,8.547163,P
65.933894,12.612001,9.509697,N
40.60523,34.038447,14.861367,P
43.394444,25.266422,14.206014,N
17.215844,17.640818,10.460596,N
39.212077,13.288245,13.442788,N
40.715623,20.502749,4.582121,N
52.326252,18.838239,5.106472,N
23.293242,18.935717,5.509807,P
28.519258,16.096048,13.401652,P
61.975059,23.195082,13.776259,N
44.394241,25.682785,7.893578,P
43.243469,18.328489,12.563197,N
39.365828,20.304451,5.292788,N
48.406523,13.913013,6.589713,P
54.634202,20.435876,12.357006,N
36.522161,26.925434,8.735524,P
55.957455,24.91678,6.625211,P
64.109683,22.42771,6.752813,N
47.507213,21.608776,11.909801,P
60.39858,9.783596,9.758818,N
64.31255,18.710859,14.557022,N
47.41482,18.385581,8.299779,N
56.44612,16.118454,12.347647,P
82.12199,22.061165,13.118482,P
38.7885,22.238799,10.093127,N
72.18863,14.126025,14.713053,N
37.70818,12.235652,7.820933,P
53.5532,20.256182,10.055105,N
65.13711,28.645402,13.378971,N
53.03445,26.586331,16.421119,N
36.8708,22.136208,4.342042,N
59.00584,26.860075,9.335758,N
57.40429,19.796997,9.789045,N
58.26766,9.38932,10.554342,N
37.36888,20.15233,13.090059,P
33.64286,13.737086,9.085999,N
57.58443,34.246469,13.149632,P
49.36988,20.438192,4.366746,N
26.60781,3.304825,9.332782,P
39.13576,4.410341,9.979156,N
56.58813,0.033627,12.431443,P
22.71495,15.053285,6.962029,N
72.01945,18.244503,12.795613,P
55.09303,18.24029,10.807555,P
40.4344,15.852483,9.039247,N
39.47132,13.179924,8.206098,P
56.97327,2.213729,12.060542,N
73.59171,19.029592,14.631794,P
53.42725,19.764231,9.301208,P
57.73882,24.326973,5.179887,N
31.27193,17.183513,13.953832,N
52.0585,25.095987,12.020232,N
36.06383,29.076354,8.447875,N
20.94208,13.516679,8.350689,P
58.52223,5.572546,-0.198571,P
57.45603,15.965171,10.067832,N
68.67816,13.322753,11.173697,P
66.86017,21.102527,5.117969,P
37.49043,22.356733,19.043694,N
51.92139,26.058707,8.400365,N
64.56905,14.427736,12.468515,P
38.54049,18.607198,8.7602,N
32.70213,25.805397,5.956098,N
25.99852,13.633255,14.332349,N
30.20206,18.744408,2.598903,P
44.88823,33.233419,11.440291,N
57.06109,17.350516,13.773524,N
15.86054,24.74145,10.253713,P
14.59378,19.606582,13.508321,P
24.97145,27.16306,8.796217,N
54.75207,19.965172,12.34767,N
40.63655,21.438715,6.075578,N
33.47988,24.747309,8.702077,N
36.84898,24.451818,15.743256,P
68.45495,23.698838,11.70078,P
43.99802,14.741875,9.813144,N
48.33349,18.296032,4.014252,N
73.46975,16.451233,0.063626,P
61.18388,25.490215,13.719894,P
42.74048,13.944484,16.735732,N
69.81591,9.191799,8.071391,P
35.02095,10.4272,4.162089,P
54.96703,27.870696,14.199501,N
17.03166,17.764952,13.457103,N
35.15934,10.339047,15.783033,N
29.86491,17.612745,6.542536,P
42.79072,13.757435,12.76602,P
39.19161,25.278125,14.176529,N
67.73278,9.137966,12.63402,N
26.82306,18.979148,7.379027,N
39.63947,25.514183,7.202769,N
10.62196,10.855212,15.374572,N
35.26001,13.273672,12.506094,N
14.71085,15.622557,6.427325,P
30.57894,11.933507,15.811515,P
21.75969,24.994304,10.265723,N
63.78023,30.097235,7.823214,N
29.49357,22.671008,19.52048,P
59.30752,23.122277,14.869448,P
47.95069,18.56074,9.493977,N
53.60632,23.383557,7.122896,P
64.2977,21.679677,23.607478,P
21.9379,10.068401,4.485049,N
41.47729,25.851733,5.045279,N
22.07041,25.864494,6.952102,P
45.2888,28.256272,14.395323,N
33.41504,28.467498,11.32284,N
35.20143,15.798075,8.108137,P
25.13427,24.758504,16.836195,N
33.66937,15.672263,7.693838,P
18.19288,22.552004,12.168058,N
23.23419,17.09841,6.87422,N
26.11372,19.21571,12.709115,P
37.271914,12.355196,10.343516,P
48.833675,20.179071,14.998396,N
45.178605,23.722278,11.215416,N
30.879824,18.360295,7.230971,N
31.883632,11.048569,0.106179,N
20.031321,14.665571,4.75855,P
28.516034,6.67067,12.382936,P
7.849356,16.575231,7.099829,N
48.635137,18.86398,8.713603,P
35.058208,7.472499,11.458139,N
52.903297,13.926716,15.564828,N
40.187666,24.50923,9.85655,N
34.462513,17.324494,13.514628,P
45.682097,13.048255,14.50915,P
36.776668,28.071103,17.544662,P
81.738612,15.159034,11.164096,P
32.408897,5.503885,6.758041,N
23.927552,19.756329,9.813748,P
24.24431,20.976456,14.0232,P
37.740391,15.283989,10.508848,N
46.471396,24.022468,9.260282,N
38.786975,21.597617,11.849264,N
32.375234,24.733146,7.436041,N
36.402065,9.601467,1.024006,P
2.781559,27.342671,8.664592,P
53.389737,29.7901,7.397084,N
51.508204,23.144729,10.651702,P
19.73633,25.375996,12.412215,N
32.048398,18.141338,18.387271,N
42.330821,13.811913,10.011058,P
26.181562,8.322321,10.270813,N
33.106243,24.344263,3.519542,N
17.166777,12.561704,7.154339,P
41.136183,21.496613,6.437047,N
22.617797,14.00273,2.289697,N
10.453229,25.00543,6.968811,N
14.359596,14.137373,8.805084,P
47.207012,21.846175,9.8631,N
36.421533,12.591415,9.547345,N
40.273931,11.574193,1.898186,P
50.434807,31.77961,10.554735,N
57.012696,14.810329,5.437193,N
20.729114,-6.551535,10.343731,P
25.254243,9.619071,6.215144,N
19.220494,31.119313,8.978492,N
37.180585,16.692131,9.894955,N
29.661322,29.022392,11.509291,N
28.989369,10.845743,9.910324,N
26.342052,22.865827,6.389575,N
17.421113,21.342701,4.898223,P
15.141715,15.792802,5.798444,N
31.327845,15.040897,0.82083,N
15.612039,24.40004,15.850666,N
20.718445,17.011343,10.46247,P
30.781251,14.905357,9.783577,N
26.288553,17.112599,9.942269,N
55.244312,32.470686,4.624202,N
32.523192,15.495526,9.259121,P
41.937184,17.477839,10.996501,P
14.778219,26.812397,10.853618,P
81.143751,10.450827,4.107457,N
16.99602,15.589906,14.677636,N
44.010807,18.369352,7.786181,N
48.068279,17.554233,1.852222,P
65.168531,14.108963,4.604181,N
8.230096,19.555951,6.577678,P
53.264162,19.588913,4.900669,N
43.343457,21.70747,-1.10768,N
26.872634,7.522986,3.388838,N
8.008613,18.52744,6.463531,P
41.131608,13.973369,7.421838,N
56.196323,19.037359,7.433252,N
46.34432,19.75826,6.595304,P
20.495674,6.606379,13.499728,N
12.6059,21.032517,3.828799,P
23.40176,14.796369,5.652578,N
28.406811,28.162726,10.034409,N
32.234472,20.514183,9.324441,N
27.53619,15.781687,10.010704,N
33.795622,19.325039,5.725131,P
20.401026,15.484136,1.765707,P
13.52761,11.205113,7.319614,P
48.705918,30.597572,7.007359,N
21.729074,17.123554,6.809877,N
30.316624,19.014392,12.682716,P
23.143805,19.886002,14.478161,P
28.552691,17.055043,15.053004,P
28.857855,17.737749,15.577062,P
23.05872,17.502759,5.832725,P
24.321958,25.347351,11.824276,P
50.760444,23.973703,21.560941,P
31.68107,11.848732,14.205821,N
38.549963,15.482329,8.321126,P
40.878665,25.320995,12.895557,P
21.227552,18.19259,15.04966,P
47.981402,19.835974,4.244095,P
20.534597,18.82023,15.156358,P
18.13491,10.038235,11.50956,P
38.805142,10.549171,11.522181,P
24.293428,11.449931,15.89608,N
21.756119,21.631005,16.071068,P
46.558183,22.967455,14.298348,P
40.518734,12.872973,17.759177,N
40.291096,13.832619,8.000045,N
15.369621,15.334091,20.003747,N
50.749284,36.496007,13.505288,N
21.479978,25.571902,23.073046,P
28.77201,12.208064,15.949062,P
37.992419,20.847299,13.214513,P
48.35754,16.942116,16.806236,N
36.907837,11.025611,15.890804,P
29.617061,4.260893,12.859119,P
24.90292,25.319178,12.806143,N
6.252184,15.664006,15.26298,P
43.747596,14.539309,8.12045,P
62.957054,23.078198,10.03103,P
32.692446,24.342431,14.672925,N
43.176147,23.694367,16.468207,P
69.943628,23.341769,9.175215,P
11.79551,25.946271,5.75131,P
57.309865,18.769029,13.991402,P
62.088476,19.291739,6.76986,P
80.077646,19.041198,15.561973,P
24.729346,21.632916,15.814632,P
46.947745,18.964122,14.458243,P
47.993623,14.692909,21.830163,P
46.916394,10.871288,11.975587,P
36.770863,24.293276,10.623135,P
50.362341,24.173824,6.678722,P
72.508364,20.007647,23.24216,P
46.691856,24.385696,10.186821,P
34.329871,25.888281,11.078251,P
60.092787,22.69608,16.399653,N
18.066905,28.320692,19.410416,N
36.098346,25.707341,13.092849,N
19.619636,20.306463,11.389328,N
31.575907,24.852094,7.130406,P
33.398342,24.405557,9.096021,P
42.503126,18.440356,9.648396,P
27.601011,16.260844,10.71769,N
31.184786,27.675174,14.113613,N
9.907924,19.122332,11.377942,P
21.438857,21.105285,15.635361,N
45.162948,16.416593,14.196676,N
43.561976,10.625169,10.888432,N
53.100296,7.163495,17.139858,P
47.005648,15.085602,14.060357,N
14.849125,18.178846,7.602255,N
24.444623,14.996108,12.642118,N
23.210208,23.226779,8.095509,P
51.004725,22.635624,4.38777,N
32.292777,19.818012,8.630929,N
30.1875,8.634728,14.155959,P
43.55794,13.824842,14.534912,P
26.141448,32.349267,6.193938,P
44.374481,13.296671,6.556193,N
48.708412,18.425837,13.015749,P
22.404937,19.074666,12.47324,P
37.749565,22.556296,10.638342,N
42.408852,22.945002,7.364225,P
49.892642,21.521909,9.938717,N
31.554059,17.09141,13.084837,N
33.792503,32.813145,16.835688,N
26.850183,30.307467,7.264329,N
46.870051,12.837726,7.473764,N
4.080213,19.219015,12.069004,N
51.142455,15.490255,7.904769,P
77.678125,28.879414,7.770605,P
20.636625,24.316419,10.339823,P
42.143627,14.730411,4.811344,P
46.47834,15.551891,14.674734,N
37.030703,22.512995,8.135019,P
35.707447,10.063827,7.429023,N
46.437924,20.449286,13.850523,P
85.858322,20.623782,7.315509,P
50.511928,22.274727,6.838884,N
52.22681,25.353452,13.820941,P
57.980871,20.854131,13.14621,N
57.566546,11.162565,11.590449,P
50.894983,26.797868,7.454761,P
46.885674,19.974472,13.081607,N
28.840216,13.564701,11.254616,P
26.116515,13.778621,6.549975,P
28.277065,29.069923,9.856071,N
26.007535,23.172163,9.120079,N
39.472298,20.95634,6.851083,P
33.290192,23.259386,3.975237,N
15.395624,16.710892,6.299806,P
19.803397,12.344583,5.344725,N
53.978993,21.401491,3.70582,N
28.676788,13.93993,3.366199,P
46.576452,28.025206,5.190497,P
69.092183,16.84203,7.742592,N
47.894652,4.237258,9.133009,N
49.480418,27.526577,15.746112,P
43.077964,19.534696,6.377133,N
8.643756,25.90722,2.630461,P
21.826875,13.059668,3.616454,N
57.804752,23.545725,1.431843,P
16.718029,26.043818,6.644073,N
22.761078,22.615349,11.205382,P
45.368895,21.944914,8.526349,P
48.25427,40.564547,10.360453,N
47.33238,31.249938,3.860171,P
84.703525,17.194439,4.936998,P
60.223531,16.758987,7.540357,P
55.691973,13.829559,10.374818,N
51.342158,10.758385,8.767295,P
36.772588,19.52999,11.279081,P
34.465702,2.600282,10.32145,P
48.107498,10.345289,5.286764,N
76.430567,4.751266,8.918034,P
47.017841,6.435701,11.349636,N
40.211437,9.431995,10.355085,P
44.673874,10.791084,5.531418,N
54.367829,13.312465,11.256288,P
49.815763,22.736599,14.599678,P
46.881953,11.163884,3.240702,P
63.63693,11.455894,13.272912,P
39.103681,22.357067,10.812261,P
65.001092,18.634887,14.82796,P
45.015202,0.974568,8.413189,P
27.367794,22.477701,8.594026,N
48.750773,26.41337,6.519385,P
51.140456,14.790747,5.036542,P
59.925224,30.281328,12.96035,P
54.827582,14.568148,8.597255,P
66.832036,11.10746,13.143178,P
57.267611,13.51344,10.35707,P
63.916617,26.512315,13.04651,P
91.01529,16.372061,6.205781,P
71.783014,13.086625,9.871548,P
47.339579,16.668385,10.998525,P
55.944451,13.003054,9.635616,P
41.417476,28.432871,10.053573,P
79.50669,16.091017,5.222367,P
25.40474,-1.332479,11.026121,P
25.51068,17.781092,14.487546,P
34.16835,18.35343,15.381863,P
42.06627,3.7989,10.921659,P
56.33179,17.207326,11.320701,P
64.17577,22.707736,4.672623,N
63.98087,8.980098,14.068875,P
49.80639,7.070837,8.886838,N
41.29305,8.620027,13.805288,N
46.51127,4.737972,6.190601,P
39.30127,5.332437,7.919877,N
24.12284,23.361139,12.426254,P
32.15423,8.235641,13.268862,N
54.74988,12.295344,16.816519,P
46.05613,18.955627,5.399262,P
38.02341,21.05496,16.008406,N
30.33356,10.820886,6.325553,P
27.56057,15.727948,13.340965,P
39.29874,16.90829,6.145492,N
27.50531,15.261406,5.595743,N
80.0396,24.008048,11.269732,P
27.52593,25.755266,13.221741,P
53.11073,14.787385,8.404519,P
36.11711,18.412659,11.622124,N
45.26459,15.837125,6.684416,P
44.29299,3.890028,8.952935,P
45.60924,-1.090432,13.676153,N
19.64701,28.867608,11.107642,P
47.72814,14.166063,7.619168,P
39.77571,26.590985,7.636194,P
25.86439,16.186528,16.567646,N
40.42724,23.915186,12.960343,P
47.56885,13.624067,11.394157,P
38.20156,4.876962,8.20906,P
59.35678,8.604712,10.620136,N
84.42646,5.537781,9.649232,P
43.80116,20.658433,4.656621,P
30.69227,17.268557,15.133448,P
55.31142,24.960274,20.20534,N
28.65584,18.123056,8.150225,P
32.22153,9.358349,24.965124,P
75.80774,11.024734,11.718487,P
30.24669,22.416147,7.383406,P
30.489,11.595016,9.704635,N
53.62358,17.108696,4.182172,P
46.32198,20.238458,11.05083,P
38.00453,13.870479,8.69096,P
20.20624,22.672665,8.86959,N
47.4416,16.461573,11.225526,P
68.4897,19.448756,12.265374,P
54.27084,21.470372,7.780392,N
58.81157,7.878976,14.137342,P
45.95021,24.854784,8.44017,N
49.82432,6.511613,16.441905,N
61.0352,15.802016,10.683384,P
41.12933,11.09176,13.102517,P
56.47791,17.790883,11.497933,P
57.87399,26.87967,11.841538,P
84.01062,7.67791,11.525486,P
52.27296,16.866282,10.395334,P
43.6455,23.678892,13.10352,P
49.68896,6.727979,9.308858,P
32.30642,25.184073,9.402375,P
55.49794,20.168085,10.792817,P
37.35072,14.405416,17.31055,P
34.84871,19.448015,14.956647,N
73.997,20.968776,7.981257,P
18.6086,6.625587,13.851268,P
91.96176,19.533706,10.960349,P
48.03332,17.39569,6.809072,N
53.20232,10.940897,10.906475,N
25.96213,5.649833,14.775159,P
38.67069,6.134217,3.74418,P
35.78327,11.526934,6.598072,N
34.9384,20.770346,7.823761,N
37.44317,15.425502,13.375052,P
69.60108,21.074965,4.605309,N
52.90733,9.774969,6.460077,P
68.69011,7.497454,9.563415,N
55.09481,3.864962,9.945585,P
67.07683,10.914839,22.025543,P
64.60436,19.969418,3.712579,P
27.63458,27.850504,2.089751,P
66.8052,16.58827,7.368538,P
35.29128,13.443504,1.644822,P
49.67055,18.558896,3.633789,P
55.29035,12.39914,6.822689,P
18.28464,19.716937,9.672767,N
30.74036,10.434613,14.217034,P
48.80313,11.77773,11.870801,P
52.77725,20.861346,10.920631,N
51.22154,26.226847,8.775374,N
77.0692,18.212444,5.154341,N
60.733,12.15695,3.905253,N
38.08039,19.63335,9.301569,P
46.27902,16.4628,5.898183,P
57.39433,25.39589,11.212312,P
