@relation fri_c1_1000_25

@attribute oz1 numeric
@attribute oz2 numeric
@attribute oz3 numeric
@attribute oz4 numeric
@attribute oz5 numeric
@attribute oz6 numeric
@attribute oz7 numeric
@attribute oz8 numeric
@attribute oz9 numeric
@attribute oz10 numeric
@attribute oz11 numeric
@attribute oz12 numeric
@attribute oz13 numeric
@attribute oz14 numeric
@attribute oz15 numeric
@attribute oz16 numeric
@attribute oz17 numeric
@attribute oz18 numeric
@attribute oz19 numeric
@attribute oz20 numeric
@attribute oz21 numeric
@attribute oz22 numeric
@attribute oz23 numeric
@attribute oz24 numeric
@attribute oz25 numeric
@attribute binaryClass {P,N}

@data
-1.655613,-0.894697,-1.490263,-1.308146,-1.498887,-0.644296,-0.621939,1.256511,-0.504939,0.641413,-0.752161,-0.587493,-0.122538,-1.182879,-0.228653,0.246592,1.655289,-0.713267,0.328538,-0.83996,0.879579,-0.403745,0.665853,-1.071993,1.034588,P
-0.934215,-1.586768,0.380165,0.850186,-1.147433,1.643316,0.930742,0.751404,0.247869,-0.328585,-1.632098,-1.542795,1.605938,-0.572568,1.440496,1.257173,0.44858,-0.738996,0.579583,-1.045986,0.174502,0.228726,0.521939,-1.299011,1.743597,P
0.939246,1.243283,-0.17083,-1.728924,-0.009524,-0.414219,0.776009,-0.775543,-1.526631,1.579949,-0.48633,1.661723,-0.402463,0.705326,0.689008,1.442809,0.372755,-0.704081,0.170706,-0.052386,-0.738324,0.914201,0.191859,0.717121,-1.701827,P
-0.852649,-1.43958,0.942169,1.078403,-0.470274,-1.430444,-0.641501,-1.72055,1.320459,1.149365,0.612396,-1.505219,-1.592251,0.553545,1.542922,0.60307,0.142143,-0.694087,-1.137065,1.357783,-1.436427,0.501454,0.366645,-1.156993,1.396773,P
-1.201542,-1.077165,-0.203027,0.749141,-1.062944,0.754411,-0.374594,1.078013,-1.102045,1.06262,-0.762021,0.952924,1.352512,-0.089343,0.344609,0.214791,-1.634551,-0.33209,-0.304022,0.75388,0.324012,-0.97474,1.669611,-1.741526,-0.925945,N
0.199359,0.988978,-1.567333,1.405777,-1.178092,-0.214429,1.785262,-1.634382,-1.180939,0.371932,-0.858869,-0.852534,-1.135848,-0.197598,1.003357,1.691964,-0.467021,0.564899,-0.94784,-0.663311,-1.644765,0.853345,-1.497741,-0.544032,-0.878222,P
-0.47917,-0.963066,0.972678,0.733374,1.55213,0.380972,-0.637666,-0.329396,-1.371693,-0.74709,-0.992227,0.026632,1.02718,-1.367508,-0.883758,-1.024022,0.438659,-1.167595,-1.137113,1.698153,1.477809,-0.903894,0.41894,0.078951,-0.237532,N
0.391693,0.335092,0.687628,1.492624,0.970372,-0.434315,-0.465804,0.424502,1.487267,-1.526137,-0.224368,0.029797,-0.000359,-1.057524,0.720138,-0.020377,-0.706515,0.389691,1.319939,-0.678677,-0.460662,-0.489142,0.292758,-1.256845,-1.599193,P
1.844428,1.373588,1.496308,1.495779,-1.030611,0.80506,-0.488202,0.468453,0.897409,-1.125795,-0.399326,0.427182,0.964419,1.729781,1.467549,1.60058,-0.628666,-0.026588,0.619456,0.424771,1.367798,1.313657,-1.144926,1.673055,-1.670453,N
-0.118705,0.33712,-0.792205,1.602692,-1.418344,0.691833,0.186436,1.199644,-1.650604,1.125321,0.259188,0.989249,-0.934476,-1.211864,-0.670075,0.510221,0.707654,0.757526,1.07316,1.303206,0.922671,-1.231374,1.435658,0.799481,-0.892338,N
-0.812616,-1.032029,-0.047733,-0.841507,-0.012759,1.591342,-0.655352,0.092684,1.043531,-1.408621,-0.351254,1.455206,1.367928,-0.219413,-0.045483,-0.684325,-1.579617,-1.465896,-1.146718,0.529618,-0.953703,1.152662,-1.207447,-0.071462,1.326026,P
1.865853,1.346681,1.725549,-0.660368,0.442826,1.1449,0.948508,0.881543,-1.524054,-0.77018,0.792492,0.319957,-0.501369,-0.877909,-0.129247,-1.57161,0.40387,0.339459,-0.902735,-0.81806,0.968258,1.328032,-1.372893,-0.826005,-0.084294,N
-1.489539,-0.640835,-1.526435,-1.375584,1.014396,1.092726,-0.300242,0.323327,1.247418,0.900796,-0.125953,-0.345895,-0.369064,0.316036,1.630494,0.777928,-0.009275,-1.094444,-0.356996,-1.351699,-0.235278,-0.812628,0.548635,-0.307123,-1.739776,N
0.984199,0.528103,1.4281,-0.677908,0.314528,-0.73395,-1.051573,0.406382,-1.64667,-0.939861,-1.424994,-1.665754,-0.88027,1.667761,-0.466358,1.346935,0.538945,-0.16009,-1.133804,1.578656,-0.993476,-0.933333,1.529735,-0.991387,0.210124,P
0.788813,0.403114,1.275501,-1.752284,-1.256141,1.292369,-0.330727,1.236897,0.989773,1.574658,-1.664575,0.469569,1.335991,0.59294,0.145478,-0.668343,0.553411,0.987607,-0.102756,1.070736,0.171513,1.388843,0.028167,0.323325,-1.415501,P
1.694866,1.093503,1.476956,0.36517,-1.597517,-0.357728,-0.394706,0.297211,-1.067221,0.728362,1.586203,-0.355052,1.247685,-0.411447,-1.230265,0.414993,-0.464143,-0.939934,1.394124,-1.077014,1.330278,0.543248,0.138693,0.723231,0.684375,N
-0.159578,0.537493,-0.734018,-1.667367,-0.088237,0.589531,0.529129,0.912772,0.972567,-0.171244,-1.039125,-0.22705,0.692607,0.683342,-0.982792,1.682362,1.17864,-1.595902,0.670905,0.263303,-1.402431,0.635544,-0.085682,0.448435,0.993571,P
0.375924,1.32887,-1.563543,1.213205,0.220087,-1.440254,1.600456,0.372384,-0.079805,0.687106,-1.372869,-1.150358,0.104007,-1.544558,1.308987,1.348491,-0.577463,-1.283213,-1.361547,-0.561199,-0.577477,1.262753,0.691861,-1.273091,-0.79661,P
-1.463892,-1.606081,-0.598125,0.177132,1.181686,-0.351137,1.790643,0.663939,0.580691,0.465543,0.479624,1.395204,1.009434,-0.007549,-1.042997,0.929642,-0.876542,-1.13569,1.523299,-0.455303,-0.196571,-0.259268,-0.012049,0.24444,-0.200681,N
-0.091904,-0.420081,0.459435,0.002684,-1.627252,-0.272099,-1.36969,1.604494,-1.416394,0.447588,-0.242479,-1.209974,0.778165,-1.107131,1.550246,1.533871,1.62679,1.231906,-1.119079,0.591319,-0.150802,-1.487004,-0.003059,1.238924,0.143702,N
-0.600478,-1.688996,1.504155,-1.752297,1.313009,-0.722066,-1.190459,1.202178,1.407701,0.055257,-1.017624,1.594835,-0.879126,1.395152,-0.810978,-0.085596,-0.581461,0.176446,0.201054,1.346161,1.771695,0.734842,0.16462,-1.193809,0.03865,P
0.615061,0.652924,-0.32739,1.697704,-1.065336,0.697623,-0.01682,-0.169609,0.611976,1.621726,0.424715,0.339811,0.158055,-0.801029,-0.66718,1.175366,1.356548,0.661762,0.750676,-0.855459,-0.250289,-0.669311,0.475423,0.340708,1.209868,P
-1.714528,-1.065763,-1.680229,1.303705,-0.967031,-1.148113,-0.994371,1.279613,-0.181422,0.786069,-0.143516,1.414563,1.415661,-0.212886,1.479332,0.65208,-0.040134,-0.262375,0.42296,1.549399,-0.554763,1.271491,0.366542,-0.960656,-1.416616,N
0.328777,0.908247,-1.48329,1.342005,0.656908,1.109101,-0.727589,0.966016,-0.9238,-1.421606,1.341223,-0.87796,-0.10283,-0.598125,-0.208548,-1.641467,0.481637,0.459474,-0.007028,-1.113909,1.16477,1.226873,-1.378068,-0.036518,0.968004,P
-0.609157,-0.684103,0.60294,-0.694278,0.478461,-0.941081,0.385655,0.325475,0.006853,1.473718,0.796346,0.210536,0.496422,-0.3654,1.651875,0.621692,0.840688,0.486762,1.318991,-0.371392,-0.627742,-1.397826,-0.237924,0.473977,-0.91931,N
0.107637,0.265514,-0.292412,1.006998,1.37082,-0.574614,1.076776,0.952863,0.301523,-0.580593,-1.644542,-1.176154,-0.641053,-0.025212,-0.83053,-0.38857,-0.420627,-1.130402,0.544296,1.102651,0.587784,-0.042822,0.794403,1.036827,0.591259,N
-0.789447,-1.407217,1.007364,0.944344,-1.097509,0.298187,-1.010274,1.272589,0.390637,-1.260823,-0.981815,0.954722,-0.857001,-0.399986,-1.305219,0.371715,-0.07275,1.550228,-1.486172,-1.003076,1.351393,-0.229996,0.5853,-0.019386,-0.794471,P
-0.406075,-0.522846,0.254982,0.554191,0.024081,1.062073,1.412397,0.703508,1.466968,-0.140485,-0.874088,-1.618607,0.59221,-0.697973,1.032002,-0.032374,1.255342,1.528752,0.957219,1.631902,-1.114884,-1.543168,-1.636756,1.403862,0.682682,N
0.232783,0.39447,-0.712095,-0.553464,-1.324711,-0.601809,-1.579105,1.177101,0.026153,1.069275,-0.932515,-0.313359,0.984464,-0.51289,1.441578,-0.295932,-1.141811,0.539538,-1.479898,-0.508598,-1.047729,-0.798646,1.287361,0.233114,-1.119794,P
1.044196,1.210452,0.075547,1.393226,-0.923408,0.139469,0.262104,0.867222,-0.983104,-1.639792,0.708471,-1.159716,0.397038,-1.091373,-0.865619,0.051877,0.035273,1.230229,-0.990202,-1.222233,0.367233,0.604704,0.300154,0.079618,-0.533573,P
0.129851,0.266571,-0.541679,0.377764,1.262777,-1.184485,-0.223716,0.349669,-1.404587,-0.537309,1.666812,0.959618,1.477061,-1.328774,-0.798928,-1.436409,1.167132,1.223364,1.589081,1.691884,-0.375758,0.509556,0.477934,0.355532,0.335715,N
-0.311123,-0.875425,1.160712,-1.206895,1.638672,0.421637,1.403748,-1.03991,0.702897,-1.364261,-1.695515,0.865345,1.147177,0.17398,-1.135477,1.30054,0.598645,1.278434,0.33606,-0.073674,0.890493,1.325384,0.685063,1.294366,1.24806,N
-0.327685,-0.928463,1.009619,-1.274232,-0.514195,-1.053707,0.741925,1.264589,1.292264,-1.438096,1.629922,0.401523,0.312162,0.23382,-0.203707,0.768791,0.796847,0.113614,0.927855,-0.696199,0.103713,-1.614206,1.418903,0.299433,1.451514,N
0.457957,0.347509,0.567922,0.568666,-0.714429,-1.035935,0.774288,-1.403242,1.328224,-1.098196,1.374871,-0.533919,1.581982,-1.097883,-1.319024,1.061257,-1.472668,-0.173607,0.536987,1.282833,1.56776,-0.999861,-1.403552,-1.01941,1.326761,P
0.369149,0.620319,-0.69355,-1.030088,0.753405,0.359124,0.932709,0.135078,1.079558,0.837422,-1.705583,-1.02564,-0.073989,-0.597759,0.662804,-1.171897,0.402034,0.209185,-1.481645,-1.248558,-0.912161,-0.03593,-0.778996,0.231984,-1.589373,P
-1.403946,-1.190024,-0.675831,-0.648926,1.064821,-0.069636,1.635231,-1.335009,1.122156,1.509158,-0.761233,0.695704,-0.811164,-0.805966,0.552695,-0.611843,-0.645279,-0.652789,1.693144,0.530055,1.606863,1.099059,0.485718,1.073701,0.441727,P
0.079776,-0.697165,1.769607,-0.828051,0.502202,0.26797,1.478773,-1.59966,-0.012789,-1.122108,1.060343,-1.028745,0.969785,-1.250278,-0.63014,0.331865,-0.260584,-1.427332,1.332195,1.405977,0.112584,0.753542,1.364763,-0.501221,1.456648,N
0.898784,1.559271,-1.364497,0.328115,-0.297534,-0.701879,-0.82235,1.071572,1.273377,-1.259386,0.181718,-0.974719,0.35326,1.589144,-1.47092,1.505806,-0.457761,-1.109604,1.393553,1.367743,1.455725,-0.338022,0.888202,-0.492844,1.005636,P
-0.530726,-0.547667,-0.165766,0.337734,0.739604,-0.990723,-0.037528,-1.548487,0.266717,1.192949,-0.054132,0.703179,1.082476,0.208556,0.259852,-0.164646,0.319268,-0.65901,1.48781,1.556649,0.03274,1.656593,0.401861,-0.295981,0.46354,N
-1.646338,-1.556083,-0.134357,0.56509,-0.083263,-1.239384,0.629775,0.791667,0.854041,1.293967,1.635221,1.364726,-0.27948,0.909199,-0.888793,0.007822,1.175794,1.071394,-0.22489,0.95067,1.361538,0.698577,1.401519,-1.412638,0.667812,P
-1.331746,-1.397292,-0.434045,0.773871,0.174704,-1.682145,1.484751,-1.246258,0.990256,1.316188,-1.315373,-0.388922,0.093886,1.092446,-0.062438,1.30327,-0.198784,-0.545511,0.408056,1.532465,-1.699805,-0.972746,0.306377,-0.464521,-1.267986,N
-1.630035,-1.055802,-1.292979,0.505552,-1.721053,1.304028,-0.913856,1.642057,-0.213224,-1.620574,0.502709,-0.286989,0.515376,1.22381,1.422025,-0.829751,0.809177,-1.476783,1.558474,-0.136535,-0.808628,-1.209607,-1.451868,-1.507766,-1.205002,N
0.015749,-0.219424,0.691125,0.745396,1.658211,0.756198,0.202574,-1.572435,1.082091,-0.717648,-0.024726,1.363848,0.532835,0.816389,-1.287455,0.778155,-1.14958,0.393347,-1.193806,0.533714,1.494401,-1.663176,0.765199,1.68032,-0.876006,N
0.232586,0.35273,-1.167183,-1.190748,1.037094,0.770952,1.599369,0.411344,-0.364551,1.375824,0.125938,-1.414474,-1.471475,-0.138168,0.530637,1.165719,1.494018,1.282848,-0.598441,0.161462,-0.579914,0.366663,-0.553495,0.79715,1.659565,P
1.731301,1.57237,0.68525,0.198284,1.10814,-1.371847,1.589227,0.469768,-0.933279,-0.64915,1.625068,0.904003,-1.589148,-0.020702,1.063144,-0.976841,-0.394869,0.064872,-0.774304,0.04095,-0.672078,-0.812553,1.657496,0.874174,-0.399744,N
0.978574,1.230247,-0.985825,-0.525067,-0.578987,0.319317,-1.088594,-0.610459,-0.873147,-1.138786,-1.694954,-0.022748,-1.416123,-1.087331,1.701131,0.073514,1.597985,-1.042896,0.449948,-0.257298,-1.108961,0.202066,1.029519,-0.337912,-1.026544,P
-0.892512,-1.390809,1.654011,-0.071673,0.44363,-0.432835,0.757484,-1.696829,1.60416,1.529256,0.069656,-1.579354,0.358762,-1.462676,-1.249613,0.830071,-0.436437,1.449792,0.486744,-0.292832,0.665785,-0.69332,-1.173792,-1.318262,-1.191975,N
-0.754419,-0.938992,-0.104635,-0.569486,0.048993,-0.000996,0.370654,-0.083857,-1.565294,-1.111758,-0.883254,0.906746,-0.859615,0.571888,-1.275147,0.854237,-1.662002,0.845357,1.604765,-1.57994,-1.196721,-1.744104,-0.803323,0.828448,-1.50935,P
1.278287,1.618847,-0.859222,-0.770159,-0.27936,1.259889,-0.468907,0.720093,-0.297907,0.416396,1.119831,-1.095819,-1.269986,0.099688,1.227993,-1.393005,0.67661,0.425233,1.183369,0.180074,-0.583081,0.897023,-1.523634,1.657209,-1.647032,N
0.153172,0.910561,-1.268484,1.526884,-1.426728,-0.651228,1.520327,-0.320766,1.267859,-0.689546,-0.134049,0.098582,1.4591,-0.211244,-0.301093,0.900936,1.307236,1.180555,-1.641808,-0.719052,-0.739867,0.681615,0.345985,-1.275153,1.634638,P
-1.123097,-0.834734,-0.847143,0.547202,1.12182,-1.121331,-1.02578,-1.389508,0.515829,0.174155,0.692935,-0.494055,-0.131237,1.411414,-0.603534,-0.177789,0.052427,0.817139,-0.834037,0.494718,1.426687,-1.750003,0.695428,0.212561,0.597244,N
1.181323,1.486762,0.044685,-0.502957,0.408453,1.692535,1.585743,0.21505,1.501376,0.833616,-0.925571,1.323252,-0.595932,-0.601554,0.319914,1.532265,1.530129,0.301474,1.445085,-1.15332,-0.282861,0.928554,-1.141713,-0.981503,0.995907,P
-1.984862,-1.429977,-1.555514,-1.741655,0.293094,0.865594,-0.970334,-0.879612,-0.994,-0.560662,-1.532463,-0.587481,-0.648265,-0.638109,1.664024,-0.803467,1.555726,-1.255548,1.247705,0.033328,-1.320315,0.395379,-1.439188,0.420322,-0.61992,P
-2.121031,-1.679409,-1.135068,1.080956,0.715758,1.589492,0.714696,0.121623,-0.261045,0.209462,0.708208,1.291552,1.480829,-1.286955,-0.632629,1.132571,-0.942662,-1.122852,0.916495,-1.126852,-0.664383,1.550592,-0.33214,-0.320059,0.193462,N
-1.257756,-1.292156,-0.502787,-0.954075,1.158375,0.365467,0.991352,-0.639604,-1.366055,1.361956,-1.458318,0.585927,-1.119888,-0.467371,-0.380307,-1.765864,-0.883806,0.265149,-0.596075,-1.685087,-0.713469,1.277598,0.861547,-0.751717,-1.278714,P
1.001911,0.223129,1.680954,0.126293,-0.148503,-0.131204,0.32592,0.583744,-0.61871,1.596802,1.20713,0.742622,-1.323644,1.285249,-0.213438,-0.241443,-0.111466,0.563711,-0.996534,-1.183793,-0.060885,0.756535,1.280877,-0.841158,0.072113,P
-0.180654,0.441089,-1.177026,1.490799,-0.416852,-0.151632,-0.718535,-0.999029,0.589252,-0.591403,-1.40486,-0.657031,0.821123,-1.023742,-0.719076,-0.102716,1.021138,-1.482845,-0.710126,1.535941,-0.842545,1.668285,1.648483,1.017502,-1.36525,N
1.051859,0.358343,1.657615,1.379055,0.842415,0.346446,0.762497,-0.022146,-1.540913,0.33396,-1.430733,1.581104,-0.857767,-1.724788,0.950679,0.325486,-1.46754,-0.764143,-1.546126,-0.450155,1.235498,-0.949512,-1.642394,1.077482,-0.760565,P
-0.455023,0.023492,-1.669566,-1.624412,1.023012,1.092114,-0.94114,0.288633,1.371937,1.078352,0.05553,-0.597646,0.400394,-1.118285,-1.584272,1.267397,1.301276,-1.506087,-1.627,-1.642463,-0.204743,-0.224538,1.509946,-0.086052,0.563067,N
-1.783094,-1.615367,-0.665042,-0.897402,1.681917,0.617363,-1.025233,1.641255,1.26492,-1.576326,-0.928515,0.221294,-0.103487,0.558063,1.473418,1.041382,-1.493605,0.587198,-1.184504,0.831025,0.989491,0.314565,1.160631,-1.429611,-0.853845,P
-1.38781,-1.705388,0.322152,-0.632619,-1.169167,-0.3596,-0.176418,0.391043,1.018505,-0.678194,-1.31438,1.503363,-0.954774,0.461736,1.349571,-0.223719,-0.842784,-0.376979,-0.727172,0.776712,1.070353,-0.669586,0.792831,-0.167622,-0.837622,P
-0.826218,-1.406602,1.049372,0.233455,-0.67594,-0.752432,-1.344744,-0.862699,0.441562,0.279896,-0.116884,-0.52834,-1.109548,-0.951112,-0.481326,0.794977,-1.671995,-1.07238,1.292359,-1.309051,-1.035514,-0.682838,-0.265246,-1.012509,0.521766,N
-0.431503,-1.113259,1.086908,-1.159037,-0.70618,0.53027,-0.754676,-1.739941,0.918164,0.344539,-1.354901,1.465827,-1.439268,-0.279377,1.502291,-1.253742,1.474163,-0.722201,1.41581,0.067021,-1.669703,-1.532872,0.364037,0.931998,1.716127,P
-0.255545,-0.525379,0.696707,-0.999289,0.552251,-0.051486,-0.380509,1.388732,-1.099565,0.614185,-0.622736,0.413553,0.405571,-1.048175,-0.031626,-1.715965,1.465914,1.451164,0.950983,-0.418844,-0.753688,0.063058,-0.846779,1.199692,1.449065,N
0.154033,-0.121165,0.448266,-0.141447,-0.296801,-0.859926,0.461114,1.537709,-0.078192,-1.595937,-0.317867,-1.55358,1.714452,0.294806,1.423231,0.481854,-0.208239,-1.661976,-1.022118,-1.366269,-0.179359,-0.1556,-0.857918,-0.787077,0.471484,N
1.491796,0.889695,1.422891,-0.055739,-1.2402,0.948191,0.379065,0.306824,0.071394,-1.275875,-0.502543,-1.56197,1.57096,-0.509016,0.362821,0.373296,-0.837596,1.430467,1.28453,-0.018408,0.613171,-1.021377,0.219347,0.952555,-1.480541,P
-0.786934,-1.525453,1.307709,-0.89094,-0.455804,0.846441,-1.066485,0.576109,-1.231828,-0.900827,-0.739445,1.543881,0.182878,0.880574,-1.258748,-0.620915,0.716398,1.040812,0.519202,-0.208087,0.417284,-0.08782,-1.379959,-1.300054,-0.141013,P
0.722917,0.79772,-0.456616,-1.598738,0.19907,-0.375963,-1.3714,1.074261,0.458521,-1.046447,0.761749,-0.90582,-1.016587,-0.586715,-1.591475,0.839564,-1.166211,-0.257049,-0.572796,0.425427,-0.786964,1.567701,0.871865,0.113019,-0.184567,P
0.152912,1.020948,-1.40239,-0.434379,-0.548646,1.704693,-0.969983,-0.777558,0.286716,-1.114814,-1.042356,-1.535385,0.43757,1.375514,0.087009,0.503772,-0.846428,-1.679563,-0.133626,-0.629236,-1.090631,-0.270288,0.888821,0.454005,0.676325,P
-0.073679,-1.007313,1.683146,1.311274,-1.255398,1.27279,1.568268,1.509922,-1.308116,-0.22195,1.533292,0.622802,-0.635672,-0.627363,-0.604545,-1.560908,0.904339,0.36648,0.151299,1.439212,-0.685368,-1.304979,-0.183627,0.764815,-1.145151,N
0.150487,-0.497129,1.367261,1.190893,-0.732254,0.766926,-1.229789,-1.007338,-0.74286,0.073709,0.27756,-0.413632,0.306785,1.474855,-1.222202,-1.396807,0.774836,-0.073563,0.305989,-0.038749,0.949033,-0.531108,-1.183479,0.755582,1.547642,N
-0.496048,-0.696359,0.099451,1.196932,1.401804,0.327307,-1.098983,0.584254,-0.251063,1.56544,-0.364018,-0.777427,-0.829474,0.99482,-1.163324,0.848982,1.477056,-1.650381,0.458845,1.289241,-0.569579,1.642011,0.818817,0.931766,0.226932,N
-0.753655,-0.243331,-0.418773,0.243173,0.987872,-0.41444,-0.08925,-1.146756,0.35698,-1.080772,-1.329207,-1.020602,-1.35123,-0.2767,0.323283,1.572195,1.398623,-1.428023,0.669988,-0.123695,0.05652,0.768059,-0.113762,1.431523,-0.398054,N
-1.303484,-1.584505,0.016618,-0.180707,1.085191,-1.398697,-0.193239,-0.850734,-1.435453,1.542606,1.127373,-0.750217,-0.681667,-1.420447,-0.388263,-1.468948,0.865324,1.51219,-1.419601,0.102674,-0.760761,0.101152,-1.096619,0.779616,-0.482462,N
1.488644,1.66294,0.225857,0.226048,-0.625978,-1.465168,0.470854,1.512801,1.280626,0.067307,0.665692,-0.735084,0.029225,1.290726,0.861436,-0.839443,0.033373,1.011191,-1.287382,0.429115,1.522976,-1.371927,-0.024535,1.628813,0.705836,N
0.782537,0.433765,1.000936,0.393272,1.406582,1.615508,0.744213,-0.256392,0.992159,-1.501077,0.927404,0.022012,1.050568,-0.43911,-0.279942,0.092109,1.039648,-1.389061,1.369967,0.934688,1.654058,-1.496026,-0.09041,-0.675006,0.605728,P
0.908962,0.074235,1.768056,1.166557,-0.597457,-1.708421,-1.466602,-0.909948,0.868019,0.810735,0.50144,1.71844,-0.097215,-1.468914,-0.392578,0.116687,1.469813,-0.6146,-1.057931,1.566713,0.060614,0.315887,1.526336,-1.01508,-1.658079,N
0.361522,-0.221548,1.0521,1.207705,-0.71101,0.607547,-0.601356,1.532813,-1.391292,1.164618,1.470196,0.330195,-0.529191,1.584727,-1.109592,-1.4583,-0.002182,-0.321571,0.363553,1.685759,1.12813,-0.920578,0.454004,-0.203036,-0.20246,N
0.069709,-0.035086,-0.349783,0.147425,1.064418,1.272261,-1.199797,1.656794,0.368076,-0.328145,-1.066707,-0.971601,-0.698688,-0.309936,1.340323,-0.57207,1.052435,-1.201005,-0.296173,-0.924603,-0.147723,0.147129,0.382955,-1.385481,-0.861062,N
1.004523,1.459901,-0.16266,-1.577589,-0.390582,1.122784,0.602061,-1.045721,-0.700414,0.993415,1.022306,0.645303,0.462307,0.810991,-1.237638,-0.167926,-0.658642,-0.431747,-0.19606,0.685577,-1.063567,0.860563,1.714384,-0.909298,0.477032,P
0.891791,0.627764,0.926963,-0.104752,0.923911,0.309269,-0.782813,0.788841,-1.349895,-0.759967,0.535705,-0.431723,-1.587554,1.19971,-0.392524,0.769198,-1.44994,0.384107,1.405935,-1.217972,1.211996,0.204569,1.623625,-0.383144,0.394163,P
-1.25484,-0.99419,-0.639539,-0.443704,0.458911,1.088189,-1.281567,-1.152688,-1.647119,-0.18506,0.956533,-0.642724,-1.109051,0.540455,-1.669125,-1.553498,1.708681,-1.195306,0.747742,0.985272,-1.404162,-0.985888,0.553764,0.630875,0.240511,P
-0.53754,-0.816166,0.468987,1.223153,1.184883,-0.102762,-0.374,-0.18496,1.215103,-1.151529,-1.40939,1.468225,0.698612,1.070845,0.726994,0.261848,0.649243,0.11297,0.095734,-1.413999,1.01094,1.711101,-0.674302,-1.274941,-0.968225,N
1.109239,1.249502,-0.540788,1.268569,0.08889,-1.241543,1.767653,0.821834,-0.82658,0.137662,-0.490146,0.372173,0.475145,-0.67928,1.521386,-0.667639,1.165897,1.444075,-0.74922,-0.398549,0.226358,0.686075,0.631707,0.223944,1.237797,P
1.366798,1.141058,1.139955,-0.692227,-1.739992,1.015383,-0.312335,-0.017125,-0.736798,-0.054321,1.676093,1.304031,0.66665,-0.784605,-0.73797,-1.294888,1.195359,1.135128,1.535035,-1.360133,0.626062,-0.275634,-0.676002,-1.605555,1.225986,P
