@relation fri_c2_1000_10

@attribute oz1 numeric
@attribute oz2 numeric
@attribute oz3 numeric
@attribute oz4 numeric
@attribute oz5 numeric
@attribute oz6 numeric
@attribute oz7 numeric
@attribute oz8 numeric
@attribute oz9 numeric
@attribute oz10 numeric
@attribute binaryClass {P,N}

@data
-0.484392,-0.807935,-0.29788,-1.077878,-0.590923,1.001358,0.648256,0.953206,1.693617,1.609782,N
-1.55932,-1.451344,-0.340434,1.673952,-0.284387,-1.549808,-0.284403,-1.716723,-0.563031,1.352328,N
0.652347,1.070804,-0.027254,-0.702429,1.392031,-1.171725,0.919816,-1.668263,0.864839,-1.090438,P
-0.279779,-0.804263,-0.073431,1.386086,-1.529305,0.240177,0.13895,-0.868792,-0.96172,-0.287571,N
1.066068,0.351828,0.949686,1.18916,1.545769,-1.232454,-0.579511,-1.456989,0.418992,0.417909,P
-0.787359,-1.449641,-1.204248,-0.492805,1.251452,-0.674437,-0.945426,-0.044234,-1.225092,-1.017631,N
0.93595,0.126627,0.046473,0.183196,0.131661,0.872462,-0.28142,1.260834,0.342754,0.863668,P
-0.109976,-0.137858,0.175718,1.422382,1.218704,0.815057,-0.022099,-0.247166,-1.033785,-1.772264,N
-0.707477,-1.219486,-0.936378,0.435192,1.304288,-0.906076,0.281746,1.383195,0.354371,1.188811,N
-0.315348,-0.135381,-0.041649,-0.28468,0.060398,0.127364,-1.417375,-1.298496,0.046487,-1.370355,N
-0.236126,0.035694,-1.277316,-0.997929,1.473594,1.402526,-0.177612,-1.344098,1.006819,-0.594046,N
1.013187,0.694071,1.544645,0.656674,0.776961,-0.306201,-1.237538,0.758966,0.662273,1.220026,P
0.794207,0.355889,-0.961866,-1.0119,-1.599118,-0.828793,0.045002,1.604514,0.570843,-0.356079,P
0.482195,0.476466,-0.739122,-0.421849,-1.522464,0.943647,0.491687,-0.54135,0.874182,-1.519093,P
1.892836,1.112922,0.798537,-0.111451,-1.217221,0.13472,-1.2522,1.010773,1.56141,-0.253937,P
0.049907,0.124208,0.339656,0.686434,1.458364,-0.910967,-0.422063,-0.537915,1.54743,1.322042,N
-1.689393,-1.11173,-0.834287,0.727311,0.635978,-0.089605,-1.428643,0.173505,-0.044689,1.535011,N
0.482845,0.883534,1.574079,0.970317,-1.134476,1.01102,0.266215,1.64811,1.350803,-0.889203,P
-0.402779,-0.717139,0.352306,1.758129,1.430676,-0.530676,-1.231265,1.105313,-0.230373,1.563706,N
-0.34549,0.283079,-0.365564,-0.595225,-0.992871,0.466481,-0.976637,-0.541467,1.576965,-1.612804,N
0.150399,-0.087024,-0.909605,-1.030361,-1.538843,-0.36074,1.050197,1.569961,-1.345206,1.541456,N
1.171469,1.430308,1.305392,0.438107,0.368934,-1.232661,-0.225852,-1.494271,1.079001,0.904385,P
-0.718404,-1.307041,-0.484469,1.38804,0.643278,0.611959,-0.977353,0.893499,-1.388831,-0.415644,N
1.982889,1.697609,0.698555,-0.306925,0.371378,-1.591963,-0.90281,0.964626,-0.360961,1.702625,N
-0.541884,-0.867108,-0.742293,-0.764462,-1.648702,0.246587,-1.66071,0.36619,-0.451361,0.592064,N
-0.87434,-0.512944,-1.669343,-1.590393,0.482346,-1.100584,1.477655,-0.482012,-1.118372,0.68784,N
-0.524516,0.565869,0.858071,0.362467,-1.446578,-1.397863,1.388979,0.465638,0.661427,-1.459304,N
0.581379,1.000003,1.020644,-0.348508,-0.944749,-0.476113,0.871851,1.106571,0.098796,-1.126601,P
-1.296243,-1.464767,-1.044066,1.479134,0.947393,-0.272953,1.116899,0.153108,-0.390872,-1.476908,N
0.244625,0.897332,0.191827,-0.304854,-0.233048,0.133809,1.628472,0.188317,0.49994,-0.516579,P
-2.094061,-1.599306,-0.937804,-1.203673,0.061547,0.004796,-1.087854,-0.15369,-0.248538,-0.124107,P
0.56319,1.54658,2.283493,0.683007,-1.151903,1.43996,0.958643,-0.376631,0.533208,-0.514356,P
-0.066133,-0.813858,-0.555383,1.64033,-0.11214,1.110883,-0.085365,-0.429027,-1.632538,1.638899,N
1.80847,1.481967,2.023832,0.985109,-1.702662,-0.204858,1.142417,-0.12621,1.01602,0.536851,N
1.154217,0.934874,1.289749,0.265294,-1.062279,-1.580381,0.10836,-0.756096,0.698398,-0.726457,P
1.299165,0.982069,1.233781,0.330411,1.482903,1.421947,1.4187,-1.700163,1.431325,-1.089581,P
1.538287,1.260974,-1.019707,-1.627943,-1.529437,0.142556,0.591368,1.388194,1.014867,-0.1822,P
-1.178074,-1.489029,-1.190243,0.334437,1.196334,-0.270076,-0.600805,-0.73935,1.407157,-0.599396,N
1.024945,1.480278,3.72686,1.721002,1.098413,0.928935,-0.850781,-0.247514,1.244224,-1.108498,N
1.945643,1.704651,0.238215,-0.790849,-1.457239,-1.346495,-1.748058,1.460821,-1.469076,0.230077,P
-0.818044,-0.254849,0.182541,-0.091521,0.655602,0.991768,-0.006948,-1.182995,1.505086,0.90743,N
-1.024395,-0.851647,0.312676,0.428269,-0.874522,0.5089,1.63298,1.537887,1.603049,0.889016,N
-0.460753,-1.284561,-0.65039,1.299841,-1.152744,-0.852342,0.348585,1.343248,1.187969,0.186581,N
-0.46731,0.206397,0.995559,0.585355,-0.018401,-1.099374,1.404541,1.66228,-1.183314,0.298623,N
0.546718,0.830178,-0.292948,-1.035044,-0.940738,0.323604,0.325095,1.37449,-0.639009,-1.176998,P
0.133679,-0.586023,-0.184932,0.231232,-0.960919,-1.502384,0.394445,0.151307,-0.227123,0.640913,N
0.951163,0.747095,-0.051847,-0.926714,1.312409,-1.330513,-0.142333,0.374428,-0.909109,-0.991599,P
-1.472387,-1.346552,-0.915159,0.873059,0.100318,-0.441058,-1.083914,-0.77849,1.124116,-0.769814,N
-1.042014,-1.100803,-0.582705,0.676843,-0.629121,0.347588,0.84815,1.571624,-1.653432,0.884094,N
0.336599,0.570996,0.084632,-0.967175,1.481585,-0.724442,-0.772912,1.504729,1.681656,-1.533176,P
-0.666827,-1.030784,-1.015336,-1.210919,0.398108,1.349014,0.106953,-0.441639,-1.440454,-0.184103,N
-0.021908,-0.811753,0.615306,0.948278,-1.313039,0.87126,1.041581,0.684439,1.252246,-1.309095,N
-2.188148,-1.587302,-0.550701,-0.573216,-1.310635,1.365287,-1.449333,1.091338,-0.495313,-1.000871,P
-1.10926,-0.399131,-1.307269,-1.235345,-1.587435,1.424768,-1.376217,0.011679,-0.449696,1.155213,N
0.248229,0.584882,-0.246089,-1.242594,-1.636041,1.656772,0.731281,-0.438362,1.011485,-0.611562,P
0.185486,0.126718,-0.1811,-0.860602,1.216645,0.256497,-1.725074,-1.201575,0.012987,1.120366,N
0.736467,1.113986,1.19402,1.125083,0.541198,-1.332831,1.55084,-1.700752,0.833408,0.401727,P
0.576938,-0.291971,-0.282148,1.45059,1.367663,0.400584,-0.501842,-0.847584,0.147138,0.595901,N
0.881503,1.259449,-0.467372,-0.796636,1.131029,-0.801561,0.368103,0.469286,-0.697846,1.261002,P
0.692594,0.628105,2.254182,1.600377,-0.396066,0.862523,0.256979,-1.184897,-0.630757,0.146246,P
0.171572,-0.053869,0.120376,0.260538,-0.285583,-0.407608,1.354441,-0.099112,-0.298469,-1.320719,N
0.787969,-0.011743,0.866505,1.777426,0.2612,0.002409,0.926242,-1.194547,0.342851,1.027882,N
0.862214,0.572136,0.04599,-0.3709,-1.463422,1.680534,-0.57728,-0.287024,-0.32013,-1.387058,P
0.358337,1.020823,1.452332,0.758468,-1.540236,0.042566,-1.608417,1.224305,-0.02379,0.881002,P
0.433057,1.176241,0.831091,0.371637,-0.681915,-0.693678,1.30274,-0.175116,1.386016,1.497152,P
1.93776,1.588599,1.108923,0.467195,-0.080425,-1.092337,1.669428,-0.441885,0.856033,1.139478,N
-1.063113,-1.531026,-0.428609,0.651877,1.564976,0.54475,0.087397,0.133951,0.208629,1.085411,N
-1.60697,-1.056225,-0.681607,1.137416,0.070109,0.139418,-1.526131,-1.349154,-1.107393,0.72914,N
-0.211442,-0.007738,-0.647678,-1.666817,0.285655,-0.961722,-0.961695,-0.910686,0.934307,1.645347,N
-1.612013,-1.228258,-1.747058,-1.3899,-0.425313,-0.168467,0.549854,-0.214676,-1.14318,-1.682527,N
-0.171726,-1.364203,-1.068027,-0.458362,-0.574913,-1.100818,-1.496835,0.127164,-0.839434,-1.009049,N
-0.839377,-0.287561,0.770847,1.152717,-1.220578,1.335462,-0.93354,1.009965,-1.643685,1.685923,N
-0.217258,-0.869932,0.609755,0.976337,-1.063416,-1.012065,-1.155078,1.501739,0.043757,-1.31677,N
0.038509,-0.326514,-0.951576,-0.266259,0.367323,-0.800384,-0.498316,-0.550869,-1.156271,0.893776,N
1.702123,1.024785,1.25238,1.073247,-0.769912,-0.696057,-1.486862,1.548186,0.288065,0.971677,P
-0.877658,-0.625805,-1.001359,-0.067983,1.662429,-0.794654,-0.602229,0.197895,1.612261,0.930557,N
-0.700873,-1.570813,-0.44494,-0.688905,-0.209777,1.573323,-0.748857,1.438623,-1.451694,0.312572,P
0.688094,-0.320647,-1.235817,-0.758301,0.606522,-0.23184,0.954873,-1.510763,1.600815,-0.732253,N
1.670044,1.049166,-1.173672,-1.514419,0.360505,-0.890389,1.239432,-1.353549,-1.005921,-0.536395,P
-1.534858,-1.10173,-0.913329,-1.260462,0.874422,-0.188765,1.146315,-0.592123,1.583168,-0.74056,P
0.091334,0.897173,0.692467,0.302635,0.945584,-1.058273,-1.150509,-0.400316,-0.078266,-1.648259,P
1.526148,0.806849,1.037048,0.816223,-0.020196,-0.355076,0.950486,0.955983,-0.546269,0.208362,P
-0.617078,-0.334119,-0.767052,-0.550699,0.179556,0.745275,-1.47444,1.518951,1.604523,1.605853,N
1.694215,1.458354,1.433828,1.104923,-0.748024,-0.775254,-0.803291,0.599967,-0.529973,0.366474,N
0.278653,0.472305,1.15477,0.930588,0.368668,1.72405,0.829054,-0.72122,-1.611178,0.193558,P
-0.625214,-0.05354,1.102841,1.295662,-1.493134,0.177267,0.734957,1.576585,0.966441,1.643594,N
-0.283922,0.580017,1.182825,0.536912,-1.617547,0.624568,-0.453161,0.680765,-0.117939,0.214315,P
1.602892,1.563949,2.198205,0.871297,-0.940925,-1.621394,1.488339,0.651836,-0.120342,1.515582,N
-0.316043,0.25568,0.474052,0.49456,1.622241,-0.737208,1.639778,1.602406,1.377368,1.652913,N
0.575054,1.484948,0.013788,-1.306056,-0.122613,0.306566,-0.193972,0.110154,-0.480421,-1.153593,P
0.209372,-1.002334,-0.929414,-1.253134,1.350973,-0.80529,1.099057,-0.814661,-0.195182,0.590377,N
-1.381823,-0.95812,-0.431638,1.227178,1.141894,-0.975209,-0.102163,1.151224,-1.262248,-0.899936,N
-0.960686,-0.751171,-0.573936,-1.026828,-1.383618,-1.356654,-0.691233,0.034479,0.363971,-0.450887,N
1.008709,1.68984,-2.042628,-1.690566,-0.287494,1.532913,1.131734,1.639313,-0.062763,-1.678395,N
-1.243669,-1.015498,-0.239565,0.237839,1.560251,0.373294,1.273393,1.67183,-0.830402,-1.060741,N
0.072924,-0.651312,0.335867,1.340658,0.630424,-0.235205,-1.531074,-0.538156,-0.157911,0.786288,N
0.833687,0.727296,2.033373,1.386756,-0.209243,-0.943366,0.137041,-1.339926,1.166977,1.307071,P
0.146327,-0.04631,-0.212167,-0.245485,0.681951,1.370201,0.973252,1.374156,-0.510784,0.102062,N
-0.31166,-0.658321,-1.948732,-1.687306,0.823731,-0.029387,-1.625874,-1.251655,-0.838123,-0.46604,N
0.529732,1.288073,-1.101818,-1.671509,-1.658473,1.539262,-0.444606,0.774496,1.58618,0.129855,P
-0.653882,-0.613027,-0.698483,-0.512607,0.779632,-0.895508,-1.480367,-0.252227,-0.862428,-0.054605,N
-1.536705,-1.570802,-0.775186,0.900067,-1.509967,-1.179181,-0.277352,0.370225,-0.166335,-0.1972,N
0.099618,0.473644,1.0587,0.37039,-1.003915,-1.4571,0.418476,-0.197738,1.185951,0.243884,P
-0.543804,-0.83548,-0.667411,-0.136811,-0.620756,-0.596214,-1.729472,-1.659714,-1.642516,1.011206,N
-1.106608,-1.052902,-0.246044,0.135256,0.617244,0.472172,0.567038,1.581446,1.386247,-1.035577,N
-0.09778,0.336477,1.179574,1.524673,1.634389,0.005542,0.287532,1.563611,-1.005459,1.106214,N
-1.533887,-1.650519,-1.651568,-0.766767,-1.417531,-0.842712,1.453327,-1.206704,0.268067,1.384275,P
0.253635,-0.447622,-0.897893,-1.670866,-0.710533,-1.411868,0.402575,-1.702225,1.563185,-0.00453,N
-1.039064,-1.568236,-0.287538,0.669492,0.074085,0.276718,-1.443069,-0.184106,1.345663,0.257702,N
0.160918,0.408873,-0.760288,-1.416217,0.662598,-1.307609,1.345574,-1.282437,1.356847,0.720808,P
-0.565061,0.108241,-0.974977,-1.040972,-0.648483,1.281596,1.073564,1.15997,-1.538916,1.130662,N
0.896934,1.38325,-0.627049,-1.313235,-0.719908,-0.861556,1.468406,1.164488,-0.508155,1.038865,P
0.072848,0.862667,1.760871,1.609327,1.494516,-0.449964,-0.44809,0.452133,0.021846,1.646203,P
-0.782229,-0.25958,1.194486,0.247651,-1.65892,-0.660664,-0.952826,-1.260042,-1.80644,0.142034,N
-0.073834,0.860556,0.05236,-1.032149,0.239469,-1.372477,-1.748143,0.617082,-1.018347,0.892136,P
-1.004294,-0.523763,0.101306,0.723213,1.020512,1.692288,-0.180491,-0.531746,-0.085893,0.135883,N
0.407003,0.106485,1.900018,1.693908,-0.923168,-1.455977,-0.966001,0.87003,0.182265,-1.800518,N
0.342316,0.120128,1.347063,0.901625,0.608266,-1.233535,0.504636,0.756916,0.351815,-1.764869,N
1.47844,0.821926,1.270092,1.62671,-0.279466,0.651043,0.138689,-0.355624,-0.8834,-0.220104,P
-0.295692,0.634161,1.43587,0.483293,-1.177949,-1.605526,0.019864,-1.10826,-0.624585,-0.827495,N
0.217051,-0.256925,0.339076,0.09835,1.352379,-1.311481,-0.262618,-0.44288,-1.589041,1.351142,N
1.507423,1.633732,-0.100312,-0.761751,1.428256,1.081152,1.677453,0.37755,-0.132559,-0.047002,N
-0.926508,-0.523846,-0.526255,-0.491125,-0.073837,-0.149566,0.53768,-1.276837,0.599413,1.127378,N
-0.779431,-0.818276,-0.542859,-0.227839,-1.567536,0.872872,1.503119,-0.178141,0.937535,-0.64814,N
1.188192,0.911622,-0.568427,-1.327145,-1.661409,1.226658,0.224942,0.214506,-0.799865,-1.026246,P
0.523644,0.331999,1.129565,1.663304,-1.082212,0.426397,-1.426481,0.656469,0.523634,-1.226785,P
1.132913,1.271726,-0.079149,-1.225986,1.457185,-0.53304,0.31334,1.348867,1.435857,-0.794059,P
1.643703,1.040121,-0.852821,-1.182059,0.070472,0.56948,-0.319205,-1.520001,-1.095063,-1.253064,P
0.803806,1.711496,-0.330811,-0.872285,-1.427546,0.428299,1.566724,-1.487586,-1.209263,1.207101,P
-1.199284,-1.598931,-1.402737,1.668969,1.714529,-1.493702,-0.68489,-0.952107,-1.39454,-0.504985,N
1.15671,0.714996,-0.161477,-0.489581,-1.176971,1.53687,0.618555,-0.565379,-0.092248,1.166693,P
0.095181,0.289789,0.474467,0.579321,1.537936,-0.020116,1.227461,-0.078421,-0.686942,-1.026582,N
0.224566,1.042294,2.10564,1.77522,0.352223,0.173391,-0.254028,-0.264444,0.743154,-0.14134,P
1.426313,1.629218,-1.133994,-1.642712,1.490126,-0.098284,1.108273,-0.233703,0.083908,0.701242,N
-0.982505,-1.349269,-0.618184,-0.348726,-1.181188,-0.467879,1.403279,-1.013717,0.426441,1.186671,P
-0.658718,-0.451991,-0.366214,-0.49147,-1.320788,-1.183677,0.893003,-0.971045,-1.416334,-0.07864,N
0.464677,0.87101,0.685491,0.408475,-0.214394,0.608618,-1.554049,0.58066,0.11897,-0.53538,P
-0.862117,-0.641673,0.648686,1.467377,0.728601,-0.968919,-0.048486,-0.55706,0.800862,0.471728,N
0.644337,0.923344,-0.463453,-1.329956,0.443676,-1.42714,0.96517,-0.530076,-1.008056,0.346983,P
-0.531547,-1.334234,-1.06095,0.06202,-0.575301,-0.702335,0.590349,-0.71462,-0.648825,-0.132545,N
-0.847543,-1.10229,-0.684553,-0.568495,-1.571856,0.493279,1.531577,0.358774,-1.145577,-1.751309,P
-1.483684,-0.480778,0.899992,1.537788,1.674471,0.047629,-0.673809,-0.561148,0.152376,-0.809791,N
0.55654,-0.276785,0.977467,1.764184,-0.745418,0.161242,-1.002407,1.530552,0.462026,-1.257514,N
-0.68222,-1.319682,-0.533033,-1.064814,-0.005681,-0.152739,1.037609,-0.717148,0.501232,-1.365422,P
0.462682,0.416399,-0.304792,-0.929575,-1.161571,-0.249344,0.060246,0.459355,-1.353528,-0.094728,P
0.877359,0.20872,-0.400839,-0.427529,-0.079133,-0.10321,1.470335,-1.204408,-1.214011,-0.218578,P
-0.477001,-0.882232,-0.277146,0.396965,1.175203,-0.26104,-1.112258,-1.332823,-0.255563,0.803371,N
0.564859,0.077626,-0.117375,-0.305976,0.238477,-1.329031,-0.839054,0.393286,-1.732407,-0.446963,P
1.445248,1.092698,1.816948,1.251308,-0.487519,-1.646235,-0.870924,1.637455,-0.567179,1.258829,P
-0.391212,0.506245,-0.294955,-1.131299,-0.545191,0.411714,1.256051,-1.247031,0.932777,0.275506,P
0.078748,-0.599141,0.333728,1.199459,0.842425,-1.347498,-1.765586,0.018866,0.459911,-0.06364,N
1.15713,0.293479,0.498974,0.12215,-0.288454,0.637096,-0.168693,1.402822,-1.223055,-0.363598,P
-0.840034,-0.526045,-0.083487,-0.436796,0.945174,0.389607,1.360758,0.144892,0.065245,0.873139,N
1.732435,1.23923,-0.42696,-0.613545,0.175422,1.089021,1.36079,0.362309,-1.277667,1.494765,N
-0.460262,-0.666029,-0.284127,-0.237135,-0.099566,-1.073415,0.170952,0.59953,0.982742,0.700495,N
1.35049,0.8606,-0.728057,-1.283835,-0.660428,-0.254286,0.51745,-0.097313,-0.906552,1.093961,P
0.36728,0.867231,0.162529,-0.445913,0.401752,-0.584954,-1.048205,1.354749,-1.454531,1.174177,P
-1.542928,-0.974484,0.147114,1.426153,-1.458678,0.695105,-0.565507,1.66355,0.952348,-0.099956,N
0.566589,0.885767,1.668853,1.395596,-0.07423,1.352924,-0.094123,1.174408,-1.779057,-0.386349,P
-0.138117,-0.834024,-1.281411,0.535365,1.08092,1.180463,0.579749,-0.369876,-1.118089,-1.369756,N
-0.107989,-0.091884,0.175199,0.734092,1.140312,1.506809,1.014994,1.355357,0.570955,0.051346,N
0.588252,1.119703,2.381073,1.458287,-0.726261,-0.051262,-1.370811,0.99123,-0.181459,1.68796,P
-1.495155,-1.234311,-0.424775,-0.166671,-0.533034,0.74005,-0.703889,1.515972,-0.425563,-1.808314,P
1.444618,0.959182,1.884093,1.175957,-1.601283,-1.528943,-1.215396,0.954127,1.339271,-1.802774,P
-1.253292,-1.615092,-0.443852,1.200223,0.958353,1.145409,-1.408401,0.448758,-1.467766,-0.478647,N
0.057881,0.203954,-0.61801,-0.27278,-1.38452,0.407773,0.912226,-0.856488,-1.800512,-0.776138,N
-1.278288,-1.244622,-1.315179,0.875182,-1.410622,0.655222,0.747605,-0.195425,-0.532947,-0.800479,N
-0.604187,-0.049391,0.016494,0.542351,-0.721441,1.202981,-0.754283,-0.826059,-1.214944,1.270599,N
0.777307,1.42272,1.786309,1.086174,1.070018,-0.696708,0.549685,-1.177672,-1.000577,1.478286,P
2.244233,1.33408,-1.244736,-1.031648,1.448429,1.600316,-1.27996,-0.007598,0.1786,-0.611561,N
-0.095122,-0.10732,-0.16842,-0.042782,1.583453,1.369869,0.296202,-0.999288,-0.232834,-0.988853,N
-1.786985,-1.08774,-0.517468,-0.697341,-0.753612,-1.304746,-0.183225,0.909786,0.83501,1.244606,P
0.046202,-0.325099,-0.875933,-0.869523,-0.447739,-1.365514,1.009799,-0.399181,0.368251,1.405306,N
0.803092,1.231539,0.229191,-0.727256,-0.76669,-1.532557,0.042414,0.889994,0.382815,-0.804873,P
0.005786,-0.551129,-0.950273,0.911042,1.102634,1.701843,1.676161,0.852049,-0.154475,0.932502,N
0.66675,0.280654,-1.097802,-1.3669,0.191671,-1.483677,1.471059,0.504842,-1.291948,-0.796702,P
-0.838644,-1.214624,-1.019685,0.393204,-0.382612,1.112142,-0.512651,-0.695335,-1.424878,-0.111956,N
-0.968791,-1.092194,-1.464991,0.777937,1.703471,0.083544,0.831265,-0.217098,-0.82782,-1.429339,N
0.96155,1.376007,-0.672899,-1.21255,1.231446,-0.948981,0.279063,1.171678,-0.98431,-1.300265,P
-1.397744,-1.379893,-1.41449,-0.416176,0.513293,1.422667,1.080832,-0.407906,0.711056,1.570432,N
-1.042655,-1.432483,-0.824923,-0.949542,-0.859575,0.09125,-1.124859,0.297184,1.610558,0.106187,P
0.47129,0.166702,1.252307,0.698341,-0.927106,0.747504,-0.797647,-1.520628,0.156109,-0.551877,P
0.314523,0.431941,0.374972,-0.324519,-0.096728,-0.162874,1.254433,0.303331,1.44576,1.072381,P
-1.866783,-1.234276,-0.701284,-1.332648,1.031919,0.642374,-1.010306,0.426826,1.241629,0.847359,P
-0.537823,-0.988384,-0.24952,0.022059,-0.486013,-0.609252,-0.545615,0.458273,0.261454,-1.08767,N
-0.032436,0.682593,1.313363,1.749549,-1.639431,-1.252181,0.483466,-1.087871,0.562045,1.193621,P
-0.597444,-1.145989,-1.344714,-0.50691,-0.048899,-0.990272,0.570555,-0.293052,-0.399704,-0.901232,N
0.410312,0.542957,0.526766,0.11038,0.12524,-0.239975,1.252978,-0.60838,1.048567,-0.134702,P
-0.3403,-0.36215,0.808302,1.336279,-1.221626,-0.33735,-0.943037,-0.207126,0.680418,1.177948,N
0.338151,0.647519,-0.543853,-1.282121,-1.472421,1.678045,0.700328,0.419146,0.327477,-1.531198,P
1.536715,1.561243,2.88828,1.6454,1.0779,-1.105398,-0.440641,-1.547885,0.735079,-1.48309,N
-1.257699,-1.51396,-0.812545,1.519076,0.458651,-0.373639,0.654345,0.367365,-0.640746,-0.789603,N
-1.14777,-0.48151,0.929558,1.029022,-1.387167,-1.457558,-0.432962,-0.432939,0.25198,-1.127554,N
-0.505432,-0.411684,0.09825,1.269118,-1.430008,1.164134,0.928984,0.054253,1.584318,0.543999,N
-0.179733,0.401745,0.749188,1.038899,-1.109925,0.770696,-0.739247,1.040399,1.633505,1.402748,N
0.743501,1.677848,0.394594,-0.691478,1.286373,-1.177697,-0.896369,1.676897,0.753174,-0.330511,P
