@relation fri_c3_1000_50

@attribute oz1 numeric
@attribute oz2 numeric
@attribute oz3 numeric
@attribute oz4 numeric
@attribute oz5 numeric
@attribute oz6 numeric
@attribute oz7 numeric
@attribute oz8 numeric
@attribute oz9 numeric
@attribute oz10 numeric
@attribute oz11 numeric
@attribute oz12 numeric
@attribute oz13 numeric
@attribute oz14 numeric
@attribute oz15 numeric
@attribute oz16 numeric
@attribute oz17 numeric
@attribute oz18 numeric
@attribute oz19 numeric
@attribute oz20 numeric
@attribute oz21 numeric
@attribute oz22 numeric
@attribute oz23 numeric
@attribute oz24 numeric
@attribute oz25 numeric
@attribute oz26 numeric
@attribute oz27 numeric
@attribute oz28 numeric
@attribute oz29 numeric
@attribute oz30 numeric
@attribute oz31 numeric
@attribute oz32 numeric
@attribute oz33 numeric
@attribute oz34 numeric
@attribute oz35 numeric
@attribute oz36 numeric
@attribute oz37 numeric
@attribute oz38 numeric
@attribute oz39 numeric
@attribute oz40 numeric
@attribute oz41 numeric
@attribute oz42 numeric
@attribute oz43 numeric
@attribute oz44 numeric
@attribute oz45 numeric
@attribute oz46 numeric
@attribute oz47 numeric
@attribute oz48 numeric
@attribute oz49 numeric
@attribute oz50 numeric
@attribute binaryClass {P,N}

@data
0.289894,0.941026,-0.195596,-0.375823,-0.414428,0.157565,0.956742,-1.323037,1.204513,-0.777114,0.325815,-0.484507,-0.931237,1.50744,0.617949,-0.043158,-0.771286,0.52575,-1.215887,0.183602,-1.374713,-0.915997,-1.21345,1.209184,-0.484554,-0.234658,-0.846342,0.275187,-0.799265,-1.187422,-0.693322,0.623025,1.276948,-0.117255,0.425279,-0.687841,0.227468,-0.686074,-0.175324,-0.423217,-0.622181,1.342398,-0.111702,-0.26935,0.035938,-0.994048,0.524086,1.59287,-1.314654,0.913468,P
-1.236523,-1.203787,-0.767368,0.521894,-1.047007,1.115514,0.511032,-0.535425,1.074824,0.125195,0.784519,0.437889,0.513062,1.113507,0.770371,1.635346,0.872691,1.277005,1.097111,-0.157992,1.686209,-1.11571,-0.371348,-1.147493,0.212055,1.224529,-1.621469,-1.300261,0.758598,0.181407,0.311847,-1.026719,-0.63861,0.536486,-0.698786,1.148927,-0.532733,0.950901,-1.076583,-0.681151,0.685871,-1.167685,-0.019658,-0.888895,-0.562209,-1.068226,0.566849,0.757049,0.11001,1.505423,N
1.609044,1.620629,0.048096,-0.836211,0.180584,-0.055932,-0.947382,0.828108,-0.876108,0.964451,-1.50085,0.237181,0.228912,-1.14528,-0.131478,0.904829,-0.197488,1.048153,-0.057943,-0.565773,-1.013905,-0.182769,-0.975319,1.32774,-0.089643,0.244709,1.267225,-1.452054,-1.489472,-1.343614,0.287857,0.394785,-0.514095,0.113484,-0.739319,-1.005582,-1.383613,-0.138291,-1.271562,0.641428,1.605378,1.535873,1.541469,0.164753,0.992979,-1.389966,-0.068503,1.68894,1.138555,-0.986799,N
-1.647007,-1.47627,-1.068268,-0.397125,-0.831719,-0.234543,-1.20897,1.343088,-0.927785,-0.254862,1.705503,0.567477,1.067212,0.480895,-1.392571,1.413039,0.695437,0.587063,0.034593,-1.546838,0.586278,-1.110983,0.695607,1.292778,-0.276587,-1.106921,-0.129593,-1.082225,-1.337213,0.624472,-0.143092,0.886325,-0.600001,-1.551251,-0.450613,-1.31493,-0.919161,0.026111,-0.278929,-1.229525,-1.727342,1.584878,-0.965865,-0.251881,-1.261898,-0.698021,-0.252413,-0.354116,-0.416005,1.14075,P
0.787005,0.389623,1.426635,0.48262,1.565395,-0.84375,-1.270801,-0.682737,-0.722826,-0.957094,-1.082377,-1.430171,0.946389,-1.704805,1.331256,-0.520978,-1.060655,0.981531,-1.621497,-0.774421,1.576595,0.144041,0.651009,-0.123003,0.500785,0.568571,-0.095585,0.655119,1.124649,1.475518,-0.345593,0.250892,-0.855705,0.701728,0.734727,1.35789,-0.190642,1.265755,-0.197082,-0.89936,0.432817,0.280305,0.143351,-0.152711,-1.586194,1.127528,-1.663762,0.883271,1.588437,-0.059427,P
0.015592,0.054691,-0.182289,0.013387,-0.291899,-0.562112,-0.91315,-1.205993,0.219502,0.03374,1.445031,0.042291,-0.937881,1.054377,1.383161,-1.123353,-1.758027,-0.460873,-1.202389,-1.30621,0.007643,-1.623843,1.757562,1.133544,0.70667,1.402822,-0.758757,-1.051969,-0.846768,-0.527451,1.498983,-0.332105,-1.389673,-0.72748,0.684908,-1.049365,1.330552,-0.524439,-0.17147,1.65763,-0.929381,-0.429483,0.35272,0.310267,0.766148,-1.428118,-1.64779,0.730482,0.096544,1.512447,N
0.122077,-0.481302,0.410348,1.00518,0.211077,1.740649,1.668889,0.745628,0.757195,-1.049137,-0.328625,-0.702746,1.003874,-0.32938,0.362221,0.69513,-1.690568,-0.358471,0.441829,0.353439,-0.737858,0.846614,-0.125774,1.345038,1.367893,-1.687187,0.392724,-1.558648,0.222981,-0.45389,1.46701,-1.414641,0.360022,0.476265,0.759248,1.057526,1.141932,-0.029198,-0.486736,-1.225487,0.425385,-1.094949,-0.303285,-0.66967,1.528868,0.701352,-1.547662,1.669598,-1.126434,-1.37237,N
-0.151233,-0.448624,-1.069201,-1.511662,-0.489033,0.147665,-0.339955,-1.153097,-0.332755,0.937939,-1.029069,1.524559,0.328619,1.031781,0.339381,1.587737,-0.753518,-1.470736,0.501947,-0.47456,-0.987176,0.653163,-1.15233,1.042066,0.201469,1.11602,1.293625,-0.245415,1.419561,0.29302,-0.732658,-1.101093,-0.619109,-0.461676,-1.391841,0.963299,-0.131364,0.606328,1.668463,-0.30576,-1.565665,0.764248,-1.335183,-1.218024,1.184477,1.451733,-0.710778,-0.199729,0.500315,-1.273297,N
1.391656,1.102338,0.595692,0.113815,0.891224,-1.132964,-1.217224,-1.020236,1.54872,-0.070444,1.333297,-0.886513,0.850971,1.428155,1.726065,-0.681971,-0.378385,0.072255,0.976502,-1.571906,0.04188,0.057315,1.262013,-1.38849,-1.170832,1.134499,0.748188,-0.548816,0.211349,-1.020603,0.210888,-0.700328,-1.573343,-1.544567,1.421598,-1.629305,-1.610186,-0.746201,0.245814,0.631135,-0.325762,-0.766588,-0.56489,0.530232,0.60906,-0.509932,1.55764,1.621006,-0.769233,-0.181885,N
0.527844,0.357203,1.619816,1.679822,1.047459,0.240393,-1.594657,1.462766,1.288074,1.709723,-1.533157,0.016246,0.074176,1.499746,1.32142,1.385275,0.590029,-0.456631,0.431619,1.152694,0.498388,1.461904,-1.275055,-1.395688,-0.371575,-1.444538,-0.046004,1.656381,0.402732,1.434139,1.24804,-1.238017,0.900946,1.762901,0.351103,0.488723,-1.08678,-0.47473,-0.657588,-0.701945,-1.175779,0.242133,0.36907,1.44372,-0.001406,-1.197618,0.083247,-0.36428,0.047073,-0.204424,P
-1.277104,-0.510028,0.541274,0.08425,-0.40968,0.399342,-0.903254,1.538688,-1.062524,-0.607348,-0.185219,0.920214,1.666249,-0.616533,1.021206,-0.429492,0.453444,-0.787045,-1.318646,-1.701299,-1.441674,-0.674354,0.36941,0.404566,0.007204,1.135553,0.742128,1.356113,-0.105196,-0.520998,0.694296,-1.18677,1.574782,1.055722,0.073116,0.910771,-0.747306,-0.162277,-1.18475,-1.502297,1.382548,1.563175,1.656145,-1.660745,1.170155,1.652024,1.363135,-0.668427,-0.13187,-0.708174,P
-0.115899,0.604662,1.18127,0.656113,0.686529,-0.553627,1.301191,0.357279,-0.794166,-0.565207,-0.612464,0.146445,0.820977,-0.743394,-0.977587,0.747894,-0.155666,0.68515,1.272971,1.337573,0.252624,0.021758,0.435973,0.024097,-1.189739,1.212825,-0.308596,0.103919,-0.117425,0.325955,0.452859,0.815945,0.887148,-1.283746,-0.715364,0.699003,-0.866297,-0.49743,0.155893,0.743013,-1.053282,-1.527835,1.492812,1.294362,-0.540915,1.72031,-1.13467,-0.736077,1.009526,-0.261329,N
-0.395102,-0.83708,-1.028864,-1.534079,-0.810947,1.181719,0.556188,-1.373382,0.590273,-0.848695,0.812483,-0.409484,1.214609,1.237057,0.65949,-0.799793,1.061643,-0.310954,1.12174,1.006302,-1.092573,-0.544205,-0.880347,-0.49214,0.057069,-0.951965,-0.955839,0.297684,-0.374685,0.28276,-1.138019,-0.495794,0.116963,-0.176492,-0.10017,0.940062,1.406721,-0.941375,-1.295916,-1.484039,1.571272,0.525377,0.22814,0.045491,-0.083147,1.387542,0.66602,0.514999,-1.259261,-1.045942,N
-1.031912,-0.30714,-1.82571,-1.69652,-0.884464,1.724109,1.596034,0.305449,-0.636561,-0.452221,-0.377158,0.13634,0.007122,-0.414233,-0.822458,-0.039976,-1.392841,0.652739,0.46511,-0.288905,-0.549609,-0.665281,-0.677069,0.475659,-1.684364,1.553374,-0.592266,1.219446,0.52955,-1.086685,1.54512,-0.645053,-0.301719,-1.514742,-1.037834,-1.387017,1.344473,-0.936177,1.632453,-1.18339,0.350046,1.527505,-0.052658,0.421027,-1.374662,1.194382,-0.640407,-0.309697,0.135305,1.535755,N
1.976859,1.489948,2.669442,1.521188,3.719204,0.057543,-1.273291,-0.053287,-1.664879,-0.147386,0.816744,-0.609758,-1.750327,0.491127,0.642665,-0.997886,-0.541984,-1.243765,0.933476,-1.655118,0.396383,1.156923,-1.583711,-1.225117,-0.9386,0.628569,1.484583,1.356928,-0.735631,-0.01874,-1.008852,-1.105524,0.65216,0.858731,0.43683,1.582582,-1.642376,-0.97194,-0.737702,0.454822,-0.383138,-0.68103,0.895954,-1.624773,0.853706,-0.517929,-0.946928,-1.23385,-1.723113,-0.352808,N
0.112665,0.815637,1.646551,0.970348,0.86565,-1.367046,-1.104856,0.459971,1.477261,0.917606,-0.379666,0.636032,-1.37786,-0.065752,0.099865,0.460371,-0.982005,-1.065988,-0.06645,-0.924104,0.72229,1.486186,-0.528177,-1.231226,-0.088806,0.698,-0.230543,-0.272918,-0.904717,-1.564031,-0.203743,0.878768,-0.605939,1.001081,-1.407901,-1.311173,-1.752768,-1.188629,1.499577,0.118595,-1.027247,-0.715502,-1.677993,-0.683043,-1.249602,0.629096,-1.062358,-0.312778,0.939027,-0.951606,P
0.642169,1.392424,1.395799,0.469707,1.205125,-1.186049,-0.273719,1.385672,-1.332357,0.984722,-0.645793,-1.266634,0.949434,0.357526,-1.596205,-1.490593,-0.823769,-0.487065,0.575859,-0.348073,-0.043422,1.687783,-1.588425,1.415832,-0.638489,0.73617,-1.001802,0.068123,1.252684,0.060258,1.574605,1.012208,-1.132166,-1.506039,0.794345,0.572668,-0.340632,-1.354727,0.289117,-1.42424,0.8149,-0.047741,0.679672,-1.071227,0.224975,1.096632,0.668021,-0.869388,0.147959,-0.282081,P
-2.219845,-1.615581,-1.013585,-1.038689,-0.989414,1.325258,-1.084041,0.66088,-0.337432,-1.204798,1.362379,0.137256,-0.017373,-0.323606,-0.04034,-1.317411,-1.441848,-1.72296,0.397557,-0.867675,0.602281,0.865516,-1.267533,0.271728,0.453026,-0.634864,1.713514,0.423249,-0.666004,1.167108,-1.351658,0.058688,-1.52003,-1.277756,-1.485448,1.515366,0.368367,-0.979476,0.257818,1.575285,0.285354,-0.942496,0.445542,-1.110798,0.993946,0.27726,-0.123974,0.399912,0.545241,0.099442,P
-1.247388,-1.494163,-0.531573,1.010678,-0.423834,1.066802,1.201132,0.374074,1.040852,-1.745154,-0.111653,-0.117185,1.466158,0.598967,0.266153,-0.443502,1.363891,0.688022,-1.140941,0.969964,0.33141,-1.32445,1.509612,-0.979033,0.676083,-0.533106,-0.269965,0.280987,-0.087246,0.196545,1.066519,1.276801,1.424275,1.575977,-1.32092,0.553073,0.118899,-1.136971,1.298098,-0.714947,0.20632,-0.013093,0.437803,0.783109,0.596491,-1.303812,0.849386,1.383047,-0.53464,1.117088,N
-0.336874,0.083991,-0.89552,-1.088309,-0.873537,1.337322,-1.62879,-0.360332,1.616561,-1.455483,-1.630972,1.33342,0.862096,1.569651,1.437761,-0.907936,-1.763328,-0.912757,1.430288,-0.8298,-1.489017,-0.993102,-1.178329,-0.695452,-1.175557,-1.304129,-1.428999,-0.56621,-0.683907,1.101379,-0.579244,-0.995157,0.650274,1.10259,0.791954,-0.55779,-0.264546,-0.66593,-0.633815,1.055151,-0.411521,-0.288463,-1.113638,-1.237797,0.561734,-0.262616,-1.580861,-0.600379,0.228917,-1.010169,N
-0.52048,-0.533722,-0.50826,-0.548501,-0.521011,-0.087668,1.368276,-1.063351,-1.427108,-0.374179,0.948571,0.471754,-1.646828,-0.189555,-1.083118,1.124721,1.117674,-0.131888,1.654911,-0.98349,1.075863,-1.233084,1.423894,1.13987,0.156934,-0.612991,-1.456114,-0.502804,1.331411,-0.292201,-0.206131,-0.838646,0.50765,1.101634,0.143727,-1.663644,-0.033424,-0.687699,1.435075,-0.920751,1.636401,1.09111,-0.590822,-0.793865,0.091137,-1.681725,0.1252,-0.159089,-1.385743,-1.163739,N
-1.033527,-0.823939,-0.847135,0.756162,-0.626435,0.001437,0.095345,1.006172,1.483518,0.646132,-0.080243,-1.249262,0.178612,-1.223215,0.568887,-1.306565,0.675011,-0.36279,1.411059,-0.505547,-0.676399,1.592085,1.425577,1.068631,0.718831,0.059033,-0.217111,-1.729657,0.539804,0.067404,1.467163,-1.523049,0.230496,-0.61803,1.581801,0.27334,-1.606231,-0.189444,-0.175157,1.656838,-0.272788,-1.460717,-1.113625,0.698323,1.330735,1.182571,0.434581,-0.287238,-1.488209,0.238746,N
0.751374,0.842626,0.042336,-0.956853,0.170773,-0.45108,-1.404004,1.650202,1.150938,1.678948,-1.29695,0.292765,-1.745427,0.893108,0.322284,-1.099504,0.785736,-0.429253,-0.750944,0.941707,-0.885467,0.827214,-1.132485,-1.645421,0.844931,-0.754133,-1.174586,1.312039,0.110391,-1.04087,0.748024,0.031636,1.06001,-0.948639,-0.647018,1.075952,-1.617384,-1.575631,-1.495816,-1.566434,-0.2981,1.594556,-0.811499,1.054611,-0.141385,0.418922,-0.221723,-0.494997,1.041611,-0.177652,P
0.426152,-0.124932,-0.330065,-1.320156,-0.203749,-0.134649,1.131708,0.504459,1.368847,0.011716,-1.32543,0.003655,0.339262,0.92716,1.515565,-0.757542,0.211139,0.625381,0.580207,-1.498399,-1.264999,-0.017994,0.1187,0.770408,-0.893819,0.589601,1.143441,0.87686,0.033967,-0.234033,-0.917101,1.00039,0.605045,-1.258188,-0.644605,-1.061204,-0.180729,0.029758,1.446949,-0.405216,-0.231282,-0.905581,-0.942354,-1.394648,-1.008942,-0.821929,0.73171,-0.674187,-1.482188,1.412441,P
-0.440926,-0.278825,0.579995,1.104097,0.247726,0.501015,-1.193329,1.097875,1.345585,-0.104525,0.699637,-0.313976,1.467947,1.129415,-1.408829,1.088738,0.301286,-1.586795,-0.956164,0.479443,1.385713,-1.65082,0.816115,0.540693,-1.067842,-0.068438,-0.723696,-1.435603,-0.156176,0.772037,0.122265,-0.572495,0.867261,0.902242,0.028919,-1.006243,0.884412,-1.60306,1.184353,-0.78383,0.67117,-0.746332,-1.257814,0.612304,1.42933,1.354009,0.600087,-0.813935,-1.25643,1.61766,N
-0.710196,-0.86813,-0.366216,-0.415626,-0.19127,-0.46575,-0.660042,-0.945087,1.343168,0.36403,-1.1456,1.504901,-1.269269,0.882848,0.625295,-0.458085,-0.068378,-0.215145,1.317852,1.401013,0.537519,1.302059,-1.110598,-1.319859,0.55683,-1.383124,0.184582,0.338411,-0.511537,-0.211442,-0.223634,0.449268,0.233709,-1.336954,0.877254,-1.339935,0.02236,-0.33411,-1.633123,-0.332971,-1.034822,1.7178,1.420858,0.129742,-0.618155,-1.373999,-1.021405,-0.894307,1.046276,-1.067931,N
-1.162219,-1.550666,-1.129144,-0.087336,-0.547535,1.2162,0.800436,1.254131,-0.448703,-0.138314,0.355224,1.170515,-0.445171,-0.155994,-0.602097,0.142722,-0.615171,0.434897,-0.195125,0.830306,1.629949,0.404407,0.066959,0.305999,0.358785,-0.893483,1.214214,0.466764,0.440614,1.329915,1.693758,0.283946,1.068272,-1.454141,-0.744537,0.589318,-0.582533,1.12402,1.618904,1.607046,-0.300465,-0.636668,1.377195,-1.21118,-1.008931,-1.319877,1.614479,0.839054,-1.617175,-0.326819,N
0.487102,0.355136,-0.175119,-0.857076,-0.172297,0.729446,-0.700301,0.805616,0.768263,-0.623398,-0.553486,1.006115,0.069165,1.113707,-0.366249,-0.887145,0.629974,-0.839554,-1.537863,0.178878,1.72099,0.24179,-0.708933,-0.613315,-1.401454,0.082754,-0.989661,1.005597,1.578986,0.325414,1.576146,0.905484,0.617609,1.590603,-0.838684,1.38135,-1.187874,0.95388,-0.833543,1.461096,0.664714,0.859847,1.558168,0.755475,1.314452,1.661823,-0.543906,0.069167,0.400962,-1.010221,P
-0.935069,-0.166424,0.736396,0.296076,0.157153,-1.194153,1.045471,0.120645,-1.128351,1.516995,0.240812,-0.52002,0.667186,-1.067443,0.378659,1.219688,1.580611,0.175002,1.075443,1.019362,-0.009283,0.94067,0.539111,-0.632851,0.813282,-1.148369,-1.48005,0.865869,-0.272297,-1.494768,1.493735,1.67068,1.408526,-1.470075,-0.137556,1.607104,0.858153,-0.704381,1.129315,0.944293,-1.696987,-1.39389,-1.036031,0.051434,-1.02726,-0.802957,1.418491,0.255617,1.678165,1.149157,N
-1.477785,-1.459343,-1.190436,0.236876,-1.032156,-1.523562,-1.530079,0.536567,-1.010961,-0.374871,1.571084,1.145313,0.15882,-0.935034,-1.667643,-0.159988,0.891114,-0.344694,-0.534042,-1.35671,-0.124431,0.000559,0.416537,-0.15126,-0.559535,1.385777,-0.326307,1.564851,-0.304656,1.306152,-0.217882,0.390756,0.960953,0.11569,0.950165,-0.212396,0.059183,1.47855,0.58344,-1.276247,0.090196,0.960086,1.591304,-0.531551,-0.839376,0.030002,1.442734,-0.075479,0.836764,-0.407599,P
-0.440811,0.094558,0.249791,-0.226215,-0.371329,-0.877812,-0.394529,0.632032,-0.655213,0.007085,0.173003,1.562862,-1.075037,0.302967,1.389953,-0.148532,-1.378016,0.187035,1.028156,-0.555325,1.455632,1.416503,1.217854,0.659483,-1.409199,-1.231061,0.629831,0.882743,-0.187274,-1.539675,-0.518805,0.880684,-0.905802,0.368561,0.038192,-0.801182,0.957524,0.976238,-0.735007,-1.110397,1.216131,1.053073,-0.785229,-0.07756,0.393255,0.286383,-0.787689,-0.94332,0.232558,1.586721,N
0.18517,0.101564,1.825435,1.47549,1.075299,-0.019763,0.468704,-1.603422,1.561596,0.499796,1.560396,0.161223,-1.399236,0.272427,-1.135358,1.398459,1.157885,-0.785442,1.687226,-1.405479,-0.564652,-0.355093,-1.197844,-1.773001,0.336867,-0.436728,0.897565,-0.022355,-0.295025,0.400331,-1.734837,-0.007737,0.933508,0.551541,0.96696,1.230517,0.909298,0.367708,1.620935,0.006246,0.49971,1.526186,-0.054616,0.792743,1.107397,0.75815,-1.595614,1.53391,-0.412662,0.253152,N
-0.237101,-0.090906,1.014339,0.461671,0.633659,1.286683,0.092447,-1.638276,-0.835679,0.276334,-1.308507,0.434325,0.907915,0.330211,-0.160503,1.23205,1.145251,-1.443816,-0.109865,-1.705507,1.487214,-1.312091,1.324333,1.39315,1.083755,0.543563,1.094411,-1.229489,0.824216,0.132505,-0.370567,-1.124232,0.764723,-0.794771,-1.462121,1.034602,0.210782,1.087794,-0.056347,1.59707,1.564552,-0.235475,-0.412377,1.667069,0.257417,0.910825,0.298709,0.106705,-0.082743,-0.416297,N
-0.004392,0.659906,-1.205211,-1.728025,-0.775514,1.35468,-0.924069,1.291345,-1.436789,0.31792,0.93207,0.000309,1.663837,0.020566,0.747646,-0.671473,1.640122,1.624503,1.497592,0.160374,-1.346418,-1.207285,-0.545802,0.62113,-0.457129,0.76196,0.026449,1.378794,-0.299719,0.818734,-1.635716,-1.622904,-1.009723,0.199157,-0.969847,0.432227,1.337827,0.215119,0.777061,1.178589,1.496246,0.942291,0.143552,-0.130925,-1.587282,-1.040035,0.334081,1.340894,1.604608,0.719485,P
1.879086,1.514588,-0.816003,-1.463,-0.45608,0.025006,0.358154,-0.086039,1.698512,-0.853935,0.414994,-1.613769,-1.308117,-0.961433,0.80509,1.632417,-0.567057,-1.299815,1.360918,-1.023113,-1.283569,0.46462,0.745714,-1.505747,-0.960398,1.225222,-1.26242,0.533598,1.469742,-0.278727,1.447081,-1.329102,-0.679545,0.596167,-1.065434,0.905698,0.88154,-0.41504,-1.093119,0.768095,-1.225787,-1.413285,-1.14877,1.062241,-0.592746,1.34331,-1.618706,1.269271,0.328547,-0.375055,N
0.226037,-0.456056,-0.960836,-0.804367,-0.736491,-0.566082,0.924964,-0.755288,0.66081,-0.841389,-0.868271,1.19321,-1.316218,-1.651863,0.018001,1.567288,-0.080982,0.13223,-1.579516,-1.727234,0.796893,-0.609491,1.55618,-0.156129,-0.556227,1.646388,-1.654824,0.964692,-0.965044,-1.382577,-0.207949,1.163994,0.924893,-1.499116,0.398046,-1.305466,-1.355042,-0.232233,1.079977,0.39492,0.38994,1.228663,1.506628,-0.405581,-1.013449,1.502361,-1.256052,1.490435,0.01096,-0.188436,N
